AP890101-0050 8:0.3526490066225166 15:0.27980132450331124 4:0.173841059602649 3:0.09437086092715231 1:0.02152317880794702 14:0.014900662251655629 9:0.014900662251655629 12:0.008278145695364239 17:0.008278145695364239 18:0.008278145695364239 7:0.008278145695364239 11:0.0016556291390728477 13:0.0016556291390728477 16:0.0016556291390728477 19:0.0016556291390728477 0:0.0016556291390728477 2:0.0016556291390728477 5:0.0016556291390728477 6:0.0016556291390728477 10:0.0016556291390728477
AP890208-0159 1:0.5216666666666666 2:0.135 17:0.115 3:0.08833333333333333 11:0.035 13:0.021666666666666667 10:0.021666666666666667 8:0.015 12:0.008333333333333333 14:0.008333333333333333 15:0.008333333333333333 5:0.008333333333333333 16:0.0016666666666666668 18:0.0016666666666666668 19:0.0016666666666666668 0:0.0016666666666666668 4:0.0016666666666666668 6:0.0016666666666666668 7:0.0016666666666666668 9:0.0016666666666666668
AP890208-0171 4:0.8388324873096447 3:0.046954314720812185 12:0.04187817258883249 2:0.021573604060913704 15:0.011421319796954314 16:0.011421319796954314 14:0.006345177664974619 1:0.006345177664974619 11:0.0012690355329949238 13:0.0012690355329949238 17:0.0012690355329949238 18:0.0012690355329949238 19:0.0012690355329949238 0:0.0012690355329949238 5:0.0012690355329949238 6:0.0012690355329949238 7:0.0012690355329949238 8:0.0012690355329949238 9:0.0012690355329949238 10:0.0012690355329949238
AP890208-0208 18:0.45634920634920634 3:0.3029100529100529 13:0.09126984126984126 9:0.04894179894179894 2:0.03306878306878307 11:0.022486772486772486 0:0.017195767195767195 15:0.006613756613756613 10:0.006613756613756613 12:0.0013227513227513227 14:0.0013227513227513227 16:0.0013227513227513227 17:0.0013227513227513227 19:0.0013227513227513227 1:0.0013227513227513227 4:0.0013227513227513227 5:0.0013227513227513227 6:0.0013227513227513227 7:0.0013227513227513227 8:0.0013227513227513227
AP890209-0001 5:0.6207264957264957 16:0.172008547008547 3:0.13782051282051283 10:0.030982905982905984 4:0.009615384615384616 14:0.005341880341880342 6:0.005341880341880342 8:0.005341880341880342 11:0.0010683760683760685 12:0.0010683760683760685 13:0.0010683760683760685 15:0.0010683760683760685 17:0.0010683760683760685 18:0.0010683760683760685 19:0.0010683760683760685 0:0.0010683760683760685 1:0.0010683760683760685 2:0.0010683760683760685 7:0.0010683760683760685 9:0.0010683760683760685
AP890209-0010 6:0.43598130841121496 18:0.2677570093457944 3:0.24532710280373832 13:0.024766355140186914 10:0.009813084112149532 2:0.004205607476635514 4:0.004205607476635514 1:0.002336448598130841 11:4.6728971962616824E-4 12:4.6728971962616824E-4 14:4.6728971962616824E-4 15:4.6728971962616824E-4 16:4.6728971962616824E-4 17:4.6728971962616824E-4 19:4.6728971962616824E-4 0:4.6728971962616824E-4 5:4.6728971962616824E-4 7:4.6728971962616824E-4 8:4.6728971962616824E-4 9:4.6728971962616824E-4
AP890209-0068 5:0.5158450704225352 16:0.25528169014084506 3:0.17077464788732394 11:0.008802816901408451 2:0.008802816901408451 4:0.008802816901408451 9:0.008802816901408451 12:0.0017605633802816902 13:0.0017605633802816902 14:0.0017605633802816902 15:0.0017605633802816902 17:0.0017605633802816902 18:0.0017605633802816902 19:0.0017605633802816902 0:0.0017605633802816902 1:0.0017605633802816902 6:0.0017605633802816902 7:0.0017605633802816902 8:0.0017605633802816902 10:0.0017605633802816902
AP890209-0118 1:0.5089285714285714 2:0.14464285714285716 17:0.10892857142857143 3:0.09464285714285714 4:0.05892857142857143 0:0.01607142857142857 8:0.01607142857142857 13:0.008928571428571428 15:0.008928571428571428 18:0.008928571428571428 19:0.008928571428571428 11:0.0017857142857142857 12:0.0017857142857142857 14:0.0017857142857142857 16:0.0017857142857142857 5:0.0017857142857142857 6:0.0017857142857142857 7:0.0017857142857142857 9:0.0017857142857142857 10:0.0017857142857142857
AP890209-0184 3:0.3317307692307692 6:0.2625 13:0.23942307692307693 19:0.05480769230769231 18:0.027884615384615386 15:0.02403846153846154 17:0.02403846153846154 16:0.0125 2:0.008653846153846154 11:0.004807692307692308 12:9.615384615384616E-4 14:9.615384615384616E-4 0:9.615384615384616E-4 1:9.615384615384616E-4 4:9.615384615384616E-4 5:9.615384615384616E-4 7:9.615384615384616E-4 8:9.615384615384616E-4 9:9.615384615384616E-4 10:9.615384615384616E-4
AP890209-0265 6:0.4051433389544688 18:0.27529510961214165 3:0.24325463743676223 13:0.0290893760539629 2:0.02065767284991568 10:0.010539629005059023 11:0.0037942664418212477 0:0.0037942664418212477 7:0.0037942664418212477 12:4.2158516020236085E-4 14:4.2158516020236085E-4 15:4.2158516020236085E-4 16:4.2158516020236085E-4 17:4.2158516020236085E-4 19:4.2158516020236085E-4 1:4.2158516020236085E-4 4:4.2158516020236085E-4 5:4.2158516020236085E-4 8:4.2158516020236085E-4 9:4.2158516020236085E-4
AP890210-0021 3:0.32670454545454547 13:0.2623106060606061 6:0.2471590909090909 19:0.06534090909090909 18:0.038825757575757576 15:0.016098484848484848 17:0.016098484848484848 0:0.008522727272727272 2:0.004734848484848485 4:0.004734848484848485 11:9.46969696969697E-4 12:9.46969696969697E-4 14:9.46969696969697E-4 16:9.46969696969697E-4 1:9.46969696969697E-4 5:9.46969696969697E-4 7:9.46969696969697E-4 8:9.46969696969697E-4 9:9.46969696969697E-4 10:9.46969696969697E-4
AP890210-0057 18:0.30123674911660775 3:0.2623674911660777 13:0.1598939929328622 6:0.0892226148409894 9:0.03975265017667844 15:0.03268551236749117 16:0.02561837455830389 11:0.018551236749116608 1:0.018551236749116608 12:0.015017667844522967 14:0.015017667844522967 2:0.00441696113074205 4:0.00441696113074205 5:0.00441696113074205 7:0.00441696113074205 17:8.833922261484099E-4 19:8.833922261484099E-4 0:8.833922261484099E-4 8:8.833922261484099E-4 10:8.833922261484099E-4
AP890210-0075 6:0.512114537444934 18:0.23458149779735682 3:0.18612334801762115 13:0.02753303964757709 2:0.009911894273127754 10:0.009911894273127754 1:0.005506607929515419 11:0.0011013215859030838 12:0.0011013215859030838 14:0.0011013215859030838 15:0.0011013215859030838 16:0.0011013215859030838 17:0.0011013215859030838 19:0.0011013215859030838 0:0.0011013215859030838 4:0.0011013215859030838 5:0.0011013215859030838 7:0.0011013215859030838 8:0.0011013215859030838 9:0.0011013215859030838
AP890210-0143 2:0.1983695652173913 12:0.1766304347826087 14:0.1766304347826087 17:0.11141304347826086 3:0.10054347826086957 4:0.06793478260869565 10:0.04619565217391304 8:0.035326086956521736 19:0.024456521739130436 7:0.024456521739130436 9:0.01358695652173913 11:0.002717391304347826 13:0.002717391304347826 15:0.002717391304347826 16:0.002717391304347826 18:0.002717391304347826 0:0.002717391304347826 1:0.002717391304347826 5:0.002717391304347826 6:0.002717391304347826
AP890210-0201 18:0.303714859437751 3:0.19528112449799198 2:0.11897590361445783 6:0.11094377510040161 11:0.07279116465863454 0:0.06676706827309237 13:0.06475903614457831 14:0.03463855421686747 10:0.012550200803212851 5:0.006526104417670682 8:0.004518072289156626 15:0.0025100401606425703 9:0.0025100401606425703 12:5.02008032128514E-4 16:5.02008032128514E-4 17:5.02008032128514E-4 19:5.02008032128514E-4 1:5.02008032128514E-4 4:5.02008032128514E-4 7:5.02008032128514E-4
AP890210-0253 6:0.382396449704142 18:0.3025147928994083 3:0.1279585798816568 2:0.045118343195266274 13:0.04215976331360947 15:0.03920118343195266 19:0.021449704142011833 8:0.01849112426035503 10:0.01257396449704142 11:7.396449704142012E-4 12:7.396449704142012E-4 14:7.396449704142012E-4 16:7.396449704142012E-4 17:7.396449704142012E-4 0:7.396449704142012E-4 1:7.396449704142012E-4 4:7.396449704142012E-4 5:7.396449704142012E-4 7:7.396449704142012E-4 9:7.396449704142012E-4
AP890211-0095 17:0.3787425149700599 1:0.1092814371257485 7:0.09730538922155689 12:0.09131736526946108 2:0.06736526946107785 3:0.05538922155688623 5:0.04341317365269461 10:0.04341317365269461 15:0.0374251497005988 4:0.03143712574850299 6:0.019461077844311378 0:0.01347305389221557 11:0.0014970059880239522 13:0.0014970059880239522 14:0.0014970059880239522 16:0.0014970059880239522 18:0.0014970059880239522 19:0.0014970059880239522 8:0.0014970059880239522 9:0.0014970059880239522
AP890213-0074 19:0.5387788778877888 2:0.21534653465346534 6:0.09653465346534654 11:0.06353135313531354 1:0.04372937293729373 3:0.020627062706270627 9:0.007425742574257425 13:0.004125412541254125 12:8.250825082508251E-4 14:8.250825082508251E-4 15:8.250825082508251E-4 16:8.250825082508251E-4 17:8.250825082508251E-4 18:8.250825082508251E-4 0:8.250825082508251E-4 4:8.250825082508251E-4 5:8.250825082508251E-4 7:8.250825082508251E-4 8:8.250825082508251E-4 10:8.250825082508251E-4
AP890214-0045 19:0.4876644736842105 2:0.24424342105263158 6:0.08963815789473684 11:0.06332236842105263 14:0.04358552631578947 13:0.017269736842105265 8:0.017269736842105265 0:0.013980263157894737 10:0.01069078947368421 4:0.004111842105263158 12:8.223684210526315E-4 15:8.223684210526315E-4 16:8.223684210526315E-4 17:8.223684210526315E-4 18:8.223684210526315E-4 1:8.223684210526315E-4 3:8.223684210526315E-4 5:8.223684210526315E-4 7:8.223684210526315E-4 9:8.223684210526315E-4
AP890214-0150 11:0.4609375 3:0.22230113636363635 16:0.13707386363636365 2:0.05752840909090909 13:0.037642045454545456 14:0.026278409090909092 9:0.020596590909090908 17:0.009232954545454546 18:0.006392045454545455 5:0.006392045454545455 15:0.0035511363636363635 0:0.0035511363636363635 6:0.0035511363636363635 12:7.102272727272727E-4 19:7.102272727272727E-4 1:7.102272727272727E-4 4:7.102272727272727E-4 7:7.102272727272727E-4 8:7.102272727272727E-4 10:7.102272727272727E-4
AP890215-0035 5:0.3409090909090909 3:0.2836700336700337 14:0.12878787878787878 6:0.07828282828282829 10:0.061447811447811446 9:0.03787878787878788 13:0.017676767676767676 18:0.017676767676767676 11:0.010942760942760943 17:0.010942760942760943 7:0.004208754208754209 12:8.417508417508417E-4 15:8.417508417508417E-4 16:8.417508417508417E-4 19:8.417508417508417E-4 0:8.417508417508417E-4 1:8.417508417508417E-4 2:8.417508417508417E-4 4:8.417508417508417E-4 8:8.417508417508417E-4
AP890215-0125 8:0.739516129032258 2:0.09435483870967742 3:0.062096774193548386 4:0.036290322580645164 19:0.013709677419354839 7:0.013709677419354839 14:0.010483870967741936 0:0.010483870967741936 13:0.007258064516129033 15:0.004032258064516129 11:8.064516129032258E-4 12:8.064516129032258E-4 16:8.064516129032258E-4 17:8.064516129032258E-4 18:8.064516129032258E-4 1:8.064516129032258E-4 5:8.064516129032258E-4 6:8.064516129032258E-4 9:8.064516129032258E-4 10:8.064516129032258E-4
AP890215-0169 3:0.34464285714285714 14:0.15178571428571427 9:0.13035714285714287 13:0.10892857142857143 11:0.07321428571428572 10:0.05178571428571429 8:0.0375 0:0.023214285714285715 16:0.01607142857142857 19:0.01607142857142857 5:0.01607142857142857 18:0.008928571428571428 2:0.008928571428571428 12:0.0017857142857142857 15:0.0017857142857142857 17:0.0017857142857142857 1:0.0017857142857142857 4:0.0017857142857142857 6:0.0017857142857142857 7:0.0017857142857142857
AP890215-0193 8:0.7435661764705882 2:0.08915441176470588 3:0.04503676470588235 4:0.03400735294117647 0:0.019301470588235295 9:0.019301470588235295 10:0.015625 17:0.008272058823529412 1:0.008272058823529412 14:0.004595588235294118 16:0.004595588235294118 11:9.191176470588235E-4 12:9.191176470588235E-4 13:9.191176470588235E-4 15:9.191176470588235E-4 18:9.191176470588235E-4 19:9.191176470588235E-4 5:9.191176470588235E-4 6:9.191176470588235E-4 7:9.191176470588235E-4
AP890215-0242 6:0.45186781609195403 18:0.305316091954023 3:0.16163793103448276 15:0.02658045977011494 2:0.01221264367816092 8:0.01221264367816092 19:0.009339080459770116 4:0.00646551724137931 12:0.0035919540229885057 14:0.0035919540229885057 11:7.183908045977011E-4 13:7.183908045977011E-4 16:7.183908045977011E-4 17:7.183908045977011E-4 0:7.183908045977011E-4 1:7.183908045977011E-4 5:7.183908045977011E-4 7:7.183908045977011E-4 9:7.183908045977011E-4 10:7.183908045977011E-4
AP890216-0051 11:0.4851598173515982 16:0.18835616438356165 3:0.16552511415525115 14:0.07420091324200913 0:0.023972602739726026 2:0.014840182648401826 5:0.014840182648401826 9:0.014840182648401826 15:0.005707762557077625 12:0.001141552511415525 13:0.001141552511415525 17:0.001141552511415525 18:0.001141552511415525 19:0.001141552511415525 1:0.001141552511415525 4:0.001141552511415525 6:0.001141552511415525 7:0.001141552511415525 8:0.001141552511415525 10:0.001141552511415525
AP890216-0092 8:0.7290940766550522 3:0.15069686411149827 2:0.04965156794425087 0:0.025261324041811847 7:0.02177700348432056 11:0.004355400696864111 16:0.004355400696864111 6:0.004355400696864111 12:8.710801393728223E-4 13:8.710801393728223E-4 14:8.710801393728223E-4 15:8.710801393728223E-4 17:8.710801393728223E-4 18:8.710801393728223E-4 19:8.710801393728223E-4 1:8.710801393728223E-4 4:8.710801393728223E-4 5:8.710801393728223E-4 9:8.710801393728223E-4 10:8.710801393728223E-4
AP890216-0124 12:0.5168711656441718 3:0.20398773006134968 2:0.08742331288343558 18:0.06901840490797546 6:0.04447852760736196 0:0.02607361963190184 16:0.019938650306748466 13:0.013803680981595092 11:0.0015337423312883436 14:0.0015337423312883436 15:0.0015337423312883436 17:0.0015337423312883436 19:0.0015337423312883436 1:0.0015337423312883436 4:0.0015337423312883436 5:0.0015337423312883436 7:0.0015337423312883436 8:0.0015337423312883436 9:0.0015337423312883436 10:0.0015337423312883436
AP890216-0181 8:0.7668650793650794 3:0.12003968253968254 2:0.03670634920634921 1:0.0248015873015873 7:0.016865079365079364 13:0.008928571428571428 12:0.00496031746031746 5:0.00496031746031746 9:0.00496031746031746 11:9.92063492063492E-4 14:9.92063492063492E-4 15:9.92063492063492E-4 16:9.92063492063492E-4 17:9.92063492063492E-4 18:9.92063492063492E-4 19:9.92063492063492E-4 0:9.92063492063492E-4 4:9.92063492063492E-4 6:9.92063492063492E-4 10:9.92063492063492E-4
AP890217-0070 8:0.7638121546961326 2:0.062154696132596686 3:0.062154696132596686 1:0.04558011049723757 4:0.012430939226519336 5:0.012430939226519336 9:0.012430939226519336 12:0.006906077348066298 18:0.006906077348066298 11:0.0013812154696132596 13:0.0013812154696132596 14:0.0013812154696132596 15:0.0013812154696132596 16:0.0013812154696132596 17:0.0013812154696132596 19:0.0013812154696132596 0:0.0013812154696132596 6:0.0013812154696132596 7:0.0013812154696132596 10:0.0013812154696132596
AP890218-0038 8:0.6909937888198758 17:0.06366459627329192 2:0.06366459627329192 3:0.06366459627329192 4:0.05745341614906832 7:0.03260869565217391 11:0.007763975155279503 12:0.0015527950310559005 13:0.0015527950310559005 14:0.0015527950310559005 15:0.0015527950310559005 16:0.0015527950310559005 18:0.0015527950310559005 19:0.0015527950310559005 0:0.0015527950310559005 1:0.0015527950310559005 5:0.0015527950310559005 6:0.0015527950310559005 9:0.0015527950310559005 10:0.0015527950310559005
AP890218-0069 11:0.3945086705202312 2:0.19219653179190752 19:0.14595375722543352 17:0.059248554913294796 1:0.05346820809248555 10:0.030346820809248554 0:0.024566473988439308 8:0.024566473988439308 14:0.01878612716763006 16:0.01300578034682081 5:0.01300578034682081 12:0.0072254335260115606 13:0.0072254335260115606 3:0.0072254335260115606 15:0.001445086705202312 18:0.001445086705202312 4:0.001445086705202312 6:0.001445086705202312 7:0.001445086705202312 9:0.001445086705202312
AP890219-0067 1:0.28532608695652173 13:0.1983695652173913 2:0.15489130434782608 7:0.08967391304347826 8:0.07880434782608696 14:0.04619565217391304 10:0.04619565217391304 11:0.01358695652173913 16:0.01358695652173913 18:0.01358695652173913 3:0.01358695652173913 4:0.01358695652173913 6:0.01358695652173913 12:0.002717391304347826 15:0.002717391304347826 17:0.002717391304347826 19:0.002717391304347826 0:0.002717391304347826 5:0.002717391304347826 9:0.002717391304347826
AP890219-0071 2:0.5127551020408163 1:0.09438775510204081 14:0.08418367346938775 3:0.08418367346938775 4:0.06377551020408163 10:0.05357142857142857 17:0.03316326530612245 13:0.02295918367346939 11:0.012755102040816327 6:0.012755102040816327 12:0.002551020408163265 15:0.002551020408163265 16:0.002551020408163265 18:0.002551020408163265 19:0.002551020408163265 0:0.002551020408163265 5:0.002551020408163265 7:0.002551020408163265 8:0.002551020408163265 9:0.002551020408163265
AP890219-0072 3:0.35538116591928254 9:0.25672645739910316 14:0.09977578475336323 2:0.09977578475336323 4:0.05493273542600897 13:0.03699551569506727 1:0.03699551569506727 6:0.032511210762331835 18:0.005605381165919282 8:0.005605381165919282 10:0.005605381165919282 11:0.0011210762331838565 12:0.0011210762331838565 15:0.0011210762331838565 16:0.0011210762331838565 17:0.0011210762331838565 19:0.0011210762331838565 0:0.0011210762331838565 5:0.0011210762331838565 7:0.0011210762331838565
AP890219-0078 11:0.5157142857142857 17:0.11571428571428571 2:0.09285714285714286 19:0.05857142857142857 1:0.05857142857142857 3:0.041428571428571426 10:0.03571428571428571 4:0.024285714285714285 8:0.018571428571428572 0:0.012857142857142857 9:0.012857142857142857 12:0.0014285714285714286 13:0.0014285714285714286 14:0.0014285714285714286 15:0.0014285714285714286 16:0.0014285714285714286 18:0.0014285714285714286 5:0.0014285714285714286 6:0.0014285714285714286 7:0.0014285714285714286
AP890220-0007 2:0.3241525423728814 17:0.2309322033898305 1:0.18008474576271186 9:0.06991525423728813 10:0.04449152542372881 12:0.02754237288135593 13:0.019067796610169493 16:0.019067796610169493 11:0.01059322033898305 14:0.01059322033898305 15:0.01059322033898305 18:0.01059322033898305 4:0.01059322033898305 6:0.01059322033898305 8:0.01059322033898305 19:0.00211864406779661 0:0.00211864406779661 3:0.00211864406779661 5:0.00211864406779661 7:0.00211864406779661
AP890220-0028 4:0.33912037037037035 9:0.1909722222222222 15:0.17708333333333334 13:0.09837962962962964 2:0.0798611111111111 1:0.047453703703703706 6:0.019675925925925927 17:0.015046296296296295 3:0.010416666666666666 14:0.005787037037037037 0:0.005787037037037037 11:0.0011574074074074073 12:0.0011574074074074073 16:0.0011574074074074073 18:0.0011574074074074073 19:0.0011574074074074073 5:0.0011574074074074073 7:0.0011574074074074073 8:0.0011574074074074073 10:0.0011574074074074073
AP890220-0032 11:0.4511494252873563 2:0.15229885057471265 19:0.10632183908045977 10:0.10632183908045977 18:0.07183908045977011 4:0.03735632183908046 0:0.014367816091954023 5:0.014367816091954023 6:0.014367816091954023 12:0.0028735632183908046 13:0.0028735632183908046 14:0.0028735632183908046 15:0.0028735632183908046 16:0.0028735632183908046 17:0.0028735632183908046 1:0.0028735632183908046 3:0.0028735632183908046 7:0.0028735632183908046 8:0.0028735632183908046 9:0.0028735632183908046
AP890220-0058 11:0.45975609756097563 2:0.19146341463414634 19:0.12804878048780488 3:0.05 10:0.045121951219512194 1:0.04024390243902439 17:0.025609756097560974 12:0.020731707317073172 8:0.015853658536585366 13:0.006097560975609756 7:0.006097560975609756 14:0.0012195121951219512 15:0.0012195121951219512 16:0.0012195121951219512 18:0.0012195121951219512 0:0.0012195121951219512 4:0.0012195121951219512 5:0.0012195121951219512 6:0.0012195121951219512 9:0.0012195121951219512
AP890220-0063 5:0.48123123123123124 3:0.17792792792792791 1:0.12687687687687688 2:0.060810810810810814 16:0.04279279279279279 8:0.027777777777777776 13:0.02177177177177177 11:0.01876876876876877 19:0.015765765765765764 0:0.00975975975975976 10:0.006756756756756757 14:0.0037537537537537537 12:7.507507507507507E-4 15:7.507507507507507E-4 17:7.507507507507507E-4 18:7.507507507507507E-4 4:7.507507507507507E-4 6:7.507507507507507E-4 7:7.507507507507507E-4 9:7.507507507507507E-4
AP890220-0097 6:0.3330721003134796 18:0.22021943573667713 3:0.15438871473354232 19:0.09482758620689655 11:0.07601880877742946 16:0.06974921630094044 2:0.028996865203761754 13:0.007053291536050157 12:0.003918495297805642 4:0.003918495297805642 14:7.836990595611285E-4 15:7.836990595611285E-4 17:7.836990595611285E-4 0:7.836990595611285E-4 1:7.836990595611285E-4 5:7.836990595611285E-4 7:7.836990595611285E-4 8:7.836990595611285E-4 9:7.836990595611285E-4 10:7.836990595611285E-4
AP890220-0148 3:0.13080357142857144 11:0.12723214285714285 2:0.11651785714285715 18:0.10580357142857143 19:0.10580357142857143 5:0.084375 17:0.061160714285714284 16:0.05223214285714286 0:0.048660714285714286 13:0.034375 1:0.034375 6:0.03080357142857143 9:0.020089285714285716 14:0.01830357142857143 8:0.016517857142857143 12:0.009375 15:0.002232142857142857 4:4.464285714285714E-4 7:4.464285714285714E-4 10:4.464285714285714E-4
AP890221-0167 5:0.4697802197802198 3:0.3342490842490842 16:0.0521978021978022 13:0.026556776556776556 8:0.026556776556776556 18:0.022893772893772892 2:0.019230769230769232 12:0.011904761904761904 9:0.011904761904761904 15:0.008241758241758242 17:0.004578754578754579 6:0.004578754578754579 11:9.157509157509158E-4 14:9.157509157509158E-4 19:9.157509157509158E-4 0:9.157509157509158E-4 1:9.157509157509158E-4 4:9.157509157509158E-4 7:9.157509157509158E-4 10:9.157509157509158E-4
AP890221-0211 14:0.3769592476489028 9:0.13557993730407525 3:0.11990595611285267 2:0.10736677115987461 12:0.0603448275862069 11:0.05721003134796238 18:0.03526645768025078 0:0.02586206896551724 6:0.016457680250783698 17:0.013322884012539185 5:0.01018808777429467 13:0.007053291536050157 15:0.007053291536050157 1:0.007053291536050157 10:0.007053291536050157 19:0.003918495297805642 4:0.003918495297805642 7:0.003918495297805642 16:7.836990595611285E-4 8:7.836990595611285E-4
AP890221-0231 11:0.38573407202216065 14:0.16135734072022162 12:0.11703601108033242 2:0.09487534626038781 3:0.07548476454293629 1:0.05055401662049862 17:0.031163434903047092 19:0.031163434903047092 7:0.022853185595567867 5:0.01731301939058172 16:0.0034626038781163434 9:0.0034626038781163434 13:6.925207756232687E-4 15:6.925207756232687E-4 18:6.925207756232687E-4 0:6.925207756232687E-4 4:6.925207756232687E-4 6:6.925207756232687E-4 8:6.925207756232687E-4 10:6.925207756232687E-4
AP890221-0232 6:0.3375831485587583 13:0.15354767184035475 3:0.12694013303769403 2:0.12250554323725056 12:0.10254988913525499 19:0.06929046563192905 11:0.03603104212860311 1:0.01385809312638581 7:0.009423503325942351 10:0.009423503325942351 0:0.004988913525498891 4:0.004988913525498891 16:0.002771618625277162 5:0.002771618625277162 14:5.543237250554324E-4 15:5.543237250554324E-4 17:5.543237250554324E-4 18:5.543237250554324E-4 8:5.543237250554324E-4 9:5.543237250554324E-4
AP890222-0037 3:0.3088235294117647 5:0.25 13:0.12197231833910034 18:0.12197231833910034 16:0.06314878892733564 9:0.04930795847750865 17:0.02162629757785467 10:0.018166089965397925 4:0.01124567474048443 19:0.007785467128027681 2:0.007785467128027681 7:0.007785467128027681 14:0.004325259515570935 11:8.650519031141869E-4 12:8.650519031141869E-4 15:8.650519031141869E-4 0:8.650519031141869E-4 1:8.650519031141869E-4 6:8.650519031141869E-4 8:8.650519031141869E-4
AP890222-0169 5:0.36484098939929327 3:0.32597173144876324 18:0.15282685512367492 11:0.03975265017667844 9:0.036219081272084806 17:0.022084805653710248 0:0.018551236749116608 16:0.011484098939929329 19:0.007950530035335688 2:0.007950530035335688 15:0.00441696113074205 12:8.833922261484099E-4 13:8.833922261484099E-4 14:8.833922261484099E-4 1:8.833922261484099E-4 4:8.833922261484099E-4 6:8.833922261484099E-4 7:8.833922261484099E-4 8:8.833922261484099E-4 10:8.833922261484099E-4
AP890223-0180 3:0.5013020833333334 18:0.26171875 13:0.12109375 2:0.05859375 15:0.016927083333333332 14:0.01171875 11:0.006510416666666667 5:0.006510416666666667 12:0.0013020833333333333 16:0.0013020833333333333 17:0.0013020833333333333 19:0.0013020833333333333 0:0.0013020833333333333 1:0.0013020833333333333 4:0.0013020833333333333 6:0.0013020833333333333 7:0.0013020833333333333 8:0.0013020833333333333 9:0.0013020833333333333 10:0.0013020833333333333
AP890223-0235 1:0.40625 2:0.30564024390243905 6:0.16234756097560976 3:0.03429878048780488 4:0.025152439024390245 10:0.019054878048780487 11:0.006859756097560976 14:0.006859756097560976 15:0.006859756097560976 8:0.006859756097560976 9:0.006859756097560976 16:0.0038109756097560975 0:0.0038109756097560975 12:7.621951219512195E-4 13:7.621951219512195E-4 17:7.621951219512195E-4 18:7.621951219512195E-4 19:7.621951219512195E-4 5:7.621951219512195E-4 7:7.621951219512195E-4
AP890224-0041 7:0.617879746835443 2:0.1337025316455696 3:0.10838607594936708 17:0.03243670886075949 12:0.029272151898734177 14:0.029272151898734177 18:0.013449367088607595 15:0.007120253164556962 1:0.007120253164556962 0:0.003955696202531646 5:0.003955696202531646 6:0.003955696202531646 8:0.003955696202531646 11:7.911392405063291E-4 13:7.911392405063291E-4 16:7.911392405063291E-4 19:7.911392405063291E-4 4:7.911392405063291E-4 9:7.911392405063291E-4 10:7.911392405063291E-4
AP890224-0190 14:0.4596774193548387 2:0.1693548387096774 3:0.10483870967741936 13:0.08548387096774193 6:0.04032258064516129 17:0.03387096774193549 4:0.027419354838709678 10:0.027419354838709678 1:0.014516129032258065 5:0.014516129032258065 7:0.008064516129032258 11:0.0016129032258064516 12:0.0016129032258064516 15:0.0016129032258064516 16:0.0016129032258064516 18:0.0016129032258064516 19:0.0016129032258064516 0:0.0016129032258064516 8:0.0016129032258064516 9:0.0016129032258064516
AP890226-0041 7:0.6417808219178082 3:0.12945205479452054 10:0.09931506849315068 2:0.05 14:0.028082191780821917 18:0.025342465753424658 0:0.017123287671232876 11:6.849315068493151E-4 12:6.849315068493151E-4 13:6.849315068493151E-4 15:6.849315068493151E-4 16:6.849315068493151E-4 17:6.849315068493151E-4 19:6.849315068493151E-4 1:6.849315068493151E-4 4:6.849315068493151E-4 5:6.849315068493151E-4 6:6.849315068493151E-4 8:6.849315068493151E-4 9:6.849315068493151E-4
AP890227-0004 11:0.3912742382271468 14:0.16135734072022162 12:0.10041551246537396 3:0.0865650969529086 2:0.07825484764542937 17:0.045013850415512466 5:0.03393351800554017 1:0.028393351800554016 7:0.028393351800554016 19:0.02008310249307479 13:0.01731301939058172 9:0.0034626038781163434 15:6.925207756232687E-4 16:6.925207756232687E-4 18:6.925207756232687E-4 0:6.925207756232687E-4 4:6.925207756232687E-4 6:6.925207756232687E-4 8:6.925207756232687E-4 10:6.925207756232687E-4
AP890227-0015 10:0.39378612716763006 14:0.20014450867052022 18:0.11921965317919075 3:0.09320809248554913 8:0.05563583815028902 2:0.03540462427745665 6:0.03540462427745665 9:0.02384393063583815 5:0.015173410404624277 15:0.006502890173410405 16:0.006502890173410405 4:0.006502890173410405 1:0.0036127167630057803 11:7.22543352601156E-4 12:7.22543352601156E-4 13:7.22543352601156E-4 17:7.22543352601156E-4 19:7.22543352601156E-4 0:7.22543352601156E-4 7:7.22543352601156E-4
AP890227-0052 7:0.6602167182662538 3:0.1153250773993808 10:0.08746130030959752 14:0.0565015479876161 18:0.037925696594427245 17:0.01934984520123839 6:0.010061919504643963 8:0.003869969040247678 11:7.739938080495357E-4 12:7.739938080495357E-4 13:7.739938080495357E-4 15:7.739938080495357E-4 16:7.739938080495357E-4 19:7.739938080495357E-4 0:7.739938080495357E-4 1:7.739938080495357E-4 2:7.739938080495357E-4 4:7.739938080495357E-4 5:7.739938080495357E-4 9:7.739938080495357E-4
AP890227-0195 5:0.2672413793103448 13:0.17857142857142858 3:0.15886699507389163 6:0.11945812807881774 14:0.08497536945812807 1:0.04556650246305419 17:0.04064039408866995 2:0.03078817733990148 19:0.020935960591133004 18:0.01600985221674877 12:0.011083743842364532 10:0.011083743842364532 4:0.006157635467980296 11:0.0012315270935960591 15:0.0012315270935960591 16:0.0012315270935960591 0:0.0012315270935960591 7:0.0012315270935960591 8:0.0012315270935960591 9:0.0012315270935960591
