AP890101-0010 2:0.24813432835820895 8:0.21828358208955223 6:0.13619402985074627 0:0.1287313432835821 13:0.06902985074626866 9:0.04664179104477612 12:0.024253731343283583 19:0.024253731343283583 4:0.024253731343283583 15:0.016791044776119403 1:0.016791044776119403 11:0.009328358208955223 14:0.009328358208955223 16:0.009328358208955223 17:0.009328358208955223 18:0.0018656716417910447 3:0.0018656716417910447 5:0.0018656716417910447 7:0.0018656716417910447 10:0.0018656716417910447
AP890418-0165 8:0.30027173913043476 4:0.28940217391304346 6:0.26222826086956524 13:0.03940217391304348 7:0.03940217391304348 2:0.033967391304347824 17:0.012228260869565218 14:0.006793478260869565 11:0.001358695652173913 12:0.001358695652173913 15:0.001358695652173913 16:0.001358695652173913 18:0.001358695652173913 19:0.001358695652173913 0:0.001358695652173913 1:0.001358695652173913 3:0.001358695652173913 5:0.001358695652173913 9:0.001358695652173913 10:0.001358695652173913
AP890418-0262 13:0.38125 9:0.15902777777777777 8:0.15069444444444444 1:0.08680555555555555 11:0.059027777777777776 19:0.05347222222222222 2:0.03680555555555556 3:0.014583333333333334 12:0.011805555555555555 4:0.011805555555555555 5:0.011805555555555555 6:0.011805555555555555 16:0.003472222222222222 17:0.003472222222222222 14:6.944444444444445E-4 15:6.944444444444445E-4 18:6.944444444444445E-4 0:6.944444444444445E-4 7:6.944444444444445E-4 10:6.944444444444445E-4
AP890418-0276 3:0.7117768595041323 15:0.12913223140495866 8:0.058884297520661155 14:0.05475206611570248 9:0.013429752066115703 10:0.009297520661157025 12:0.005165289256198347 0:0.005165289256198347 11:0.0010330578512396695 13:0.0010330578512396695 16:0.0010330578512396695 17:0.0010330578512396695 18:0.0010330578512396695 19:0.0010330578512396695 1:0.0010330578512396695 2:0.0010330578512396695 4:0.0010330578512396695 5:0.0010330578512396695 6:0.0010330578512396695 7:0.0010330578512396695
AP890418-0319 10:0.7783613445378151 14:0.10609243697478991 3:0.03046218487394958 8:0.026260504201680673 18:0.022058823529411766 16:0.009453781512605041 17:0.005252100840336135 19:0.005252100840336135 2:0.005252100840336135 11:0.0010504201680672268 12:0.0010504201680672268 13:0.0010504201680672268 15:0.0010504201680672268 0:0.0010504201680672268 1:0.0010504201680672268 4:0.0010504201680672268 5:0.0010504201680672268 6:0.0010504201680672268 7:0.0010504201680672268 9:0.0010504201680672268
AP890419-0048 1:0.6405817174515236 8:0.16135734072022162 15:0.031163434903047092 3:0.031163434903047092 16:0.028393351800554016 13:0.02008310249307479 2:0.02008310249307479 11:0.014542936288088643 9:0.014542936288088643 19:0.011772853185595568 5:0.011772853185595568 6:0.006232686980609419 17:0.0034626038781163434 12:6.925207756232687E-4 14:6.925207756232687E-4 18:6.925207756232687E-4 0:6.925207756232687E-4 4:6.925207756232687E-4 7:6.925207756232687E-4 10:6.925207756232687E-4
AP890419-0227 5:0.47381756756756754 8:0.21030405405405406 15:0.09543918918918919 16:0.04814189189189189 17:0.03800675675675676 2:0.03800675675675676 9:0.03125 1:0.017736486486486486 3:0.014358108108108109 18:0.01097972972972973 19:0.01097972972972973 7:0.004222972972972973 11:8.445945945945946E-4 12:8.445945945945946E-4 13:8.445945945945946E-4 14:8.445945945945946E-4 0:8.445945945945946E-4 4:8.445945945945946E-4 6:8.445945945945946E-4 10:8.445945945945946E-4
AP890419-0288 3:0.45527859237536655 8:0.17082111436950145 14:0.13269794721407624 12:0.10043988269794721 19:0.062316715542521994 17:0.04472140762463343 11:0.012463343108504398 18:0.0036656891495601175 1:0.0036656891495601175 5:0.0036656891495601175 7:0.0036656891495601175 13:7.331378299120235E-4 15:7.331378299120235E-4 16:7.331378299120235E-4 0:7.331378299120235E-4 2:7.331378299120235E-4 4:7.331378299120235E-4 6:7.331378299120235E-4 9:7.331378299120235E-4 10:7.331378299120235E-4
AP890420-0013 7:0.46954022988505745 12:0.20977011494252873 8:0.15229885057471265 13:0.032758620689655175 19:0.028160919540229885 9:0.021264367816091954 2:0.016666666666666666 16:0.014367816091954023 4:0.014367816091954023 5:0.014367816091954023 3:0.009770114942528735 17:0.007471264367816092 18:0.0028735632183908046 0:0.0028735632183908046 11:5.747126436781609E-4 14:5.747126436781609E-4 15:5.747126436781609E-4 1:5.747126436781609E-4 6:5.747126436781609E-4 10:5.747126436781609E-4
AP890420-0021 16:0.22242647058823528 9:0.21507352941176472 11:0.19301470588235295 8:0.17830882352941177 3:0.06066176470588235 19:0.05330882352941176 4:0.02389705882352941 13:0.009191176470588236 17:0.009191176470588236 2:0.009191176470588236 10:0.009191176470588236 12:0.001838235294117647 14:0.001838235294117647 15:0.001838235294117647 18:0.001838235294117647 0:0.001838235294117647 1:0.001838235294117647 5:0.001838235294117647 6:0.001838235294117647 7:0.001838235294117647
AP890420-0040 10:0.6057312252964426 14:0.09980237154150198 16:0.0800395256916996 3:0.06422924901185771 4:0.044466403162055336 8:0.044466403162055336 18:0.020750988142292492 5:0.008893280632411068 9:0.008893280632411068 12:0.004940711462450593 15:0.004940711462450593 2:0.004940711462450593 11:9.881422924901185E-4 13:9.881422924901185E-4 17:9.881422924901185E-4 19:9.881422924901185E-4 0:9.881422924901185E-4 1:9.881422924901185E-4 6:9.881422924901185E-4 7:9.881422924901185E-4
AP890420-0127 11:0.6564039408866995 19:0.11945812807881774 8:0.1145320197044335 3:0.02586206896551724 9:0.02586206896551724 17:0.020935960591133004 12:0.006157635467980296 14:0.006157635467980296 15:0.006157635467980296 5:0.006157635467980296 13:0.0012315270935960591 16:0.0012315270935960591 18:0.0012315270935960591 0:0.0012315270935960591 1:0.0012315270935960591 2:0.0012315270935960591 4:0.0012315270935960591 6:0.0012315270935960591 7:0.0012315270935960591 10:0.0012315270935960591
AP890420-0130 6:0.2796474358974359 8:0.2796474358974359 4:0.24759615384615385 7:0.07451923076923077 13:0.03926282051282051 2:0.020032051282051284 9:0.016826923076923076 15:0.010416666666666666 17:0.010416666666666666 18:0.007211538461538462 11:0.004006410256410256 16:0.004006410256410256 12:8.012820512820513E-4 14:8.012820512820513E-4 19:8.012820512820513E-4 0:8.012820512820513E-4 1:8.012820512820513E-4 3:8.012820512820513E-4 5:8.012820512820513E-4 10:8.012820512820513E-4
AP890420-0280 16:0.45379746835443036 10:0.24873417721518987 3:0.09177215189873418 18:0.07151898734177216 14:0.036075949367088606 15:0.0310126582278481 9:0.018354430379746836 5:0.015822784810126583 13:0.008227848101265823 6:0.008227848101265823 8:0.00569620253164557 1:0.0031645569620253164 7:0.0031645569620253164 11:6.329113924050633E-4 12:6.329113924050633E-4 17:6.329113924050633E-4 19:6.329113924050633E-4 0:6.329113924050633E-4 2:6.329113924050633E-4 4:6.329113924050633E-4
AP890421-0029 11:0.623546511627907 19:0.17587209302325582 8:0.1119186046511628 15:0.05377906976744186 12:0.007267441860465116 3:0.007267441860465116 13:0.0014534883720930232 14:0.0014534883720930232 16:0.0014534883720930232 17:0.0014534883720930232 18:0.0014534883720930232 0:0.0014534883720930232 1:0.0014534883720930232 2:0.0014534883720930232 4:0.0014534883720930232 5:0.0014534883720930232 6:0.0014534883720930232 7:0.0014534883720930232 9:0.0014534883720930232 10:0.0014534883720930232
AP890421-0171 0:0.6988372093023256 19:0.06162790697674419 7:0.06162790697674419 4:0.019767441860465116 10:0.019767441860465116 15:0.015116279069767442 18:0.015116279069767442 2:0.015116279069767442 3:0.015116279069767442 5:0.015116279069767442 8:0.015116279069767442 12:0.010465116279069767 17:0.010465116279069767 6:0.010465116279069767 9:0.010465116279069767 11:0.0011627906976744186 13:0.0011627906976744186 14:0.0011627906976744186 16:0.0011627906976744186 1:0.0011627906976744186
AP890421-0227 14:0.5139593908629442 10:0.33121827411167515 8:0.07233502538071065 18:0.046954314720812185 4:0.011421319796954314 1:0.006345177664974619 11:0.0012690355329949238 12:0.0012690355329949238 13:0.0012690355329949238 15:0.0012690355329949238 16:0.0012690355329949238 17:0.0012690355329949238 19:0.0012690355329949238 0:0.0012690355329949238 2:0.0012690355329949238 3:0.0012690355329949238 5:0.0012690355329949238 6:0.0012690355329949238 7:0.0012690355329949238 9:0.0012690355329949238
AP890421-0247 10:0.4005102040816326 18:0.36989795918367346 3:0.11479591836734694 8:0.06377551020408163 6:0.012755102040816327 11:0.002551020408163265 12:0.002551020408163265 13:0.002551020408163265 14:0.002551020408163265 15:0.002551020408163265 16:0.002551020408163265 17:0.002551020408163265 19:0.002551020408163265 0:0.002551020408163265 1:0.002551020408163265 2:0.002551020408163265 4:0.002551020408163265 5:0.002551020408163265 7:0.002551020408163265 9:0.002551020408163265
AP890421-0267 14:0.4025096525096525 10:0.24034749034749034 8:0.10135135135135136 17:0.07818532818532818 18:0.07432432432432433 3:0.03957528957528957 5:0.02027027027027027 13:0.008687258687258687 4:0.008687258687258687 9:0.008687258687258687 16:0.004826254826254826 2:0.004826254826254826 11:9.652509652509653E-4 12:9.652509652509653E-4 15:9.652509652509653E-4 19:9.652509652509653E-4 0:9.652509652509653E-4 1:9.652509652509653E-4 6:9.652509652509653E-4 7:9.652509652509653E-4
AP890421-0269 18:0.4208185053380783 14:0.20373665480427047 8:0.11832740213523131 15:0.0791814946619217 4:0.05782918149466192 16:0.0400355871886121 10:0.0400355871886121 5:0.02224199288256228 19:0.00800711743772242 11:8.896797153024911E-4 12:8.896797153024911E-4 13:8.896797153024911E-4 17:8.896797153024911E-4 0:8.896797153024911E-4 1:8.896797153024911E-4 2:8.896797153024911E-4 3:8.896797153024911E-4 6:8.896797153024911E-4 7:8.896797153024911E-4 9:8.896797153024911E-4
AP890421-0277 14:0.6295918367346939 10:0.16428571428571428 18:0.10306122448979592 8:0.04183673469387755 16:0.013265306122448979 17:0.009183673469387756 19:0.009183673469387756 13:0.00510204081632653 15:0.00510204081632653 3:0.00510204081632653 7:0.00510204081632653 11:0.0010204081632653062 12:0.0010204081632653062 0:0.0010204081632653062 1:0.0010204081632653062 2:0.0010204081632653062 4:0.0010204081632653062 5:0.0010204081632653062 6:0.0010204081632653062 9:0.0010204081632653062
AP890423-0007 6:0.5444162436548223 4:0.1484771573604061 8:0.11802030456852793 2:0.07233502538071065 15:0.021573604060913704 19:0.01649746192893401 11:0.011421319796954314 14:0.011421319796954314 0:0.011421319796954314 1:0.011421319796954314 10:0.011421319796954314 7:0.006345177664974619 9:0.006345177664974619 12:0.0012690355329949238 13:0.0012690355329949238 16:0.0012690355329949238 17:0.0012690355329949238 18:0.0012690355329949238 3:0.0012690355329949238 5:0.0012690355329949238
AP890423-0023 2:0.5766666666666667 8:0.12333333333333334 3:0.09666666666666666 0:0.07 19:0.03 14:0.016666666666666666 16:0.016666666666666666 5:0.016666666666666666 7:0.016666666666666666 11:0.0033333333333333335 12:0.0033333333333333335 13:0.0033333333333333335 15:0.0033333333333333335 17:0.0033333333333333335 18:0.0033333333333333335 1:0.0033333333333333335 4:0.0033333333333333335 6:0.0033333333333333335 9:0.0033333333333333335 10:0.0033333333333333335
AP890424-0001 0:0.6943254817987152 8:0.12259100642398287 6:0.04336188436830835 5:0.030513918629550323 18:0.024089935760171308 4:0.024089935760171308 7:0.021948608137044967 17:0.009100642398286937 3:0.009100642398286937 1:0.006959314775160599 16:0.004817987152034261 19:0.0026766595289079227 10:0.0026766595289079227 11:5.353319057815846E-4 12:5.353319057815846E-4 13:5.353319057815846E-4 14:5.353319057815846E-4 15:5.353319057815846E-4 2:5.353319057815846E-4 9:5.353319057815846E-4
AP890424-0013 15:0.6637228260869565 8:0.12567934782608695 14:0.08763586956521739 3:0.036005434782608696 19:0.030570652173913044 12:0.01154891304347826 11:0.008831521739130434 18:0.008831521739130434 6:0.008831521739130434 16:0.0033967391304347825 17:0.0033967391304347825 4:0.0033967391304347825 9:0.0033967391304347825 13:6.793478260869565E-4 0:6.793478260869565E-4 1:6.793478260869565E-4 2:6.793478260869565E-4 5:6.793478260869565E-4 7:6.793478260869565E-4 10:6.793478260869565E-4
AP890424-0040 10:0.41299019607843135 18:0.12867647058823528 14:0.12377450980392157 0:0.09436274509803921 8:0.07965686274509803 16:0.03553921568627451 3:0.030637254901960783 17:0.025735294117647058 1:0.025735294117647058 5:0.020833333333333332 12:0.011029411764705883 11:0.0012254901960784314 13:0.0012254901960784314 15:0.0012254901960784314 19:0.0012254901960784314 2:0.0012254901960784314 4:0.0012254901960784314 6:0.0012254901960784314 7:0.0012254901960784314 9:0.0012254901960784314
AP890424-0229 2:0.38707729468599034 8:0.16968599033816426 19:0.10205314009661835 9:0.10205314009661835 4:0.05615942028985507 0:0.04891304347826087 13:0.03683574879227053 3:0.034420289855072464 5:0.029589371980676328 6:0.010265700483091788 16:0.00785024154589372 11:0.0030193236714975845 17:0.0030193236714975845 18:0.0030193236714975845 1:0.0030193236714975845 12:6.038647342995169E-4 14:6.038647342995169E-4 15:6.038647342995169E-4 7:6.038647342995169E-4 10:6.038647342995169E-4
AP890424-0250 17:0.43058455114822547 8:0.13204592901878914 4:0.11116910229645094 7:0.05897703549060543 9:0.042275574112734866 6:0.04018789144050104 19:0.03392484342379958 13:0.031837160751565764 3:0.031837160751565764 11:0.0255741127348643 15:0.02139874739039666 0:0.010960334029227558 10:0.008872651356993737 18:0.006784968684759917 12:0.004697286012526096 16:0.004697286012526096 2:0.0026096033402922755 14:5.219206680584551E-4 1:5.219206680584551E-4 5:5.219206680584551E-4
AP890424-0305 5:0.4393491124260355 15:0.15532544378698224 16:0.10207100591715976 7:0.09615384615384616 3:0.07248520710059171 18:0.05473372781065089 9:0.03106508875739645 6:0.013313609467455622 11:0.0073964497041420114 1:0.0073964497041420114 8:0.0073964497041420114 12:0.0014792899408284023 13:0.0014792899408284023 14:0.0014792899408284023 17:0.0014792899408284023 19:0.0014792899408284023 0:0.0014792899408284023 2:0.0014792899408284023 4:0.0014792899408284023 10:0.0014792899408284023
AP890425-0048 10:0.6097972972972973 14:0.16385135135135134 0:0.13682432432432431 8:0.028716216216216218 19:0.015202702702702704 18:0.008445945945945946 3:0.008445945945945946 6:0.008445945945945946 11:0.0016891891891891893 12:0.0016891891891891893 13:0.0016891891891891893 15:0.0016891891891891893 16:0.0016891891891891893 17:0.0016891891891891893 1:0.0016891891891891893 2:0.0016891891891891893 4:0.0016891891891891893 5:0.0016891891891891893 7:0.0016891891891891893 9:0.0016891891891891893
AP890425-0077 4:0.6125 8:0.1125 0:0.07361111111111111 2:0.07361111111111111 9:0.02361111111111111 10:0.02361111111111111 6:0.018055555555555554 11:0.0125 15:0.0125 19:0.0125 13:0.006944444444444444 16:0.006944444444444444 12:0.001388888888888889 14:0.001388888888888889 17:0.001388888888888889 18:0.001388888888888889 1:0.001388888888888889 3:0.001388888888888889 5:0.001388888888888889 7:0.001388888888888889
AP890425-0262 19:0.41382575757575757 3:0.29261363636363635 15:0.22443181818181818 1:0.01231060606060606 9:0.01231060606060606 16:0.008522727272727272 2:0.008522727272727272 10:0.008522727272727272 18:0.004734848484848485 7:0.004734848484848485 11:9.46969696969697E-4 12:9.46969696969697E-4 13:9.46969696969697E-4 14:9.46969696969697E-4 17:9.46969696969697E-4 0:9.46969696969697E-4 4:9.46969696969697E-4 5:9.46969696969697E-4 6:9.46969696969697E-4 8:9.46969696969697E-4
AP890425-0286 18:0.386986301369863 14:0.2089041095890411 3:0.1541095890410959 10:0.05821917808219178 2:0.04452054794520548 15:0.030821917808219176 4:0.030821917808219176 12:0.017123287671232876 5:0.017123287671232876 8:0.017123287671232876 11:0.003424657534246575 13:0.003424657534246575 16:0.003424657534246575 17:0.003424657534246575 19:0.003424657534246575 0:0.003424657534246575 1:0.003424657534246575 6:0.003424657534246575 7:0.003424657534246575 9:0.003424657534246575
AP890425-0312 11:0.2285276073619632 8:0.20398773006134968 14:0.12423312883435583 19:0.08742331288343558 17:0.06288343558282208 16:0.05674846625766871 4:0.05061349693251534 10:0.05061349693251534 12:0.04447852760736196 2:0.032208588957055216 3:0.019938650306748466 18:0.013803680981595092 5:0.013803680981595092 13:0.0015337423312883436 15:0.0015337423312883436 0:0.0015337423312883436 1:0.0015337423312883436 6:0.0015337423312883436 7:0.0015337423312883436 9:0.0015337423312883436
AP890426-0007 1:0.8051470588235294 9:0.07475490196078431 8:0.030637254901960783 5:0.025735294117647058 2:0.020833333333333332 14:0.006127450980392157 16:0.006127450980392157 0:0.006127450980392157 7:0.006127450980392157 10:0.006127450980392157 11:0.0012254901960784314 12:0.0012254901960784314 13:0.0012254901960784314 15:0.0012254901960784314 17:0.0012254901960784314 18:0.0012254901960784314 19:0.0012254901960784314 3:0.0012254901960784314 4:0.0012254901960784314 6:0.0012254901960784314
AP890426-0045 10:0.5119047619047619 0:0.17857142857142858 18:0.15136054421768708 8:0.06292517006802721 14:0.03571428571428571 3:0.022108843537414966 15:0.008503401360544218 4:0.008503401360544218 11:0.0017006802721088435 12:0.0017006802721088435 13:0.0017006802721088435 16:0.0017006802721088435 17:0.0017006802721088435 19:0.0017006802721088435 1:0.0017006802721088435 2:0.0017006802721088435 5:0.0017006802721088435 6:0.0017006802721088435 7:0.0017006802721088435 9:0.0017006802721088435
AP890427-0049 0:0.6323099415204678 7:0.10891812865497076 13:0.0445906432748538 6:0.0445906432748538 18:0.041666666666666664 5:0.02412280701754386 8:0.02412280701754386 14:0.01827485380116959 15:0.01827485380116959 10:0.012426900584795321 9:0.009502923976608187 12:0.006578947368421052 17:0.003654970760233918 3:0.003654970760233918 4:0.003654970760233918 11:7.309941520467836E-4 16:7.309941520467836E-4 19:7.309941520467836E-4 1:7.309941520467836E-4 2:7.309941520467836E-4
AP890427-0307 7:0.4664048865619546 12:0.28664921465968585 8:0.1662303664921466 15:0.03883071553228621 10:0.01963350785340314 18:0.005671902268760907 4:0.005671902268760907 13:0.003926701570680628 2:0.002181500872600349 11:4.363001745200698E-4 14:4.363001745200698E-4 16:4.363001745200698E-4 17:4.363001745200698E-4 19:4.363001745200698E-4 0:4.363001745200698E-4 1:4.363001745200698E-4 3:4.363001745200698E-4 5:4.363001745200698E-4 6:4.363001745200698E-4 9:4.363001745200698E-4
AP890428-0021 7:0.6190878378378378 8:0.13260135135135134 2:0.04814189189189189 11:0.044763513513513514 17:0.03462837837837838 4:0.03462837837837838 19:0.03125 3:0.017736486486486486 9:0.017736486486486486 6:0.007601351351351352 5:0.004222972972972973 12:8.445945945945946E-4 13:8.445945945945946E-4 14:8.445945945945946E-4 15:8.445945945945946E-4 16:8.445945945945946E-4 18:8.445945945945946E-4 0:8.445945945945946E-4 1:8.445945945945946E-4 10:8.445945945945946E-4
AP890428-0136 14:0.27561475409836067 7:0.18954918032786885 8:0.18954918032786885 15:0.13217213114754098 16:0.08299180327868852 13:0.025614754098360656 2:0.025614754098360656 12:0.017418032786885244 18:0.01331967213114754 9:0.01331967213114754 0:0.009221311475409836 3:0.009221311475409836 5:0.009221311475409836 11:0.0010245901639344263 17:0.0010245901639344263 19:0.0010245901639344263 1:0.0010245901639344263 4:0.0010245901639344263 6:0.0010245901639344263 10:0.0010245901639344263
AP890428-0250 10:0.7303082191780822 14:0.07962328767123288 15:0.06592465753424658 8:0.04195205479452055 19:0.028253424657534245 3:0.028253424657534245 12:0.01113013698630137 6:0.004280821917808219 11:8.561643835616438E-4 13:8.561643835616438E-4 16:8.561643835616438E-4 17:8.561643835616438E-4 18:8.561643835616438E-4 0:8.561643835616438E-4 1:8.561643835616438E-4 2:8.561643835616438E-4 4:8.561643835616438E-4 5:8.561643835616438E-4 7:8.561643835616438E-4 9:8.561643835616438E-4
AP890430-0062 13:0.4375 8:0.15467171717171718 5:0.1369949494949495 7:0.08648989898989899 9:0.05618686868686869 3:0.046085858585858584 4:0.03598484848484849 12:0.018308080808080808 11:0.010732323232323232 16:0.005681818181818182 14:0.0031565656565656565 6:0.0031565656565656565 15:6.313131313131314E-4 17:6.313131313131314E-4 18:6.313131313131314E-4 19:6.313131313131314E-4 0:6.313131313131314E-4 1:6.313131313131314E-4 2:6.313131313131314E-4 10:6.313131313131314E-4
AP890501-0092 0:0.7716450216450217 8:0.07034632034632035 5:0.048701298701298704 11:0.031385281385281384 10:0.031385281385281384 17:0.0183982683982684 12:0.00974025974025974 19:0.005411255411255411 13:0.0010822510822510823 14:0.0010822510822510823 15:0.0010822510822510823 16:0.0010822510822510823 18:0.0010822510822510823 1:0.0010822510822510823 2:0.0010822510822510823 3:0.0010822510822510823 4:0.0010822510822510823 6:0.0010822510822510823 7:0.0010822510822510823 9:0.0010822510822510823
AP890501-0239 3:0.6694711538461539 15:0.19831730769230768 14:0.04927884615384615 16:0.030048076923076924 8:0.010817307692307692 9:0.010817307692307692 11:0.006009615384615385 19:0.006009615384615385 0:0.006009615384615385 12:0.001201923076923077 13:0.001201923076923077 17:0.001201923076923077 18:0.001201923076923077 1:0.001201923076923077 2:0.001201923076923077 4:0.001201923076923077 5:0.001201923076923077 6:0.001201923076923077 7:0.001201923076923077 10:0.001201923076923077
AP890502-0133 1:0.9175977653631285 3:0.034916201117318434 16:0.006983240223463687 0:0.006983240223463687 6:0.006983240223463687 10:0.006983240223463687 11:0.0013966480446927375 12:0.0013966480446927375 13:0.0013966480446927375 14:0.0013966480446927375 15:0.0013966480446927375 17:0.0013966480446927375 18:0.0013966480446927375 19:0.0013966480446927375 2:0.0013966480446927375 4:0.0013966480446927375 5:0.0013966480446927375 7:0.0013966480446927375 8:0.0013966480446927375 9:0.0013966480446927375
AP890502-0155 4:0.2935185185185185 7:0.23425925925925925 8:0.13796296296296295 17:0.0712962962962963 2:0.0712962962962963 0:0.04537037037037037 15:0.03796296296296296 13:0.026851851851851852 19:0.023148148148148147 5:0.019444444444444445 16:0.01574074074074074 10:0.012037037037037037 1:0.004629629629629629 11:9.25925925925926E-4 12:9.25925925925926E-4 14:9.25925925925926E-4 18:9.25925925925926E-4 3:9.25925925925926E-4 6:9.25925925925926E-4 9:9.25925925925926E-4
AP890502-0216 4:0.30462962962962964 7:0.21944444444444444 8:0.20833333333333334 11:0.13796296296296295 17:0.06388888888888888 13:0.01574074074074074 3:0.012037037037037037 1:0.008333333333333333 9:0.008333333333333333 19:0.004629629629629629 0:0.004629629629629629 10:0.004629629629629629 12:9.25925925925926E-4 14:9.25925925925926E-4 15:9.25925925925926E-4 16:9.25925925925926E-4 18:9.25925925925926E-4 2:9.25925925925926E-4 5:9.25925925925926E-4 6:9.25925925925926E-4
AP890503-0012 1:0.8959627329192547 3:0.020186335403726708 5:0.020186335403726708 14:0.013975155279503106 19:0.013975155279503106 10:0.013975155279503106 11:0.0015527950310559005 12:0.0015527950310559005 13:0.0015527950310559005 15:0.0015527950310559005 16:0.0015527950310559005 17:0.0015527950310559005 18:0.0015527950310559005 0:0.0015527950310559005 2:0.0015527950310559005 4:0.0015527950310559005 6:0.0015527950310559005 7:0.0015527950310559005 8:0.0015527950310559005 9:0.0015527950310559005
AP890503-0066 0:0.37627986348122866 7:0.16467576791808874 6:0.11689419795221843 8:0.08617747440273038 19:0.05546075085324232 16:0.03839590443686007 9:0.03839590443686007 5:0.03498293515358362 13:0.021331058020477817 15:0.014505119453924915 11:0.011092150170648464 12:0.011092150170648464 2:0.007679180887372013 3:0.007679180887372013 14:0.004266211604095563 18:0.004266211604095563 4:0.004266211604095563 17:8.532423208191126E-4 1:8.532423208191126E-4 10:8.532423208191126E-4
AP890503-0265 7:0.5912073490813649 12:0.21325459317585302 8:0.12139107611548557 11:0.019028871391076115 17:0.016404199475065617 15:0.01115485564304462 19:0.01115485564304462 4:0.005905511811023622 18:0.0032808398950131233 13:6.561679790026247E-4 14:6.561679790026247E-4 16:6.561679790026247E-4 0:6.561679790026247E-4 1:6.561679790026247E-4 2:6.561679790026247E-4 3:6.561679790026247E-4 5:6.561679790026247E-4 6:6.561679790026247E-4 9:6.561679790026247E-4 10:6.561679790026247E-4
AP890503-0315 7:0.5504807692307693 12:0.2466346153846154 8:0.09278846153846154 11:0.03317307692307692 1:0.021634615384615384 17:0.01201923076923077 2:0.01201923076923077 19:0.010096153846153847 5:0.008173076923076924 9:0.004326923076923077 13:0.002403846153846154 0:0.002403846153846154 14:4.807692307692308E-4 15:4.807692307692308E-4 16:4.807692307692308E-4 18:4.807692307692308E-4 3:4.807692307692308E-4 4:4.807692307692308E-4 6:4.807692307692308E-4 10:4.807692307692308E-4
AP890504-0145 7:0.7189849624060151 8:0.08740601503759399 14:0.05357142857142857 9:0.03853383458646616 5:0.019736842105263157 16:0.015977443609022556 19:0.015977443609022556 12:0.012218045112781954 6:0.012218045112781954 15:0.008458646616541353 3:0.004699248120300752 10:0.004699248120300752 11:9.398496240601503E-4 13:9.398496240601503E-4 17:9.398496240601503E-4 18:9.398496240601503E-4 0:9.398496240601503E-4 1:9.398496240601503E-4 2:9.398496240601503E-4 4:9.398496240601503E-4
AP890504-0180 7:0.5745738636363636 8:0.16832386363636365 5:0.049005681818181816 12:0.03480113636363636 6:0.03480113636363636 3:0.0234375 10:0.0234375 11:0.020596590909090908 15:0.01775568181818182 18:0.014914772727272728 13:0.012073863636363636 14:0.006392045454545455 19:0.006392045454545455 17:0.0035511363636363635 0:0.0035511363636363635 1:0.0035511363636363635 16:7.102272727272727E-4 2:7.102272727272727E-4 4:7.102272727272727E-4 9:7.102272727272727E-4
AP890504-0243 1:0.4980263157894737 8:0.20065789473684212 9:0.06907894736842106 11:0.04276315789473684 13:0.0375 5:0.0375 16:0.029605263157894735 19:0.024342105263157894 7:0.019078947368421053 18:0.01381578947368421 2:0.008552631578947369 6:0.008552631578947369 17:0.003289473684210526 0:0.003289473684210526 12:6.578947368421052E-4 14:6.578947368421052E-4 15:6.578947368421052E-4 3:6.578947368421052E-4 4:6.578947368421052E-4 10:6.578947368421052E-4
AP890505-0238 12:0.4901785714285714 8:0.2294642857142857 13:0.09732142857142857 9:0.09017857142857143 3:0.025892857142857145 0:0.015178571428571428 11:0.011607142857142858 16:0.011607142857142858 19:0.008035714285714285 5:0.008035714285714285 7:0.004464285714285714 14:8.928571428571428E-4 15:8.928571428571428E-4 17:8.928571428571428E-4 18:8.928571428571428E-4 1:8.928571428571428E-4 2:8.928571428571428E-4 4:8.928571428571428E-4 6:8.928571428571428E-4 10:8.928571428571428E-4
AP890505-0273 19:0.4308510638297872 15:0.24408983451536642 3:0.18498817966903072 14:0.047872340425531915 18:0.0384160756501182 8:0.026595744680851064 7:0.01004728132387707 12:0.0076832151300236405 17:0.002955082742316785 11:5.91016548463357E-4 13:5.91016548463357E-4 16:5.91016548463357E-4 0:5.91016548463357E-4 1:5.91016548463357E-4 2:5.91016548463357E-4 4:5.91016548463357E-4 5:5.91016548463357E-4 6:5.91016548463357E-4 9:5.91016548463357E-4 10:5.91016548463357E-4
AP890508-0176 17:0.3088235294117647 9:0.3088235294117647 12:0.10882352941176471 4:0.08529411764705883 14:0.061764705882352944 13:0.03823529411764706 3:0.026470588235294117 18:0.014705882352941176 5:0.014705882352941176 11:0.0029411764705882353 15:0.0029411764705882353 16:0.0029411764705882353 19:0.0029411764705882353 0:0.0029411764705882353 1:0.0029411764705882353 2:0.0029411764705882353 6:0.0029411764705882353 7:0.0029411764705882353 8:0.0029411764705882353 10:0.0029411764705882353
AP890509-0053 19:0.2662162162162162 2:0.19054054054054054 1:0.1581081081081081 8:0.10945945945945947 12:0.07162162162162163 9:0.05 17:0.0445945945945946 3:0.022972972972972974 5:0.022972972972972974 18:0.01756756756756757 4:0.01756756756756757 10:0.012162162162162163 15:0.006756756756756757 11:0.0013513513513513514 13:0.0013513513513513514 14:0.0013513513513513514 16:0.0013513513513513514 0:0.0013513513513513514 6:0.0013513513513513514 7:0.0013513513513513514
