AP890103-0110 12:0.2755681818181818 0:0.2528409090909091 11:0.13920454545454544 4:0.10511363636363637 3:0.09375 1:0.048295454545454544 2:0.02556818181818182 17:0.014204545454545454 9:0.014204545454545454 13:0.002840909090909091 14:0.002840909090909091 15:0.002840909090909091 16:0.002840909090909091 18:0.002840909090909091 19:0.002840909090909091 5:0.002840909090909091 6:0.002840909090909091 7:0.002840909090909091 8:0.002840909090909091 10:0.002840909090909091
AP890403-0092 8:0.4701417004048583 1:0.3466599190283401 9:0.0652834008097166 11:0.03694331983805668 14:0.026821862348178137 12:0.02277327935222672 7:0.012651821862348178 18:0.006578947368421052 3:0.004554655870445344 16:0.0025303643724696357 13:5.060728744939271E-4 15:5.060728744939271E-4 17:5.060728744939271E-4 19:5.060728744939271E-4 0:5.060728744939271E-4 2:5.060728744939271E-4 4:5.060728744939271E-4 5:5.060728744939271E-4 6:5.060728744939271E-4 10:5.060728744939271E-4
AP890403-0093 13:0.515625 11:0.1753472222222222 19:0.078125 1:0.07118055555555555 3:0.0642361111111111 12:0.029513888888888888 0:0.029513888888888888 10:0.015625 14:0.001736111111111111 15:0.001736111111111111 16:0.001736111111111111 17:0.001736111111111111 18:0.001736111111111111 2:0.001736111111111111 4:0.001736111111111111 5:0.001736111111111111 6:0.001736111111111111 7:0.001736111111111111 8:0.001736111111111111 9:0.001736111111111111
AP890403-0106 9:0.1741412213740458 19:0.17032442748091603 11:0.12643129770992367 12:0.10162213740458015 5:0.06536259541984733 1:0.05200381679389313 3:0.05200381679389313 6:0.05200381679389313 10:0.048187022900763356 15:0.03864503816793893 14:0.03482824427480916 7:0.03101145038167939 0:0.019561068702290078 18:0.010019083969465648 17:0.006202290076335878 13:0.004293893129770993 16:0.004293893129770993 8:0.004293893129770993 2:0.002385496183206107 4:0.002385496183206107
AP890403-0111 3:0.25933333333333336 18:0.17666666666666667 9:0.10466666666666667 6:0.102 2:0.08866666666666667 7:0.062 17:0.038 0:0.038 16:0.03266666666666666 14:0.03 19:0.027333333333333334 1:0.014 12:0.008666666666666666 13:0.006 15:0.006 10:0.0033333333333333335 11:6.666666666666666E-4 4:6.666666666666666E-4 5:6.666666666666666E-4 8:6.666666666666666E-4
AP890404-0003 18:0.33210059171597633 6:0.21967455621301776 7:0.09541420118343195 9:0.08949704142011834 2:0.06878698224852071 17:0.0628698224852071 1:0.027366863905325445 11:0.02440828402366864 19:0.021449704142011833 0:0.021449704142011833 13:0.01849112426035503 10:0.009615384615384616 15:0.0036982248520710057 12:7.396449704142012E-4 14:7.396449704142012E-4 16:7.396449704142012E-4 3:7.396449704142012E-4 4:7.396449704142012E-4 5:7.396449704142012E-4 8:7.396449704142012E-4
AP890404-0015 9:0.17564102564102563 2:0.17051282051282052 15:0.16538461538461538 17:0.16025641025641027 14:0.06282051282051282 6:0.057692307692307696 13:0.047435897435897434 18:0.04230769230769231 7:0.04230769230769231 11:0.016666666666666666 19:0.016666666666666666 16:0.011538461538461539 5:0.011538461538461539 0:0.00641025641025641 10:0.00641025641025641 12:0.001282051282051282 1:0.001282051282051282 3:0.001282051282051282 4:0.001282051282051282 8:0.001282051282051282
AP890404-0196 18:0.2684948979591837 9:0.19451530612244897 6:0.18176020408163265 17:0.10267857142857142 0:0.0975765306122449 11:0.06441326530612244 7:0.018494897959183673 12:0.013392857142857142 16:0.013392857142857142 2:0.013392857142857142 19:0.008290816326530613 5:0.008290816326530613 4:0.005739795918367347 15:0.0031887755102040817 3:0.0031887755102040817 13:6.377551020408163E-4 14:6.377551020408163E-4 1:6.377551020408163E-4 8:6.377551020408163E-4 10:6.377551020408163E-4
AP890405-0135 10:0.41494845360824745 18:0.12628865979381443 3:0.07474226804123711 8:0.06443298969072164 11:0.05412371134020619 4:0.05412371134020619 6:0.05412371134020619 5:0.03350515463917526 17:0.023195876288659795 7:0.023195876288659795 12:0.01288659793814433 13:0.01288659793814433 15:0.01288659793814433 19:0.01288659793814433 2:0.01288659793814433 14:0.002577319587628866 16:0.002577319587628866 0:0.002577319587628866 1:0.002577319587628866 9:0.002577319587628866
AP890405-0247 19:0.5762411347517731 2:0.12943262411347517 11:0.0726950354609929 1:0.05851063829787234 9:0.05851063829787234 6:0.051418439716312055 13:0.02304964539007092 8:0.008865248226950355 12:0.0017730496453900709 14:0.0017730496453900709 15:0.0017730496453900709 16:0.0017730496453900709 17:0.0017730496453900709 18:0.0017730496453900709 0:0.0017730496453900709 3:0.0017730496453900709 4:0.0017730496453900709 5:0.0017730496453900709 7:0.0017730496453900709 10:0.0017730496453900709
AP890406-0041 2:0.25 6:0.1532258064516129 15:0.12096774193548387 3:0.08870967741935484 18:0.07795698924731183 8:0.07795698924731183 10:0.07795698924731183 7:0.056451612903225805 14:0.024193548387096774 13:0.013440860215053764 17:0.013440860215053764 0:0.013440860215053764 1:0.013440860215053764 11:0.002688172043010753 12:0.002688172043010753 16:0.002688172043010753 19:0.002688172043010753 4:0.002688172043010753 5:0.002688172043010753 9:0.002688172043010753
AP890406-0194 5:0.6707188160676533 1:0.19503171247357293 9:0.03224101479915433 11:0.028012684989429177 0:0.019556025369978858 10:0.019556025369978858 16:0.013213530655391121 8:0.006871035940803382 13:0.002642706131078224 18:0.002642706131078224 19:0.002642706131078224 4:0.002642706131078224 12:5.285412262156448E-4 14:5.285412262156448E-4 15:5.285412262156448E-4 17:5.285412262156448E-4 2:5.285412262156448E-4 3:5.285412262156448E-4 6:5.285412262156448E-4 7:5.285412262156448E-4
AP890407-0008 5:0.6381340579710145 1:0.12545289855072464 9:0.09103260869565218 10:0.06023550724637681 11:0.029438405797101448 13:0.025815217391304348 0:0.011322463768115942 18:0.009510869565217392 6:0.004076086956521739 12:4.528985507246377E-4 14:4.528985507246377E-4 15:4.528985507246377E-4 16:4.528985507246377E-4 17:4.528985507246377E-4 19:4.528985507246377E-4 2:4.528985507246377E-4 3:4.528985507246377E-4 4:4.528985507246377E-4 7:4.528985507246377E-4 8:4.528985507246377E-4
AP890407-0010 17:0.2780612244897959 9:0.22704081632653061 18:0.19642857142857142 2:0.1556122448979592 6:0.04336734693877551 1:0.02295918367346939 5:0.02295918367346939 7:0.012755102040816327 8:0.012755102040816327 11:0.002551020408163265 12:0.002551020408163265 13:0.002551020408163265 14:0.002551020408163265 15:0.002551020408163265 16:0.002551020408163265 19:0.002551020408163265 0:0.002551020408163265 3:0.002551020408163265 4:0.002551020408163265 10:0.002551020408163265
AP890407-0012 5:0.6839519650655022 1:0.19923580786026202 11:0.039847161572052404 10:0.024563318777292575 16:0.018013100436681223 3:0.013646288209606987 13:0.0049126637554585155 2:0.0049126637554585155 14:0.0027292576419213972 19:0.0027292576419213972 12:5.458515283842794E-4 15:5.458515283842794E-4 17:5.458515283842794E-4 18:5.458515283842794E-4 0:5.458515283842794E-4 4:5.458515283842794E-4 6:5.458515283842794E-4 7:5.458515283842794E-4 8:5.458515283842794E-4 9:5.458515283842794E-4
AP890407-0089 5:0.36239495798319327 1:0.34978991596638653 11:0.08508403361344538 9:0.08088235294117647 13:0.03046218487394958 12:0.022058823529411766 16:0.022058823529411766 19:0.017857142857142856 4:0.01365546218487395 15:0.005252100840336135 14:0.0010504201680672268 17:0.0010504201680672268 18:0.0010504201680672268 0:0.0010504201680672268 2:0.0010504201680672268 3:0.0010504201680672268 6:0.0010504201680672268 7:0.0010504201680672268 8:0.0010504201680672268 10:0.0010504201680672268
AP890407-0106 1:0.34051724137931033 5:0.1828817733990148 8:0.09913793103448276 14:0.07943349753694581 11:0.06711822660098522 12:0.06465517241379311 9:0.062192118226600986 13:0.042487684729064036 4:0.02770935960591133 10:0.022783251231527094 15:0.003078817733990148 7:0.003078817733990148 16:6.157635467980296E-4 17:6.157635467980296E-4 18:6.157635467980296E-4 19:6.157635467980296E-4 0:6.157635467980296E-4 2:6.157635467980296E-4 3:6.157635467980296E-4 6:6.157635467980296E-4
AP890407-0129 9:0.36676646706586824 8:0.23502994011976047 1:0.15119760479041916 14:0.08532934131736528 12:0.061377245508982034 7:0.025449101796407185 10:0.025449101796407185 13:0.019461077844311378 15:0.01347305389221557 11:0.0014970059880239522 16:0.0014970059880239522 17:0.0014970059880239522 18:0.0014970059880239522 19:0.0014970059880239522 0:0.0014970059880239522 2:0.0014970059880239522 3:0.0014970059880239522 4:0.0014970059880239522 5:0.0014970059880239522 6:0.0014970059880239522
AP890407-0156 5:0.47542134831460675 1:0.20575842696629212 11:0.16081460674157302 9:0.06811797752808989 6:0.020365168539325844 0:0.014747191011235955 10:0.011938202247191011 14:0.009129213483146067 7:0.009129213483146067 12:0.006320224719101123 18:0.0035112359550561797 19:0.0035112359550561797 3:0.0035112359550561797 8:0.0035112359550561797 13:7.022471910112359E-4 15:7.022471910112359E-4 16:7.022471910112359E-4 17:7.022471910112359E-4 2:7.022471910112359E-4 4:7.022471910112359E-4
AP890407-0163 5:0.5844972067039106 1:0.29399441340782123 9:0.06773743016759777 11:0.014664804469273743 15:0.009078212290502794 0:0.009078212290502794 4:0.009078212290502794 7:0.0034916201117318434 12:6.983240223463687E-4 13:6.983240223463687E-4 14:6.983240223463687E-4 16:6.983240223463687E-4 17:6.983240223463687E-4 18:6.983240223463687E-4 19:6.983240223463687E-4 2:6.983240223463687E-4 3:6.983240223463687E-4 6:6.983240223463687E-4 8:6.983240223463687E-4 10:6.983240223463687E-4
AP890407-0190 8:0.48898305084745763 1:0.20084745762711864 9:0.15 4:0.05508474576271186 11:0.04152542372881356 5:0.02457627118644068 14:0.017796610169491526 17:0.007627118644067797 12:0.00423728813559322 13:8.47457627118644E-4 15:8.47457627118644E-4 16:8.47457627118644E-4 18:8.47457627118644E-4 19:8.47457627118644E-4 0:8.47457627118644E-4 2:8.47457627118644E-4 3:8.47457627118644E-4 6:8.47457627118644E-4 7:8.47457627118644E-4 10:8.47457627118644E-4
AP890408-0001 16:0.6759927797833934 1:0.18140794223826714 4:0.03700361010830325 9:0.03700361010830325 11:0.026173285198555957 13:0.02256317689530686 2:0.004512635379061372 10:0.004512635379061372 12:9.025270758122744E-4 14:9.025270758122744E-4 15:9.025270758122744E-4 17:9.025270758122744E-4 18:9.025270758122744E-4 19:9.025270758122744E-4 0:9.025270758122744E-4 3:9.025270758122744E-4 5:9.025270758122744E-4 6:9.025270758122744E-4 7:9.025270758122744E-4 8:9.025270758122744E-4
AP890408-0021 5:0.462 9:0.21666666666666667 1:0.15533333333333332 8:0.08066666666666666 13:0.027333333333333334 7:0.027333333333333334 12:0.008666666666666666 15:0.008666666666666666 14:0.0033333333333333335 6:0.0033333333333333335 11:6.666666666666666E-4 16:6.666666666666666E-4 17:6.666666666666666E-4 18:6.666666666666666E-4 19:6.666666666666666E-4 0:6.666666666666666E-4 2:6.666666666666666E-4 3:6.666666666666666E-4 4:6.666666666666666E-4 10:6.666666666666666E-4
AP890408-0099 5:0.5549242424242424 1:0.2125 16:0.05643939393939394 9:0.03977272727272727 11:0.029166666666666667 10:0.027651515151515153 12:0.018560606060606062 13:0.018560606060606062 0:0.010984848484848484 19:0.006439393939393939 7:0.004924242424242424 14:0.003409090909090909 15:0.003409090909090909 18:0.003409090909090909 4:0.003409090909090909 17:0.001893939393939394 2:0.001893939393939394 8:0.001893939393939394 3:3.787878787878788E-4 6:3.787878787878788E-4
AP890409-0010 10:0.37056737588652483 7:0.22163120567375885 6:0.20035460992907803 9:0.10815602836879433 17:0.03723404255319149 12:0.02304964539007092 19:0.015957446808510637 11:0.0017730496453900709 13:0.0017730496453900709 14:0.0017730496453900709 15:0.0017730496453900709 16:0.0017730496453900709 18:0.0017730496453900709 0:0.0017730496453900709 1:0.0017730496453900709 2:0.0017730496453900709 3:0.0017730496453900709 4:0.0017730496453900709 5:0.0017730496453900709 8:0.0017730496453900709
AP890410-0057 17:0.21153846153846154 3:0.18956043956043955 18:0.17857142857142858 1:0.12362637362637363 2:0.07967032967032966 11:0.03571428571428571 0:0.03571428571428571 4:0.03571428571428571 6:0.024725274725274724 9:0.024725274725274724 13:0.013736263736263736 14:0.013736263736263736 10:0.013736263736263736 12:0.0027472527472527475 15:0.0027472527472527475 16:0.0027472527472527475 19:0.0027472527472527475 5:0.0027472527472527475 7:0.0027472527472527475 8:0.0027472527472527475
AP890410-0058 19:0.2747524752475248 12:0.16254125412541254 11:0.10973597359735973 13:0.10643564356435643 5:0.08663366336633663 1:0.08333333333333333 10:0.05693069306930693 15:0.03712871287128713 9:0.02392739273927393 14:0.014026402640264026 0:0.014026402640264026 3:0.010726072607260726 6:0.007425742574257425 8:0.007425742574257425 16:8.250825082508251E-4 17:8.250825082508251E-4 18:8.250825082508251E-4 2:8.250825082508251E-4 4:8.250825082508251E-4 7:8.250825082508251E-4
AP890410-0113 5:0.5411392405063291 10:0.16561181434599156 1:0.0938818565400844 8:0.05590717299578059 13:0.05168776371308017 11:0.03059071729957806 7:0.026371308016877638 17:0.00949367088607595 0:0.00949367088607595 4:0.005274261603375527 12:0.0010548523206751054 14:0.0010548523206751054 15:0.0010548523206751054 16:0.0010548523206751054 18:0.0010548523206751054 19:0.0010548523206751054 2:0.0010548523206751054 3:0.0010548523206751054 6:0.0010548523206751054 9:0.0010548523206751054
AP890410-0114 5:0.6269230769230769 9:0.09945054945054944 10:0.07527472527472527 19:0.06648351648351648 7:0.03131868131868132 16:0.026923076923076925 6:0.024725274725274724 1:0.02032967032967033 18:0.011538461538461539 13:0.00934065934065934 11:0.0027472527472527475 12:5.494505494505495E-4 14:5.494505494505495E-4 15:5.494505494505495E-4 17:5.494505494505495E-4 0:5.494505494505495E-4 2:5.494505494505495E-4 3:5.494505494505495E-4 4:5.494505494505495E-4 8:5.494505494505495E-4
AP890410-0151 12:0.4366883116883117 8:0.3003246753246753 4:0.09253246753246754 1:0.07305194805194805 10:0.040584415584415584 6:0.01461038961038961 11:0.008116883116883116 17:0.008116883116883116 7:0.008116883116883116 13:0.0016233766233766235 14:0.0016233766233766235 15:0.0016233766233766235 16:0.0016233766233766235 18:0.0016233766233766235 19:0.0016233766233766235 0:0.0016233766233766235 2:0.0016233766233766235 3:0.0016233766233766235 5:0.0016233766233766235 9:0.0016233766233766235
AP890410-0163 6:0.33737864077669905 9:0.24676375404530745 18:0.22411003236245955 7:0.06877022653721683 15:0.03964401294498382 19:0.023462783171521034 12:0.020226537216828478 11:0.010517799352750809 17:0.007281553398058253 1:0.0040453074433656954 2:0.0040453074433656954 3:0.0040453074433656954 8:0.0040453074433656954 13:8.090614886731392E-4 14:8.090614886731392E-4 16:8.090614886731392E-4 0:8.090614886731392E-4 4:8.090614886731392E-4 5:8.090614886731392E-4 10:8.090614886731392E-4
AP890411-0153 16:0.45444444444444443 4:0.23222222222222222 1:0.21444444444444444 0:0.03666666666666667 11:0.023333333333333334 17:0.01 12:0.005555555555555556 6:0.005555555555555556 9:0.005555555555555556 13:0.0011111111111111111 14:0.0011111111111111111 15:0.0011111111111111111 18:0.0011111111111111111 19:0.0011111111111111111 2:0.0011111111111111111 3:0.0011111111111111111 5:0.0011111111111111111 7:0.0011111111111111111 8:0.0011111111111111111 10:0.0011111111111111111
AP890411-0181 8:0.5649171270718232 1:0.24447513812154695 4:0.0787292817679558 0:0.029005524861878452 10:0.023480662983425413 7:0.017955801104972375 9:0.012430939226519336 11:0.006906077348066298 19:0.006906077348066298 12:0.0013812154696132596 13:0.0013812154696132596 14:0.0013812154696132596 15:0.0013812154696132596 16:0.0013812154696132596 17:0.0013812154696132596 18:0.0013812154696132596 2:0.0013812154696132596 3:0.0013812154696132596 5:0.0013812154696132596 6:0.0013812154696132596
AP890412-0056 16:0.5405844155844156 4:0.19642857142857142 1:0.17045454545454544 17:0.027597402597402596 3:0.01461038961038961 5:0.01461038961038961 0:0.008116883116883116 10:0.008116883116883116 11:0.0016233766233766235 12:0.0016233766233766235 13:0.0016233766233766235 14:0.0016233766233766235 15:0.0016233766233766235 18:0.0016233766233766235 19:0.0016233766233766235 2:0.0016233766233766235 6:0.0016233766233766235 7:0.0016233766233766235 8:0.0016233766233766235 9:0.0016233766233766235
AP890412-0060 7:0.2935540069686411 12:0.171602787456446 9:0.1402439024390244 11:0.11585365853658537 1:0.07055749128919861 0:0.04965156794425087 17:0.042682926829268296 4:0.03571428571428571 18:0.018292682926829267 13:0.014808362369337979 19:0.014808362369337979 15:0.0078397212543554 5:0.0078397212543554 14:0.004355400696864111 2:0.004355400696864111 6:0.004355400696864111 16:8.710801393728223E-4 3:8.710801393728223E-4 8:8.710801393728223E-4 10:8.710801393728223E-4
AP890412-0097 1:0.31194690265486724 3:0.25 12:0.08185840707964602 13:0.08185840707964602 19:0.06415929203539823 10:0.06415929203539823 14:0.046460176991150445 5:0.03761061946902655 16:0.01991150442477876 6:0.011061946902654867 9:0.011061946902654867 11:0.0022123893805309734 15:0.0022123893805309734 17:0.0022123893805309734 18:0.0022123893805309734 0:0.0022123893805309734 2:0.0022123893805309734 4:0.0022123893805309734 7:0.0022123893805309734 8:0.0022123893805309734
AP890412-0181 11:0.39301552106430154 1:0.17350332594235032 12:0.09146341463414634 19:0.06707317073170732 13:0.06485587583148558 5:0.06263858093126386 9:0.04933481152993348 16:0.022727272727272728 0:0.022727272727272728 8:0.018292682926829267 14:0.01164079822616408 7:0.01164079822616408 17:0.007206208425720621 15:5.543237250554324E-4 18:5.543237250554324E-4 2:5.543237250554324E-4 3:5.543237250554324E-4 4:5.543237250554324E-4 6:5.543237250554324E-4 10:5.543237250554324E-4
AP890412-0196 11:0.5181623931623932 10:0.16346153846153846 13:0.08226495726495726 1:0.08226495726495726 12:0.04807692307692308 5:0.030982905982905984 6:0.022435897435897436 4:0.013888888888888888 7:0.009615384615384616 15:0.005341880341880342 0:0.005341880341880342 2:0.005341880341880342 3:0.005341880341880342 14:0.0010683760683760685 16:0.0010683760683760685 17:0.0010683760683760685 18:0.0010683760683760685 19:0.0010683760683760685 8:0.0010683760683760685 9:0.0010683760683760685
AP890413-0050 11:0.22533632286995517 1:0.1804932735426009 7:0.1266816143497758 10:0.10426008968609865 14:0.08632286995515695 12:0.08183856502242152 5:0.07286995515695067 17:0.032511210762331835 19:0.023542600896860985 6:0.01905829596412556 0:0.014573991031390135 2:0.014573991031390135 16:0.005605381165919282 9:0.005605381165919282 13:0.0011210762331838565 15:0.0011210762331838565 18:0.0011210762331838565 3:0.0011210762331838565 4:0.0011210762331838565 8:0.0011210762331838565
AP890413-0132 5:0.7935606060606061 9:0.07386363636363637 10:0.05113636363636364 1:0.03851010101010101 13:0.010732323232323232 19:0.010732323232323232 7:0.005681818181818182 12:0.0031565656565656565 16:0.0031565656565656565 0:0.0031565656565656565 11:6.313131313131314E-4 14:6.313131313131314E-4 15:6.313131313131314E-4 17:6.313131313131314E-4 18:6.313131313131314E-4 2:6.313131313131314E-4 3:6.313131313131314E-4 4:6.313131313131314E-4 6:6.313131313131314E-4 8:6.313131313131314E-4
AP890413-0162 5:0.6995738636363636 10:0.11150568181818182 9:0.08309659090909091 1:0.060369318181818184 19:0.009232954545454546 4:0.009232954545454546 6:0.009232954545454546 18:0.0035511363636363635 3:0.0035511363636363635 7:0.0035511363636363635 11:7.102272727272727E-4 12:7.102272727272727E-4 13:7.102272727272727E-4 14:7.102272727272727E-4 15:7.102272727272727E-4 16:7.102272727272727E-4 17:7.102272727272727E-4 0:7.102272727272727E-4 2:7.102272727272727E-4 8:7.102272727272727E-4
AP890413-0186 5:0.568407960199005 11:0.1654228855721393 1:0.13059701492537312 16:0.03109452736318408 9:0.026119402985074626 13:0.01616915422885572 14:0.01616915422885572 19:0.01616915422885572 0:0.01616915422885572 12:0.0012437810945273632 15:0.0012437810945273632 17:0.0012437810945273632 18:0.0012437810945273632 2:0.0012437810945273632 3:0.0012437810945273632 4:0.0012437810945273632 6:0.0012437810945273632 7:0.0012437810945273632 8:0.0012437810945273632 10:0.0012437810945273632
AP890413-0188 11:0.3069620253164557 13:0.2310126582278481 12:0.18037974683544303 1:0.11708860759493671 16:0.09177215189873418 6:0.028481012658227847 14:0.0031645569620253164 15:0.0031645569620253164 17:0.0031645569620253164 18:0.0031645569620253164 19:0.0031645569620253164 0:0.0031645569620253164 2:0.0031645569620253164 3:0.0031645569620253164 4:0.0031645569620253164 5:0.0031645569620253164 7:0.0031645569620253164 8:0.0031645569620253164 9:0.0031645569620253164 10:0.0031645569620253164
AP890414-0154 7:0.3932926829268293 2:0.3079268292682927 9:0.07621951219512195 6:0.06402439024390244 12:0.039634146341463415 13:0.027439024390243903 17:0.027439024390243903 18:0.01524390243902439 8:0.01524390243902439 11:0.003048780487804878 14:0.003048780487804878 15:0.003048780487804878 16:0.003048780487804878 19:0.003048780487804878 0:0.003048780487804878 1:0.003048780487804878 3:0.003048780487804878 4:0.003048780487804878 5:0.003048780487804878 10:0.003048780487804878
AP890414-0179 3:0.2599337748344371 4:0.23344370860927152 10:0.1870860927152318 19:0.10099337748344371 9:0.041390728476821195 11:0.0347682119205298 7:0.0347682119205298 14:0.028145695364238412 0:0.02152317880794702 8:0.02152317880794702 13:0.014900662251655629 2:0.008278145695364239 12:0.0016556291390728477 15:0.0016556291390728477 16:0.0016556291390728477 17:0.0016556291390728477 18:0.0016556291390728477 1:0.0016556291390728477 5:0.0016556291390728477 6:0.0016556291390728477
AP890414-0226 16:0.34985207100591714 1:0.11020710059171597 4:0.10428994082840237 9:0.07470414201183433 0:0.07174556213017752 11:0.06878698224852071 12:0.0628698224852071 3:0.053994082840236685 10:0.030325443786982247 6:0.027366863905325445 8:0.015532544378698224 18:0.009615384615384616 19:0.006656804733727811 13:0.0036982248520710057 14:0.0036982248520710057 7:0.0036982248520710057 15:7.396449704142012E-4 17:7.396449704142012E-4 2:7.396449704142012E-4 5:7.396449704142012E-4
AP890417-0018 7:0.360054347826087 11:0.16983695652173914 17:0.13722826086956522 6:0.10461956521739131 2:0.04483695652173913 16:0.03940217391304348 13:0.028532608695652172 14:0.02309782608695652 10:0.02309782608695652 0:0.017663043478260868 8:0.017663043478260868 12:0.012228260869565218 1:0.006793478260869565 9:0.006793478260869565 15:0.001358695652173913 18:0.001358695652173913 19:0.001358695652173913 3:0.001358695652173913 4:0.001358695652173913 5:0.001358695652173913
AP890417-0112 18:0.3802521008403361 17:0.1953781512605042 1:0.11974789915966387 9:0.10294117647058823 8:0.04411764705882353 11:0.03571428571428571 10:0.03571428571428571 3:0.0273109243697479 12:0.01050420168067227 19:0.01050420168067227 4:0.01050420168067227 6:0.01050420168067227 13:0.0021008403361344537 14:0.0021008403361344537 15:0.0021008403361344537 16:0.0021008403361344537 0:0.0021008403361344537 2:0.0021008403361344537 5:0.0021008403361344537 7:0.0021008403361344537
AP890418-0054 19:0.26125 10:0.24625 4:0.14625 14:0.13125 3:0.07125 9:0.04625 5:0.04125 12:0.01625 0:0.01125 11:0.00625 7:0.00625 8:0.00625 13:0.00125 15:0.00125 16:0.00125 17:0.00125 18:0.00125 1:0.00125 2:0.00125 6:0.00125
AP890418-0196 8:0.3742603550295858 1:0.2440828402366864 4:0.1908284023668639 0:0.10798816568047337 9:0.03106508875739645 14:0.013313609467455622 18:0.0073964497041420114 3:0.0073964497041420114 5:0.0073964497041420114 11:0.0014792899408284023 12:0.0014792899408284023 13:0.0014792899408284023 15:0.0014792899408284023 16:0.0014792899408284023 17:0.0014792899408284023 19:0.0014792899408284023 2:0.0014792899408284023 6:0.0014792899408284023 7:0.0014792899408284023 10:0.0014792899408284023
AP890419-0106 8:0.4742562929061785 1:0.3209382151029748 9:0.11498855835240275 16:0.01887871853546911 13:0.016590389016018305 11:0.014302059496567507 19:0.012013729977116704 7:0.012013729977116704 4:0.005148741418764302 3:0.002860411899313501 10:0.002860411899313501 12:5.720823798627002E-4 14:5.720823798627002E-4 15:5.720823798627002E-4 17:5.720823798627002E-4 18:5.720823798627002E-4 0:5.720823798627002E-4 2:5.720823798627002E-4 5:5.720823798627002E-4 6:5.720823798627002E-4
AP890419-0142 5:0.6998910675381264 9:0.11819172113289761 10:0.11819172113289761 1:0.03104575163398693 11:0.007080610021786492 19:0.004901960784313725 8:0.004901960784313725 12:0.0027233115468409588 16:0.0027233115468409588 18:0.0027233115468409588 7:0.0027233115468409588 13:5.446623093681918E-4 14:5.446623093681918E-4 15:5.446623093681918E-4 17:5.446623093681918E-4 0:5.446623093681918E-4 2:5.446623093681918E-4 3:5.446623093681918E-4 4:5.446623093681918E-4 6:5.446623093681918E-4
AP890419-0164 18:0.38392857142857145 6:0.19345238095238096 1:0.15773809523809523 7:0.08630952380952381 19:0.0625 9:0.050595238095238096 3:0.01488095238095238 5:0.01488095238095238 11:0.002976190476190476 12:0.002976190476190476 13:0.002976190476190476 14:0.002976190476190476 15:0.002976190476190476 16:0.002976190476190476 17:0.002976190476190476 0:0.002976190476190476 2:0.002976190476190476 4:0.002976190476190476 8:0.002976190476190476 10:0.002976190476190476
AP890420-0027 5:0.7071917808219178 0:0.09075342465753425 1:0.06335616438356165 13:0.05650684931506849 10:0.02226027397260274 7:0.015410958904109588 12:0.008561643835616438 16:0.008561643835616438 17:0.008561643835616438 11:0.0017123287671232876 14:0.0017123287671232876 15:0.0017123287671232876 18:0.0017123287671232876 19:0.0017123287671232876 2:0.0017123287671232876 3:0.0017123287671232876 4:0.0017123287671232876 6:0.0017123287671232876 8:0.0017123287671232876 9:0.0017123287671232876
AP890420-0059 11:0.5931818181818181 12:0.12954545454545455 8:0.075 19:0.0659090909090909 0:0.04772727272727273 4:0.029545454545454545 16:0.011363636363636364 1:0.011363636363636364 7:0.011363636363636364 13:0.0022727272727272726 14:0.0022727272727272726 15:0.0022727272727272726 17:0.0022727272727272726 18:0.0022727272727272726 2:0.0022727272727272726 3:0.0022727272727272726 5:0.0022727272727272726 6:0.0022727272727272726 9:0.0022727272727272726 10:0.0022727272727272726
AP890420-0097 9:0.5270618556701031 13:0.14561855670103094 1:0.13530927835051546 5:0.06314432989690721 10:0.03221649484536082 0:0.027061855670103094 3:0.01675257731958763 12:0.011597938144329897 7:0.011597938144329897 11:0.006443298969072165 15:0.006443298969072165 19:0.006443298969072165 14:0.001288659793814433 16:0.001288659793814433 17:0.001288659793814433 18:0.001288659793814433 2:0.001288659793814433 4:0.001288659793814433 6:0.001288659793814433 8:0.001288659793814433
AP890420-0159 13:0.4321808510638298 9:0.16622340425531915 12:0.13962765957446807 6:0.09175531914893617 10:0.0598404255319149 1:0.027925531914893616 7:0.022606382978723406 19:0.017287234042553192 18:0.011968085106382979 11:0.006648936170212766 16:0.006648936170212766 2:0.006648936170212766 14:0.0013297872340425532 15:0.0013297872340425532 17:0.0013297872340425532 0:0.0013297872340425532 3:0.0013297872340425532 4:0.0013297872340425532 5:0.0013297872340425532 8:0.0013297872340425532
AP890420-0160 8:0.3716216216216216 1:0.24549549549549549 0:0.19144144144144143 19:0.06531531531531531 13:0.038288288288288286 11:0.02027027027027027 18:0.02027027027027027 9:0.02027027027027027 12:0.0022522522522522522 14:0.0022522522522522522 15:0.0022522522522522522 16:0.0022522522522522522 17:0.0022522522522522522 2:0.0022522522522522522 3:0.0022522522522522522 4:0.0022522522522522522 5:0.0022522522522522522 6:0.0022522522522522522 7:0.0022522522522522522 10:0.0022522522522522522
AP890420-0162 10:0.38940329218106995 5:0.3852880658436214 9:0.09927983539094651 1:0.06430041152263374 13:0.01903292181069959 6:0.00874485596707819 7:0.00874485596707819 16:0.006687242798353909 4:0.006687242798353909 15:0.004629629629629629 17:0.00257201646090535 11:5.1440329218107E-4 12:5.1440329218107E-4 14:5.1440329218107E-4 18:5.1440329218107E-4 19:5.1440329218107E-4 0:5.1440329218107E-4 2:5.1440329218107E-4 3:5.1440329218107E-4 8:5.1440329218107E-4
