AP890101-0036 6:0.3537344398340249 9:0.18775933609958506 14:0.16701244813278007 2:0.12551867219917012 13:0.10062240663900415 1:0.03008298755186722 8:0.013485477178423237 12:0.005186721991701245 19:0.005186721991701245 11:0.001037344398340249 15:0.001037344398340249 16:0.001037344398340249 17:0.001037344398340249 18:0.001037344398340249 0:0.001037344398340249 3:0.001037344398340249 4:0.001037344398340249 5:0.001037344398340249 7:0.001037344398340249 10:0.001037344398340249
AP890420-0266 3:0.2772727272727273 16:0.20454545454545456 2:0.18636363636363637 18:0.16818181818181818 5:0.07727272727272727 15:0.022727272727272728 11:0.004545454545454545 12:0.004545454545454545 13:0.004545454545454545 14:0.004545454545454545 17:0.004545454545454545 19:0.004545454545454545 0:0.004545454545454545 1:0.004545454545454545 4:0.004545454545454545 6:0.004545454545454545 7:0.004545454545454545 8:0.004545454545454545 9:0.004545454545454545 10:0.004545454545454545
AP890423-0025 0:0.41565040650406504 14:0.29776422764227645 7:0.09857723577235772 18:0.0701219512195122 4:0.061991869918699184 15:0.009146341463414634 19:0.009146341463414634 9:0.009146341463414634 16:0.00508130081300813 3:0.00508130081300813 5:0.00508130081300813 8:0.00508130081300813 11:0.0010162601626016261 12:0.0010162601626016261 13:0.0010162601626016261 17:0.0010162601626016261 1:0.0010162601626016261 2:0.0010162601626016261 6:0.0010162601626016261 10:0.0010162601626016261
AP890424-0071 8:0.476027397260274 11:0.14269406392694065 14:0.09246575342465753 13:0.07420091324200913 16:0.05136986301369863 7:0.05136986301369863 17:0.028538812785388126 3:0.028538812785388126 1:0.023972602739726026 18:0.010273972602739725 10:0.010273972602739725 12:0.001141552511415525 15:0.001141552511415525 19:0.001141552511415525 0:0.001141552511415525 2:0.001141552511415525 4:0.001141552511415525 5:0.001141552511415525 6:0.001141552511415525 9:0.001141552511415525
AP890424-0213 7:0.5225155279503105 14:0.1281055900621118 2:0.07220496894409938 9:0.06909937888198758 1:0.06599378881987578 17:0.04425465838509317 15:0.03804347826086957 8:0.03804347826086957 11:0.0038819875776397515 12:0.0038819875776397515 18:0.0038819875776397515 5:0.0038819875776397515 13:7.763975155279503E-4 16:7.763975155279503E-4 19:7.763975155279503E-4 0:7.763975155279503E-4 3:7.763975155279503E-4 4:7.763975155279503E-4 6:7.763975155279503E-4 10:7.763975155279503E-4
AP890424-0238 12:0.2926980198019802 9:0.21844059405940594 7:0.1219059405940594 14:0.11695544554455446 10:0.07487623762376237 17:0.06002475247524752 18:0.037747524752475246 11:0.027846534653465347 2:0.012995049504950494 19:0.01051980198019802 0:0.01051980198019802 8:0.008044554455445545 15:0.003094059405940594 13:6.188118811881188E-4 16:6.188118811881188E-4 1:6.188118811881188E-4 3:6.188118811881188E-4 4:6.188118811881188E-4 5:6.188118811881188E-4 6:6.188118811881188E-4
AP890425-0142 6:0.2825 9:0.1725 14:0.1125 13:0.0925 8:0.0925 16:0.0725 3:0.0625 15:0.0425 1:0.0225 7:0.0225 11:0.0025 12:0.0025 17:0.0025 18:0.0025 19:0.0025 0:0.0025 2:0.0025 4:0.0025 5:0.0025 10:0.0025
AP890425-0173 0:0.3272569444444444 13:0.2508680555555556 14:0.2404513888888889 1:0.05295138888888889 17:0.04600694444444445 4:0.025173611111111112 3:0.018229166666666668 2:0.014756944444444444 10:0.0078125 6:0.004340277777777778 7:0.004340277777777778 11:8.680555555555555E-4 12:8.680555555555555E-4 15:8.680555555555555E-4 16:8.680555555555555E-4 18:8.680555555555555E-4 19:8.680555555555555E-4 5:8.680555555555555E-4 8:8.680555555555555E-4 9:8.680555555555555E-4
AP890425-0215 13:0.23011363636363635 14:0.1846590909090909 1:0.10738636363636364 7:0.09602272727272727 8:0.07329545454545454 3:0.07102272727272728 17:0.06875 9:0.061931818181818185 2:0.04602272727272727 16:0.036931818181818184 5:0.014204545454545454 15:0.005113636363636364 11:5.681818181818182E-4 12:5.681818181818182E-4 18:5.681818181818182E-4 19:5.681818181818182E-4 0:5.681818181818182E-4 4:5.681818181818182E-4 6:5.681818181818182E-4 10:5.681818181818182E-4
AP890425-0265 17:0.30844907407407407 14:0.2621527777777778 13:0.23206018518518517 2:0.05844907407407408 1:0.04456018518518518 16:0.030671296296296297 11:0.01678240740740741 9:0.01678240740740741 8:0.014467592592592593 10:0.005208333333333333 18:0.0028935185185185184 4:0.0028935185185185184 12:5.787037037037037E-4 15:5.787037037037037E-4 19:5.787037037037037E-4 0:5.787037037037037E-4 3:5.787037037037037E-4 5:5.787037037037037E-4 6:5.787037037037037E-4 7:5.787037037037037E-4
AP890425-0293 13:0.2269108280254777 1:0.2014331210191083 14:0.15047770700636942 17:0.12181528662420382 2:0.07085987261146497 8:0.06449044585987261 0:0.06130573248407643 3:0.02945859872611465 9:0.02308917197452229 11:0.016719745222929936 6:0.010350318471337579 15:0.007165605095541401 18:0.003980891719745223 5:0.003980891719745223 10:0.003980891719745223 12:7.961783439490446E-4 16:7.961783439490446E-4 19:7.961783439490446E-4 4:7.961783439490446E-4 7:7.961783439490446E-4
AP890426-0025 10:0.554322429906542 3:0.09871495327102804 2:0.084696261682243 17:0.04497663551401869 14:0.04030373831775701 9:0.04030373831775701 7:0.030957943925233645 13:0.028621495327102803 15:0.019275700934579438 1:0.019275700934579438 11:0.014602803738317757 12:0.012266355140186916 16:0.005257009345794392 4:0.0029205607476635513 18:5.841121495327102E-4 19:5.841121495327102E-4 0:5.841121495327102E-4 5:5.841121495327102E-4 6:5.841121495327102E-4 8:5.841121495327102E-4
AP890426-0108 17:0.29536290322580644 11:0.2550403225806452 14:0.24294354838709678 13:0.07762096774193548 7:0.057459677419354836 8:0.04133064516129032 19:0.009072580645161291 18:0.005040322580645161 10:0.005040322580645161 12:0.0010080645161290322 15:0.0010080645161290322 16:0.0010080645161290322 0:0.0010080645161290322 1:0.0010080645161290322 2:0.0010080645161290322 3:0.0010080645161290322 4:0.0010080645161290322 5:0.0010080645161290322 6:0.0010080645161290322 9:0.0010080645161290322
AP890426-0140 11:0.4644927536231884 14:0.18043478260869567 13:0.15434782608695652 17:0.041304347826086954 6:0.03260869565217391 1:0.029710144927536233 9:0.029710144927536233 10:0.029710144927536233 2:0.009420289855072464 3:0.006521739130434782 7:0.006521739130434782 15:0.0036231884057971015 16:0.0036231884057971015 18:0.0036231884057971015 12:7.246376811594203E-4 19:7.246376811594203E-4 0:7.246376811594203E-4 4:7.246376811594203E-4 5:7.246376811594203E-4 8:7.246376811594203E-4
AP890426-0227 3:0.3565759637188209 10:0.2613378684807256 17:0.14342403628117914 14:0.11848072562358276 0:0.0844671201814059 13:0.011904761904761904 19:0.00963718820861678 18:0.00510204081632653 11:0.002834467120181406 12:5.668934240362812E-4 15:5.668934240362812E-4 16:5.668934240362812E-4 1:5.668934240362812E-4 2:5.668934240362812E-4 4:5.668934240362812E-4 5:5.668934240362812E-4 6:5.668934240362812E-4 7:5.668934240362812E-4 8:5.668934240362812E-4 9:5.668934240362812E-4
AP890426-0286 2:0.3629943502824859 14:0.1765536723163842 17:0.10875706214689265 8:0.09745762711864407 1:0.0748587570621469 3:0.052259887005649715 15:0.046610169491525424 13:0.018361581920903956 5:0.018361581920903956 11:0.012711864406779662 19:0.012711864406779662 16:0.007062146892655367 12:0.0014124293785310734 18:0.0014124293785310734 0:0.0014124293785310734 4:0.0014124293785310734 6:0.0014124293785310734 7:0.0014124293785310734 9:0.0014124293785310734 10:0.0014124293785310734
AP890427-0059 9:0.6532258064516129 13:0.09838709677419355 16:0.0467741935483871 1:0.04032258064516129 8:0.04032258064516129 15:0.027419354838709678 7:0.027419354838709678 14:0.020967741935483872 10:0.014516129032258065 18:0.008064516129032258 0:0.008064516129032258 11:0.0016129032258064516 12:0.0016129032258064516 17:0.0016129032258064516 19:0.0016129032258064516 2:0.0016129032258064516 3:0.0016129032258064516 4:0.0016129032258064516 5:0.0016129032258064516 6:0.0016129032258064516
AP890427-0193 14:0.21254863813229571 3:0.13667315175097275 13:0.13472762645914396 11:0.12305447470817121 10:0.11527237354085604 2:0.08025291828793775 7:0.0627431906614786 9:0.045233463035019454 4:0.03356031128404669 17:0.016050583657587547 12:0.010214007782101167 8:0.010214007782101167 6:0.008268482490272374 15:0.0024319066147859923 16:0.0024319066147859923 18:0.0024319066147859923 19:0.0024319066147859923 0:4.8638132295719845E-4 1:4.8638132295719845E-4 5:4.8638132295719845E-4
AP890427-0299 15:0.44556451612903225 2:0.23588709677419356 16:0.13911290322580644 1:0.0907258064516129 3:0.018145161290322582 6:0.018145161290322582 12:0.010080645161290322 14:0.010080645161290322 17:0.010080645161290322 11:0.0020161290322580645 13:0.0020161290322580645 18:0.0020161290322580645 19:0.0020161290322580645 0:0.0020161290322580645 4:0.0020161290322580645 5:0.0020161290322580645 7:0.0020161290322580645 8:0.0020161290322580645 9:0.0020161290322580645 10:0.0020161290322580645
AP890428-0233 2:0.5146648044692738 13:0.2325418994413408 14:0.09846368715083799 17:0.037011173184357544 1:0.037011173184357544 16:0.020251396648044692 6:0.020251396648044692 10:0.014664804469273743 3:0.009078212290502794 11:0.006284916201117319 4:0.0034916201117318434 12:6.983240223463687E-4 15:6.983240223463687E-4 18:6.983240223463687E-4 19:6.983240223463687E-4 0:6.983240223463687E-4 5:6.983240223463687E-4 7:6.983240223463687E-4 8:6.983240223463687E-4 9:6.983240223463687E-4
AP890429-0034 9:0.5660621761658031 11:0.22927461139896374 14:0.1411917098445596 0:0.011658031088082901 4:0.011658031088082901 7:0.011658031088082901 2:0.006476683937823834 8:0.006476683937823834 12:0.0012953367875647669 13:0.0012953367875647669 15:0.0012953367875647669 16:0.0012953367875647669 17:0.0012953367875647669 18:0.0012953367875647669 19:0.0012953367875647669 1:0.0012953367875647669 3:0.0012953367875647669 5:0.0012953367875647669 6:0.0012953367875647669 10:0.0012953367875647669
AP890429-0078 15:0.26095890410958905 14:0.1815068493150685 4:0.1184931506849315 6:0.08835616438356164 10:0.08013698630136987 3:0.05547945205479452 7:0.04726027397260274 17:0.04178082191780822 2:0.036301369863013695 9:0.025342465753424658 8:0.022602739726027398 16:0.017123287671232876 18:0.0061643835616438354 0:0.0061643835616438354 11:0.003424657534246575 12:0.003424657534246575 13:0.003424657534246575 19:6.849315068493151E-4 1:6.849315068493151E-4 5:6.849315068493151E-4
AP890430-0033 3:0.39319620253164556 13:0.11471518987341772 14:0.11471518987341772 17:0.10205696202531646 7:0.10205696202531646 1:0.06724683544303797 10:0.03243670886075949 0:0.022943037974683545 8:0.01661392405063291 16:0.013449367088607595 2:0.010284810126582278 6:0.003955696202531646 11:7.911392405063291E-4 12:7.911392405063291E-4 15:7.911392405063291E-4 18:7.911392405063291E-4 19:7.911392405063291E-4 4:7.911392405063291E-4 5:7.911392405063291E-4 9:7.911392405063291E-4
AP890501-0052 7:0.2869047619047619 9:0.22023809523809523 3:0.13452380952380952 14:0.0869047619047619 2:0.07261904761904762 10:0.04880952380952381 1:0.039285714285714285 16:0.034523809523809526 8:0.034523809523809526 13:0.015476190476190477 0:0.010714285714285714 17:0.005952380952380952 11:0.0011904761904761906 12:0.0011904761904761906 15:0.0011904761904761906 18:0.0011904761904761906 19:0.0011904761904761906 4:0.0011904761904761906 5:0.0011904761904761906 6:0.0011904761904761906
AP890501-0165 11:0.3125 14:0.21114864864864866 13:0.20439189189189189 8:0.1570945945945946 19:0.03547297297297297 10:0.028716216216216218 18:0.02195945945945946 2:0.008445945945945946 12:0.0016891891891891893 15:0.0016891891891891893 16:0.0016891891891891893 17:0.0016891891891891893 0:0.0016891891891891893 1:0.0016891891891891893 3:0.0016891891891891893 4:0.0016891891891891893 5:0.0016891891891891893 6:0.0016891891891891893 7:0.0016891891891891893 9:0.0016891891891891893
AP890501-0198 12:0.38501144164759726 14:0.2339816933638444 7:0.14473684210526316 2:0.04633867276887872 3:0.039473684210526314 0:0.02116704805491991 9:0.02116704805491991 11:0.01887871853546911 17:0.01887871853546911 4:0.01887871853546911 5:0.014302059496567507 6:0.012013729977116704 1:0.009725400457665904 13:0.005148741418764302 8:0.005148741418764302 10:0.002860411899313501 15:5.720823798627002E-4 16:5.720823798627002E-4 18:5.720823798627002E-4 19:5.720823798627002E-4
AP890501-0239 17:0.7896634615384616 14:0.12620192307692307 7:0.04927884615384615 2:0.006009615384615385 4:0.006009615384615385 8:0.006009615384615385 11:0.001201923076923077 12:0.001201923076923077 13:0.001201923076923077 15:0.001201923076923077 16:0.001201923076923077 18:0.001201923076923077 19:0.001201923076923077 0:0.001201923076923077 1:0.001201923076923077 3:0.001201923076923077 5:0.001201923076923077 6:0.001201923076923077 9:0.001201923076923077 10:0.001201923076923077
AP890501-0262 17:0.5986842105263158 11:0.1162280701754386 2:0.08991228070175439 15:0.07236842105263158 8:0.03728070175438596 16:0.02850877192982456 14:0.019736842105263157 19:0.010964912280701754 12:0.0021929824561403508 13:0.0021929824561403508 18:0.0021929824561403508 0:0.0021929824561403508 1:0.0021929824561403508 3:0.0021929824561403508 4:0.0021929824561403508 5:0.0021929824561403508 6:0.0021929824561403508 7:0.0021929824561403508 9:0.0021929824561403508 10:0.0021929824561403508
AP890502-0055 16:0.444047619047619 14:0.16785714285714284 15:0.09166666666666666 17:0.0869047619047619 13:0.08214285714285714 7:0.04404761904761905 4:0.02023809523809524 8:0.02023809523809524 3:0.015476190476190477 9:0.010714285714285714 5:0.005952380952380952 11:0.0011904761904761906 12:0.0011904761904761906 18:0.0011904761904761906 19:0.0011904761904761906 0:0.0011904761904761906 1:0.0011904761904761906 2:0.0011904761904761906 6:0.0011904761904761906 10:0.0011904761904761906
AP890502-0122 19:0.38507109004739337 18:0.1481042654028436 4:0.11966824644549763 14:0.08175355450236967 11:0.0485781990521327 2:0.0485781990521327 17:0.04383886255924171 10:0.03909952606635071 3:0.034360189573459717 8:0.02014218009478673 7:0.01066350710900474 0:0.005924170616113744 1:0.005924170616113744 12:0.001184834123222749 13:0.001184834123222749 15:0.001184834123222749 16:0.001184834123222749 5:0.001184834123222749 6:0.001184834123222749 9:0.001184834123222749
AP890502-0132 12:0.6297619047619047 14:0.16785714285714284 13:0.07261904761904762 18:0.05357142857142857 17:0.02023809523809524 0:0.015476190476190477 10:0.010714285714285714 2:0.005952380952380952 4:0.005952380952380952 7:0.005952380952380952 11:0.0011904761904761906 15:0.0011904761904761906 16:0.0011904761904761906 19:0.0011904761904761906 1:0.0011904761904761906 3:0.0011904761904761906 5:0.0011904761904761906 6:0.0011904761904761906 8:0.0011904761904761906 9:0.0011904761904761906
AP890502-0147 11:0.8438461538461538 17:0.06846153846153846 14:0.05307692307692308 13:0.022307692307692306 12:7.692307692307692E-4 15:7.692307692307692E-4 16:7.692307692307692E-4 18:7.692307692307692E-4 19:7.692307692307692E-4 0:7.692307692307692E-4 1:7.692307692307692E-4 2:7.692307692307692E-4 3:7.692307692307692E-4 4:7.692307692307692E-4 5:7.692307692307692E-4 6:7.692307692307692E-4 7:7.692307692307692E-4 8:7.692307692307692E-4 9:7.692307692307692E-4 10:7.692307692307692E-4
AP890502-0219 8:0.4859550561797753 17:0.28370786516853935 13:0.0702247191011236 1:0.05898876404494382 14:0.025280898876404494 15:0.014044943820224719 0:0.014044943820224719 9:0.014044943820224719 11:0.0028089887640449437 12:0.0028089887640449437 16:0.0028089887640449437 18:0.0028089887640449437 19:0.0028089887640449437 2:0.0028089887640449437 3:0.0028089887640449437 4:0.0028089887640449437 5:0.0028089887640449437 6:0.0028089887640449437 7:0.0028089887640449437 10:0.0028089887640449437
AP890502-0227 8:0.3941351888667992 14:0.1933399602385686 13:0.11779324055666004 17:0.11779324055666004 11:0.06610337972166998 16:0.044234592445328035 7:0.030318091451292245 2:0.01242544731610338 15:0.010437375745526839 4:0.0044731610337972166 18:0.002485089463220676 19:0.002485089463220676 12:4.970178926441351E-4 0:4.970178926441351E-4 1:4.970178926441351E-4 3:4.970178926441351E-4 5:4.970178926441351E-4 6:4.970178926441351E-4 9:4.970178926441351E-4 10:4.970178926441351E-4
AP890502-0299 2:0.5177083333333333 14:0.15104166666666666 13:0.09270833333333334 9:0.06354166666666666 17:0.034375 15:0.021875 10:0.021875 8:0.017708333333333333 12:0.013541666666666667 1:0.013541666666666667 4:0.013541666666666667 0:0.009375 6:0.009375 11:0.005208333333333333 19:0.005208333333333333 3:0.005208333333333333 16:0.0010416666666666667 18:0.0010416666666666667 5:0.0010416666666666667 7:0.0010416666666666667
AP890502-0309 11:0.833092485549133 17:0.07297687861271676 14:0.06430635838150289 13:0.012283236994219654 19:0.0036127167630057803 3:0.0036127167630057803 12:7.22543352601156E-4 15:7.22543352601156E-4 16:7.22543352601156E-4 18:7.22543352601156E-4 0:7.22543352601156E-4 1:7.22543352601156E-4 2:7.22543352601156E-4 4:7.22543352601156E-4 5:7.22543352601156E-4 6:7.22543352601156E-4 7:7.22543352601156E-4 8:7.22543352601156E-4 9:7.22543352601156E-4 10:7.22543352601156E-4
AP890503-0007 3:0.36740041928721173 10:0.2458071278825996 17:0.14727463312368974 14:0.13050314465408805 0:0.0759958071278826 19:0.01519916142557652 13:0.0047169811320754715 12:0.002620545073375262 18:0.002620545073375262 2:0.002620545073375262 11:5.241090146750524E-4 15:5.241090146750524E-4 16:5.241090146750524E-4 1:5.241090146750524E-4 4:5.241090146750524E-4 5:5.241090146750524E-4 6:5.241090146750524E-4 7:5.241090146750524E-4 8:5.241090146750524E-4 9:5.241090146750524E-4
AP890503-0026 11:0.7845744680851063 14:0.09663120567375887 17:0.06471631205673758 1:0.018617021276595744 13:0.007978723404255319 16:0.007978723404255319 19:0.004432624113475178 10:0.004432624113475178 12:8.865248226950354E-4 15:8.865248226950354E-4 18:8.865248226950354E-4 0:8.865248226950354E-4 2:8.865248226950354E-4 3:8.865248226950354E-4 4:8.865248226950354E-4 5:8.865248226950354E-4 6:8.865248226950354E-4 7:8.865248226950354E-4 8:8.865248226950354E-4 9:8.865248226950354E-4
AP890503-0031 2:0.2902930402930403 14:0.27197802197802196 1:0.1804029304029304 13:0.09981684981684982 4:0.037545787545787544 7:0.026556776556776556 15:0.015567765567765568 6:0.015567765567765568 10:0.015567765567765568 19:0.011904761904761904 8:0.011904761904761904 18:0.008241758241758242 12:0.004578754578754579 17:0.004578754578754579 11:9.157509157509158E-4 16:9.157509157509158E-4 0:9.157509157509158E-4 3:9.157509157509158E-4 5:9.157509157509158E-4 9:9.157509157509158E-4
AP890503-0091 11:0.36342592592592593 8:0.19675925925925927 2:0.1412037037037037 3:0.11342592592592593 14:0.03009259259259259 1:0.03009259259259259 6:0.03009259259259259 7:0.03009259259259259 12:0.011574074074074073 13:0.011574074074074073 18:0.011574074074074073 9:0.011574074074074073 15:0.0023148148148148147 16:0.0023148148148148147 17:0.0023148148148148147 19:0.0023148148148148147 0:0.0023148148148148147 4:0.0023148148148148147 5:0.0023148148148148147 10:0.0023148148148148147
AP890503-0187 12:0.6141666666666666 14:0.2375 18:0.0975 16:0.010833333333333334 17:0.010833333333333334 3:0.010833333333333334 15:0.0075 11:8.333333333333334E-4 13:8.333333333333334E-4 19:8.333333333333334E-4 0:8.333333333333334E-4 1:8.333333333333334E-4 2:8.333333333333334E-4 4:8.333333333333334E-4 5:8.333333333333334E-4 6:8.333333333333334E-4 7:8.333333333333334E-4 8:8.333333333333334E-4 9:8.333333333333334E-4 10:8.333333333333334E-4
AP890503-0254 17:0.2835106382978723 15:0.22393617021276596 13:0.10904255319148937 2:0.10478723404255319 16:0.1026595744680851 14:0.08351063829787234 6:0.03031914893617021 3:0.021808510638297873 10:0.019680851063829788 12:0.006914893617021276 18:0.0047872340425531915 0:0.0026595744680851063 7:0.0026595744680851063 11:5.319148936170213E-4 19:5.319148936170213E-4 1:5.319148936170213E-4 4:5.319148936170213E-4 5:5.319148936170213E-4 8:5.319148936170213E-4 9:5.319148936170213E-4
AP890504-0053 8:0.3389303482587065 14:0.21455223880597016 18:0.12748756218905472 17:0.11007462686567164 16:0.08768656716417911 5:0.023009950248756218 15:0.020522388059701493 1:0.020522388059701493 9:0.010572139303482588 12:0.00808457711442786 7:0.00808457711442786 11:0.005597014925373134 0:0.005597014925373134 2:0.005597014925373134 3:0.005597014925373134 13:0.003109452736318408 6:0.003109452736318408 19:6.218905472636816E-4 4:6.218905472636816E-4 10:6.218905472636816E-4
AP890504-0067 12:0.4946300715990454 14:0.23687350835322196 7:0.09844868735083533 3:0.045942720763723154 0:0.04355608591885442 11:0.019689737470167064 19:0.017303102625298328 17:0.010143198090692125 18:0.010143198090692125 1:0.010143198090692125 13:0.0029832935560859188 5:0.0029832935560859188 6:0.0029832935560859188 15:5.966587112171838E-4 16:5.966587112171838E-4 2:5.966587112171838E-4 4:5.966587112171838E-4 8:5.966587112171838E-4 9:5.966587112171838E-4 10:5.966587112171838E-4
AP890504-0076 12:0.7378048780487805 14:0.1719512195121951 3:0.020731707317073172 18:0.015853658536585366 17:0.01097560975609756 5:0.01097560975609756 13:0.006097560975609756 8:0.006097560975609756 9:0.006097560975609756 11:0.0012195121951219512 15:0.0012195121951219512 16:0.0012195121951219512 19:0.0012195121951219512 0:0.0012195121951219512 1:0.0012195121951219512 2:0.0012195121951219512 4:0.0012195121951219512 6:0.0012195121951219512 7:0.0012195121951219512 10:0.0012195121951219512
AP890504-0124 8:0.6344339622641509 6:0.19103773584905662 15:0.049528301886792456 9:0.049528301886792456 2:0.030660377358490566 7:0.01179245283018868 11:0.0023584905660377358 12:0.0023584905660377358 13:0.0023584905660377358 14:0.0023584905660377358 16:0.0023584905660377358 17:0.0023584905660377358 18:0.0023584905660377358 19:0.0023584905660377358 0:0.0023584905660377358 1:0.0023584905660377358 3:0.0023584905660377358 4:0.0023584905660377358 5:0.0023584905660377358 10:0.0023584905660377358
AP890504-0151 3:0.443359375 14:0.14908854166666666 19:0.07877604166666667 16:0.055338541666666664 12:0.050130208333333336 7:0.037109375 11:0.031901041666666664 13:0.029296875 8:0.029296875 4:0.024088541666666668 6:0.024088541666666668 9:0.024088541666666668 18:0.011067708333333334 15:0.005859375 0:0.0032552083333333335 17:6.510416666666666E-4 1:6.510416666666666E-4 2:6.510416666666666E-4 5:6.510416666666666E-4 10:6.510416666666666E-4
AP890504-0237 19:0.22951977401129944 14:0.1843220338983051 13:0.1193502824858757 10:0.07415254237288135 18:0.06850282485875706 5:0.06567796610169492 0:0.05155367231638418 7:0.048728813559322036 15:0.03177966101694915 8:0.028954802259887006 2:0.020480225988700564 4:0.020480225988700564 9:0.01765536723163842 3:0.009180790960451978 6:0.009180790960451978 11:0.006355932203389831 12:0.006355932203389831 16:0.006355932203389831 17:7.062146892655367E-4 1:7.062146892655367E-4
AP890504-0247 11:0.26021634615384615 17:0.18088942307692307 14:0.13762019230769232 7:0.13762019230769232 1:0.07752403846153846 9:0.05588942307692308 3:0.05108173076923077 8:0.03665865384615385 16:0.031850961538461536 13:0.0078125 4:0.0078125 12:0.0030048076923076925 18:0.0030048076923076925 2:0.0030048076923076925 10:0.0030048076923076925 15:6.009615384615385E-4 19:6.009615384615385E-4 0:6.009615384615385E-4 5:6.009615384615385E-4 6:6.009615384615385E-4
AP890504-0276 8:0.6438679245283019 6:0.125 9:0.07783018867924528 15:0.06839622641509434 11:0.030660377358490566 2:0.01179245283018868 7:0.01179245283018868 12:0.0023584905660377358 13:0.0023584905660377358 14:0.0023584905660377358 16:0.0023584905660377358 17:0.0023584905660377358 18:0.0023584905660377358 19:0.0023584905660377358 0:0.0023584905660377358 1:0.0023584905660377358 3:0.0023584905660377358 4:0.0023584905660377358 5:0.0023584905660377358 10:0.0023584905660377358
AP890505-0076 11:0.4977409638554217 14:0.17846385542168675 13:0.17545180722891565 17:0.039909638554216864 8:0.039909638554216864 10:0.01581325301204819 15:0.009789156626506024 3:0.009789156626506024 18:0.00677710843373494 1:0.00677710843373494 2:0.00677710843373494 6:0.00677710843373494 12:7.530120481927711E-4 16:7.530120481927711E-4 19:7.530120481927711E-4 0:7.530120481927711E-4 4:7.530120481927711E-4 5:7.530120481927711E-4 7:7.530120481927711E-4 9:7.530120481927711E-4
AP890505-0158 19:0.39007782101167315 18:0.29669260700389105 14:0.20330739299610895 7:0.02821011673151751 17:0.024319066147859923 0:0.020428015564202335 9:0.01264591439688716 11:0.008754863813229572 12:0.0048638132295719845 13:9.727626459143969E-4 15:9.727626459143969E-4 16:9.727626459143969E-4 1:9.727626459143969E-4 2:9.727626459143969E-4 3:9.727626459143969E-4 4:9.727626459143969E-4 5:9.727626459143969E-4 6:9.727626459143969E-4 8:9.727626459143969E-4 10:9.727626459143969E-4
AP890506-0103 18:0.49878048780487805 19:0.23536585365853657 14:0.19634146341463415 11:0.015853658536585366 7:0.015853658536585366 2:0.01097560975609756 6:0.006097560975609756 10:0.006097560975609756 12:0.0012195121951219512 13:0.0012195121951219512 15:0.0012195121951219512 16:0.0012195121951219512 17:0.0012195121951219512 0:0.0012195121951219512 1:0.0012195121951219512 3:0.0012195121951219512 4:0.0012195121951219512 5:0.0012195121951219512 8:0.0012195121951219512 9:0.0012195121951219512
AP890506-0120 19:0.3370253164556962 10:0.1661392405063291 14:0.12183544303797468 3:0.12183544303797468 2:0.11550632911392406 1:0.05221518987341772 11:0.04588607594936709 8:0.014240506329113924 16:0.007911392405063292 12:0.0015822784810126582 13:0.0015822784810126582 15:0.0015822784810126582 17:0.0015822784810126582 18:0.0015822784810126582 0:0.0015822784810126582 4:0.0015822784810126582 5:0.0015822784810126582 6:0.0015822784810126582 7:0.0015822784810126582 9:0.0015822784810126582
AP890508-0013 1:0.5869341563786008 14:0.10751028806584362 13:0.08281893004115226 2:0.058127572016460904 7:0.04989711934156379 8:0.029320987654320986 3:0.023148148148148147 17:0.01903292181069959 9:0.016975308641975308 15:0.006687242798353909 16:0.006687242798353909 0:0.004629629629629629 6:0.004629629629629629 11:5.1440329218107E-4 12:5.1440329218107E-4 18:5.1440329218107E-4 19:5.1440329218107E-4 4:5.1440329218107E-4 5:5.1440329218107E-4 10:5.1440329218107E-4
AP890508-0211 12:0.41312056737588654 14:0.14361702127659576 18:0.14361702127659576 3:0.0797872340425532 5:0.06560283687943262 0:0.051418439716312055 9:0.051418439716312055 17:0.02304964539007092 1:0.008865248226950355 11:0.0017730496453900709 13:0.0017730496453900709 15:0.0017730496453900709 16:0.0017730496453900709 19:0.0017730496453900709 2:0.0017730496453900709 4:0.0017730496453900709 6:0.0017730496453900709 7:0.0017730496453900709 8:0.0017730496453900709 10:0.0017730496453900709
AP890508-0218 10:0.4331632653061224 14:0.13724489795918368 1:0.10663265306122449 19:0.08826530612244898 3:0.06785714285714285 2:0.05969387755102041 17:0.049489795918367344 6:0.01479591836734694 9:0.010714285714285714 5:0.008673469387755102 12:0.004591836734693878 15:0.004591836734693878 18:0.004591836734693878 7:0.004591836734693878 13:0.002551020408163265 11:5.102040816326531E-4 16:5.102040816326531E-4 0:5.102040816326531E-4 4:5.102040816326531E-4 8:5.102040816326531E-4
AP890508-0219 10:0.45385514018691586 14:0.14544392523364486 19:0.08002336448598131 13:0.07067757009345794 1:0.05899532710280374 2:0.04264018691588785 16:0.04030373831775701 3:0.03329439252336448 17:0.02161214953271028 12:0.016939252336448597 6:0.016939252336448597 4:0.012266355140186916 5:0.0029205607476635513 11:5.841121495327102E-4 15:5.841121495327102E-4 18:5.841121495327102E-4 0:5.841121495327102E-4 7:5.841121495327102E-4 8:5.841121495327102E-4 9:5.841121495327102E-4
