85	 Q0	AP890704-0150	1	-65.58518590988717	 LM
59	 Q0	AP891028-0042	138	-22.151686105682273	 LM
59	 Q0	AP890529-0030	139	-22.15186306998616	 LM
59	 Q0	AP891019-0110	140	-22.15188834932283	 LM
59	 Q0	AP890128-0165	141	-22.151913628339983	 LM
59	 Q0	AP890301-0029	142	-22.15192626772874	 LM
59	 Q0	AP890917-0013	143	-22.15195154626663	 LM
59	 Q0	AP891205-0069	144	-22.15210321078479	 LM
59	 Q0	AP890630-0143	145	-22.15212848708636	 LM
59	 Q0	AP891111-0073	146	-22.152318049166507	 LM
59	 Q0	AP890403-0122	147	-22.152457049940544	 LM
59	 Q0	AP890319-0012	148	-22.152558135345096	 LM
59	 Q0	AP890621-0212	149	-22.152558135345096	 LM
59	 Q0	AP890123-0261	150	-22.152583405897953	 LM
59	 Q0	AP890628-0205	151	-22.152608676131514	 LM
59	 Q0	AP890627-0080	152	-22.152671850318548	 LM
59	 Q0	AP891017-0202	153	-22.15270975387295	 LM
59	 Q0	AP891021-0068	154	-22.15289926087064	 LM
59	 Q0	AP890806-0023	155	-22.15298769132484	 LM
59	 Q0	AP891227-0045	156	-22.153050853541206	 LM
59	 Q0	AP890405-0088	157	-22.153063485745115	 LM
59	 Q0	AP890725-0290	158	-22.153139277293104	 LM
59	 Q0	AP891229-0046	159	-22.153151908938533	 LM
59	 Q0	AP890111-0021	160	-22.153151908938533	 LM
59	 Q0	AP890304-0101	161	-22.153240328222793	 LM
59	 Q0	AP890609-0090	162	-22.153240328222793	 LM
59	 Q0	AP890615-0065	163	-22.153290851773086	 LM
59	 Q0	AP890517-0013	164	-22.15351819195634	 LM
59	 Q0	AP891223-0040	165	-22.153543450381605	 LM
59	 Q0	AP890922-0100	166	-22.15364448089284	 LM
59	 Q0	AP890305-0050	167	-22.153732878403833	 LM
59	 Q0	AP890203-0207	168	-22.153922288486275	 LM
59	 Q0	AP890822-0111	169	-22.153922288486275	 LM
59	 Q0	AP891219-0142	170	-22.154035925926053	 LM
59	 Q0	AP890705-0060	171	-22.15407380363786	 LM
59	 Q0	AP891213-0005	172	-22.154237932100038	 LM
59	 Q0	AP891207-0181	173	-22.154237932100038	 LM
59	 Q0	AP890712-0133	174	-22.154679749486085	 LM
59	 Q0	AP890206-0179	175	-22.154894311291137	 LM
59	 Q0	AP890202-0092	176	-22.15502051336594	 LM
59	 Q0	AP890408-0109	177	-22.15594154733746	 LM
59	 Q0	AP890325-0062	178	-22.330427094006257	 LM
59	 Q0	AP890514-0079	179	-22.330680348324584	 LM
59	 Q0	AP890404-0073	180	-22.33073099534021	 LM
59	 Q0	AP890602-0004	181	-22.330819624531514	 LM
59	 Q0	AP891128-0080	182	-22.330882928692183	 LM
59	 Q0	AP890120-0117	183	-22.330908249795428	 LM
59	 Q0	AP890615-0274	184	-22.331237394968177	 LM
59	 Q0	AP890619-0176	185	-22.33131334385459	 LM
59	 Q0	AP890622-0240	186	-22.331326001721926	 LM
59	 Q0	AP891215-0272	187	-22.331351317216274	 LM
59	 Q0	AP890419-0256	188	-22.331439918923138	 LM
59	 Q0	AP890706-0264	189	-22.33145257598942	 LM
59	 Q0	AP890725-0275	190	-22.331465232975603	 LM
59	 Q0	AP890718-0036	191	-22.331591798432136	 LM
59	 Q0	AP890817-0075	192	-22.331794286504497	 LM
59	 Q0	AP891121-0038	193	-22.331806941328356	 LM
59	 Q0	AP890808-0024	194	-22.331870214246603	 LM
59	 Q0	AP890707-0228	195	-22.332009407621054	 LM
59	 Q0	AP890418-0285	196	-22.33207267413441	 LM
59	 Q0	AP890414-0258	197	-22.33212328590418	 LM
59	 Q0	AP890104-0137	198	-22.33214859130878	 LM
59	 Q0	AP891124-0126	199	-22.332338371638194	 LM
59	 Q0	AP890210-0292	200	-22.33236367432154	 LM
59	 Q0	AP890515-0198	201	-22.332401627746364	 LM
59	 Q0	AP890426-0005	202	-22.332401627746364	 LM
59	 Q0	AP890519-0018	203	-22.332452231192462	 LM
59	 Q0	AP890709-0041	204	-22.33251548369964	 LM
59	 Q0	AP891026-0094	205	-22.33251548369964	 LM
59	 Q0	AP890121-0147	206	-22.33259138406777	 LM
59	 Q0	AP890516-0007	207	-22.332604033849083	 LM
59	 Q0	AP891213-0026	208	-22.332641982712993	 LM
59	 Q0	AP890803-0155	209	-22.332692580078135	 LM
59	 Q0	AP890320-0188	210	-22.33273052726198	 LM
59	 Q0	AP890825-0154	211	-22.332781122387143	 LM
59	 Q0	AP890121-0122	212	-22.332869660776453	 LM
59	 Q0	AP891229-0201	213	-22.332932900083485	 LM
59	 Q0	AP891204-0188	214	-22.33305937269904	 LM
59	 Q0	AP890920-0029	215	-22.33321112928156	 LM
59	 Q0	AP891229-0106	216	-22.333261712250277	 LM
59	 Q0	AP890308-0168	217	-22.33338816407533	 LM
59	 Q0	AP890526-0019	218	-22.33348931977927	 LM
59	 Q0	AP890707-0025	219	-22.333501963882537	 LM
59	 Q0	AP890109-0159	220	-22.33366632995115	 LM
59	 Q0	AP891211-0081	221	-22.33372954407319	 LM
59	 Q0	AP890613-0010	222	-22.333754829162572	 LM
59	 Q0	AP890628-0029	223	-22.333830682512772	 LM
59	 Q0	AP890224-0175	224	-22.333881249814695	 LM
59	 Q0	AP890504-0213	225	-22.33394445714422	 LM
59	 Q0	AP890127-0246	226	-22.33394445714422	 LM
59	 Q0	AP890704-0128	227	-22.33399502156962	 LM
59	 Q0	AP891225-0065	228	-22.33400766247623	 LM
59	 Q0	AP890315-0239	229	-22.334032944049753	 LM
59	 Q0	AP891222-0231	230	-22.334045584716677	 LM
59	 Q0	AP890827-0003	231	-22.334045584716677	 LM
59	 Q0	AP891222-0185	232	-22.334096146585445	 LM
59	 Q0	AP890730-0050	233	-22.334184626780115	 LM
59	 Q0	AP890827-0002	234	-22.334184626780115	 LM
59	 Q0	AP890203-0049	235	-22.334209906116783	 LM
59	 Q0	AP891001-0062	236	-22.334235185133938	 LM
59	 Q0	AP891204-0079	237	-22.33428574220972	 LM
59	 Q0	AP890803-0083	238	-22.334311020268366	 LM
59	 Q0	AP891211-0172	239	-22.334563783284416	 LM
59	 Q0	AP890307-0200	240	-22.334690152814236	 LM
59	 Q0	AP890503-0147	241	-22.334690152814236	 LM
59	 Q0	AP891025-0062	242	-22.334715425762074	 LM
59	 Q0	AP890104-0180	243	-22.334715425762074	 LM
59	 Q0	AP891020-0104	244	-22.334740698390554	 LM
59	 Q0	AP890620-0177	245	-22.33480387856462	 LM
59	 Q0	AP890805-0051	246	-22.334816514359936	 LM
59	 Q0	AP891012-0033	247	-22.334816514359936	 LM
59	 Q0	AP890813-0014	248	-22.334892327455393	 LM
59	 Q0	AP890130-0044	249	-22.33490496269191	 LM
59	 Q0	AP890809-0084	250	-22.334968137677144	 LM
59	 Q0	AP890710-0274	251	-22.33504394502541	 LM
59	 Q0	AP890619-0286	252	-22.33505657930411	 LM
59	 Q0	AP891221-0264	253	-22.33506921350299	 LM
59	 Q0	AP891225-0028	254	-22.335081847622057	 LM
59	 Q0	AP891102-0015	255	-22.335081847622057	 LM
59	 Q0	AP891213-0079	256	-22.33509448166132	 LM
59	 Q0	AP890419-0271	257	-22.335132383300248	 LM
59	 Q0	AP890922-0184	258	-22.33517028422093	 LM
59	 Q0	AP891206-0034	259	-22.335195551102363	 LM
59	 Q0	AP890414-0296	260	-22.33527134983148	 LM
59	 Q0	AP891123-0039	261	-22.335321880721647	 LM
59	 Q0	AP891212-0143	262	-22.335347145687983	 LM
59	 Q0	AP890421-0274	263	-22.335359778051465	 LM
59	 Q0	AP890310-0333	264	-22.33542293867209	 LM
59	 Q0	AP890621-0277	265	-22.335574516023975	 LM
59	 Q0	AP891228-0186	266	-22.335599777799125	 LM
59	 Q0	AP891209-0037	267	-22.33562503925519	 LM
59	 Q0	AP890808-0135	268	-22.335650300392196	 LM
59	 Q0	AP890812-0042	269	-22.33568819149947	 LM
59	 Q0	AP890411-0235	270	-22.335726081888893	 LM
59	 Q0	AP890712-0113	271	-22.33586500717556	 LM
59	 Q0	AP890814-0062	272	-22.33599129451719	 LM
59	 Q0	AP890218-0054	273	-22.336016551028635	 LM
59	 Q0	AP890411-0241	274	-22.336016551028635	 LM
59	 Q0	AP890206-0045	275	-22.33609231864935	 LM
59	 Q0	AP890306-0074	276	-22.336104946307078	 LM
59	 Q0	AP890310-0305	277	-22.33649636415635	 LM
59	 Q0	AP891203-0033	278	-22.336584738231196	 LM
59	 Q0	AP890209-0083	279	-22.33678672145414	 LM
59	 Q0	AP891223-0130	280	-22.33715276406126	 LM
59	 Q0	AP891202-0122	281	-22.338212647498885	 LM
59	 Q0	AP890214-0097	282	-22.55351999060831	 LM
59	 Q0	AP890116-0104	283	-22.55354531812476	 LM
59	 Q0	AP890222-0178	284	-22.554026480006396	 LM
59	 Q0	AP891024-0043	285	-22.554241699166173	 LM
59	 Q0	AP890726-0099	286	-22.554304994511753	 LM
59	 Q0	AP891030-0135	287	-22.55436828785425	 LM
59	 Q0	AP890530-0066	288	-22.554393604630413	 LM
59	 Q0	AP890810-0157	289	-22.554431579193782	 LM
59	 Q0	AP890810-0125	290	-22.554431579193782	 LM
59	 Q0	AP891213-0272	291	-22.554431579193782	 LM
59	 Q0	AP890515-0275	292	-22.554469553036135	 LM
59	 Q0	AP890813-0008	293	-22.554482210823366	 LM
59	 Q0	AP890703-0294	294	-22.5545328411712	 LM
59	 Q0	AP890228-0057	295	-22.5545328411712	 LM
59	 Q0	AP890502-0282	296	-22.55455815586448	 LM
59	 Q0	AP890418-0298	297	-22.55455815586448	 LM
59	 Q0	AP890327-0227	298	-22.554583470237347	 LM
59	 Q0	AP891116-0254	299	-22.55460878428981	 LM
59	 Q0	AP890119-0332	300	-22.554621441195895	 LM
59	 Q0	AP891215-0217	301	-22.554621441195895	 LM
59	 Q0	AP890701-0126	302	-22.554646754767766	 LM
59	 Q0	AP890710-0267	303	-22.554646754767766	 LM
59	 Q0	AP890517-0263	304	-22.554646754767766	 LM
59	 Q0	AP891123-0114	305	-22.554672068019254	 LM
59	 Q0	AP890501-0248	306	-22.554684724524854	 LM
59	 Q0	AP890607-0241	307	-22.55474800585149	 LM
59	 Q0	AP891013-0037	308	-22.55476066187655	 LM
59	 Q0	AP890303-0136	309	-22.55477331782152	 LM
59	 Q0	AP890523-0233	310	-22.554785973686407	 LM
59	 Q0	AP890828-0056	311	-22.554785973686407	 LM
59	 Q0	AP890410-0105	312	-22.554798629471208	 LM
59	 Q0	AP890613-0239	313	-22.554836596345112	 LM
59	 Q0	AP890628-0243	314	-22.554836596345112	 LM
59	 Q0	AP890719-0277	315	-22.554836596345112	 LM
59	 Q0	AP891216-0100	316	-22.554849251809586	 LM
59	 Q0	AP890717-0205	317	-22.554861907193978	 LM
59	 Q0	AP890115-0056	318	-22.554874562498288	 LM
59	 Q0	AP891027-0183	319	-22.554912527930764	 LM
59	 Q0	AP890613-0152	320	-22.554925182914772	 LM
59	 Q0	AP890411-0224	321	-22.554925182914772	 LM
59	 Q0	AP890130-0036	322	-22.554925182914772	 LM
59	 Q0	AP890925-0242	323	-22.554975802050073	 LM
59	 Q0	AP890912-0261	324	-22.554975802050073	 LM
59	 Q0	AP890806-0012	325	-22.5550011111373	 LM
59	 Q0	AP890512-0277	326	-22.555051728350954	 LM
59	 Q0	AP890724-0151	327	-22.555051728350954	 LM
59	 Q0	AP890409-0001	328	-22.55508969042052	 LM
59	 Q0	AP891228-0007	329	-22.55512765176954	 LM
59	 Q0	AP890606-0099	330	-22.555203572306056	 LM
59	 Q0	AP890912-0250	331	-22.55521622544862	 LM
59	 Q0	AP891208-0279	332	-22.5552415314936	 LM
59	 Q0	AP891102-0127	333	-22.5552415314936	 LM
59	 Q0	AP890615-0251	334	-22.5552415314936	 LM
59	 Q0	AP891207-0033	335	-22.5552415314936	 LM
59	 Q0	AP891031-0191	336	-22.5552415314936	 LM
59	 Q0	AP891022-0031	337	-22.5552415314936	 LM
59	 Q0	AP890828-0235	338	-22.5552415314936	 LM
59	 Q0	AP890918-0142	339	-22.55525418439602	 LM
59	 Q0	AP890512-0264	340	-22.55525418439602	 LM
59	 Q0	AP890801-0025	341	-22.555279489960714	 LM
59	 Q0	AP890622-0299	342	-22.555292142622992	 LM
59	 Q0	AP890119-0308	343	-22.555292142622992	 LM
59	 Q0	AP891207-0247	344	-22.555317447707417	 LM
59	 Q0	AP890420-0244	345	-22.55534275247167	 LM
59	 Q0	AP890706-0248	346	-22.555368056915764	 LM
59	 Q0	AP890928-0220	347	-22.555368056915764	 LM
59	 Q0	AP890719-0189	348	-22.555368056915764	 LM
59	 Q0	AP890614-0233	349	-22.555368056915764	 LM
59	 Q0	AP890110-0084	350	-22.555380709017754	 LM
59	 Q0	AP890507-0087	351	-22.555393361039705	 LM
59	 Q0	AP891214-0136	352	-22.555393361039705	 LM
59	 Q0	AP890309-0082	353	-22.5554186648435	 LM
59	 Q0	AP891006-0156	354	-22.555469271490686	 LM
59	 Q0	AP890614-0149	355	-22.555469271490686	 LM
59	 Q0	AP891218-0166	356	-22.555507225635754	 LM
59	 Q0	AP891226-0088	357	-22.555507225635754	 LM
59	 Q0	AP890906-0068	358	-22.555557830042133	 LM
59	 Q0	AP890907-0133	359	-22.555557830042133	 LM
59	 Q0	AP890925-0241	360	-22.55557048094367	 LM
59	 Q0	AP890731-0077	361	-22.55557048094367	 LM
59	 Q0	AP890610-0024	362	-22.555583131765182	 LM
59	 Q0	AP890720-0226	363	-22.555608433168146	 LM
59	 Q0	AP891122-0169	364	-22.555621083749596	 LM
59	 Q0	AP890419-0185	365	-22.555696985557965	 LM
59	 Q0	AP891027-0048	366	-22.555722285520652	 LM
59	 Q0	AP890705-0191	367	-22.555772884485904	 LM
59	 Q0	AP891020-0177	368	-22.555836131392343	 LM
59	 Q0	AP890713-0199	369	-22.555874078576192	 LM
59	 Q0	AP890925-0126	370	-22.555886727477475	 LM
59	 Q0	AP890121-0040	371	-22.555899376298765	 LM
59	 Q0	AP890301-0220	372	-22.555912025040055	 LM
59	 Q0	AP891124-0036	373	-22.55592467370135	 LM
59	 Q0	AP890426-0119	374	-22.55592467370135	 LM
59	 Q0	AP890831-0136	375	-22.555937322282656	 LM
59	 Q0	AP890620-0028	376	-22.555975267546614	 LM
59	 Q0	AP891122-0085	377	-22.555975267546614	 LM
59	 Q0	AP890911-0078	378	-22.556000563989304	 LM
59	 Q0	AP891129-0082	379	-22.55602586011204	 LM
59	 Q0	AP890121-0007	380	-22.55602586011204	 LM
59	 Q0	AP890817-0076	381	-22.55603850805343	 LM
59	 Q0	AP891016-0127	382	-22.556051155914833	 LM
59	 Q0	AP890726-0182	383	-22.556051155914833	 LM
59	 Q0	AP890430-0064	384	-22.556076451397693	 LM
59	 Q0	AP890511-0147	385	-22.556076451397693	 LM
59	 Q0	AP890311-0143	386	-22.556114394022124	 LM
59	 Q0	AP891223-0091	387	-22.556114394022124	 LM
59	 Q0	AP891114-0248	388	-22.55613968870518	 LM
59	 Q0	AP890319-0066	389	-22.556177630129945	 LM
59	 Q0	AP890106-0129	390	-22.556177630129945	 LM
59	 Q0	AP891215-0011	391	-22.556215570834947	 LM
59	 Q0	AP891121-0120	392	-22.556215570834947	 LM
59	 Q0	AP890517-0080	393	-22.556215570834947	 LM
59	 Q0	AP891102-0079	394	-22.556228217576674	 LM
59	 Q0	AP890102-0014	395	-22.556253510820216	 LM
59	 Q0	AP890206-0060	396	-22.556266157322035	 LM
59	 Q0	AP890322-0244	397	-22.5563040963477	 LM
59	 Q0	AP890530-0170	398	-22.5563040963477	 LM
59	 Q0	AP890413-0217	399	-22.55631674252966	 LM
59	 Q0	AP890522-0039	400	-22.55631674252966	 LM
59	 Q0	AP890708-0062	401	-22.556354680595767	 LM
59	 Q0	AP890518-0051	402	-22.55637997224004	 LM
59	 Q0	AP890804-0084	403	-22.55637997224004	 LM
59	 Q0	AP890116-0140	404	-22.556417909106774	 LM
59	 Q0	AP890110-0090	405	-22.556455845253915	 LM
59	 Q0	AP890301-0083	406	-22.556493780681496	 LM
59	 Q0	AP890811-0169	407	-22.556493780681496	 LM
59	 Q0	AP890529-0092	408	-22.556531715389543	 LM
59	 Q0	AP890922-0167	409	-22.55654436013233	 LM
59	 Q0	AP891114-0150	410	-22.556557004795177	 LM
59	 Q0	AP890118-0064	411	-22.55656964937808	 LM
59	 Q0	AP890202-0141	412	-22.55659493830406	 LM
59	 Q0	AP891019-0034	413	-22.55659493830406	 LM
59	 Q0	AP890619-0175	414	-22.55660758264714	 LM
59	 Q0	AP891124-0122	415	-22.55660758264714	 LM
59	 Q0	AP891128-0075	416	-22.55662022691028	 LM
59	 Q0	AP890131-0282	417	-22.556645515196745	 LM
59	 Q0	AP890406-0026	418	-22.556708734514046	 LM
59	 Q0	AP890801-0023	419	-22.556708734514046	 LM
59	 Q0	AP890524-0006	420	-22.55673402168144	 LM
59	 Q0	AP890806-0034	421	-22.55673402168144	 LM
59	 Q0	AP890204-0166	422	-22.55675930852912	 LM
59	 Q0	AP890127-0025	423	-22.556771951833067	 LM
59	 Q0	AP890425-0057	424	-22.556797238201188	 LM
59	 Q0	AP891227-0018	425	-22.55680988126536	 LM
59	 Q0	AP890117-0056	426	-22.55682252424961	 LM
59	 Q0	AP890611-0055	427	-22.556835167153938	 LM
59	 Q0	AP890922-0045	428	-22.55686045272283	 LM
59	 Q0	AP891219-0093	429	-22.5568730953874	 LM
59	 Q0	AP890405-0188	430	-22.55688573797205	 LM
59	 Q0	AP890111-0271	431	-22.5569236652465	 LM
59	 Q0	AP890407-0020	432	-22.5569236652465	 LM
59	 Q0	AP890127-0055	433	-22.556948949696565	 LM
59	 Q0	AP890304-0123	434	-22.556948949696565	 LM
59	 Q0	AP890128-0131	435	-22.55699951763776	 LM
59	 Q0	AP890302-0110	436	-22.557037442754616	 LM
59	 Q0	AP890914-0028	437	-22.55707536715233	 LM
59	 Q0	AP890119-0044	438	-22.55708800845843	 LM
59	 Q0	AP890106-0111	439	-22.55708800845843	 LM
59	 Q0	AP890407-0228	440	-22.55708800845843	 LM
59	 Q0	AP890626-0010	441	-22.55712593189733	 LM
59	 Q0	AP890621-0223	442	-22.55712593189733	 LM
59	 Q0	AP890216-0296	443	-22.55713857288383	 LM
59	 Q0	AP890401-0036	444	-22.55713857288383	 LM
59	 Q0	AP890530-0007	445	-22.55721441712505	 LM
59	 Q0	AP891113-0105	446	-22.557302898438127	 LM
59	 Q0	AP891020-0239	447	-22.557353457430995	 LM
59	 Q0	AP890126-0124	448	-22.557353457430995	 LM
59	 Q0	AP890207-0125	449	-22.55736609697951	 LM
59	 Q0	AP890724-0165	450	-22.55736609697951	 LM
59	 Q0	AP891016-0134	451	-22.557416654374794	 LM
59	 Q0	AP890204-0171	452	-22.557429293523928	 LM
59	 Q0	AP890302-0219	453	-22.557454571582575	 LM
59	 Q0	AP891116-0184	454	-22.55746721049209	 LM
59	 Q0	AP890914-0125	455	-22.55746721049209	 LM
59	 Q0	AP890119-0225	456	-22.557479849321734	 LM
59	 Q0	AP891114-0108	457	-22.557479849321734	 LM
59	 Q0	AP890513-0132	458	-22.557530403841625	 LM
59	 Q0	AP890423-0086	459	-22.557543042271934	 LM
59	 Q0	AP891019-0059	460	-22.557543042271934	 LM
59	 Q0	AP890526-0255	461	-22.557555680622375	 LM
59	 Q0	AP890110-0043	462	-22.557631509047933	 LM
59	 Q0	AP890821-0120	463	-22.557631509047933	 LM
59	 Q0	AP891229-0229	464	-22.557644146839355	 LM
59	 Q0	AP891102-0187	465	-22.557644146839355	 LM
59	 Q0	AP890628-0160	466	-22.557656784550918	 LM
59	 Q0	AP890902-0114	467	-22.557669422182624	 LM
59	 Q0	AP890928-0120	468	-22.55768205973448	 LM
59	 Q0	AP890819-0146	469	-22.55769469720648	 LM
59	 Q0	AP890711-0076	470	-22.55773260914337	 LM
59	 Q0	AP890727-0126	471	-22.557757883368716	 LM
59	 Q0	AP891122-0139	472	-22.55779579410788	 LM
59	 Q0	AP891127-0049	473	-22.557821067534768	 LM
59	 Q0	AP890310-0151	474	-22.55783370412845	 LM
59	 Q0	AP890320-0246	475	-22.557846340642286	 LM
59	 Q0	AP890729-0107	476	-22.557871613430443	 LM
59	 Q0	AP890814-0034	477	-22.557934794003685	 LM
59	 Q0	AP890811-0069	478	-22.557934794003685	 LM
59	 Q0	AP890403-0075	479	-22.557985337025276	 LM
59	 Q0	AP890120-0002	480	-22.557985337025276	 LM
59	 Q0	AP890306-0046	481	-22.5579979725811	 LM
59	 Q0	AP891022-0091	482	-22.5579979725811	 LM
59	 Q0	AP891107-0207	483	-22.55802324345326	 LM
59	 Q0	AP890419-0182	484	-22.55802324345326	 LM
59	 Q0	AP890810-0085	485	-22.5580358787696	 LM
59	 Q0	AP890216-0099	486	-22.558048514006117	 LM
59	 Q0	AP891023-0006	487	-22.55806114916281	 LM
59	 Q0	AP890821-0113	488	-22.55806114916281	 LM
59	 Q0	AP891227-0169	489	-22.55812432374894	 LM
59	 Q0	AP890814-0081	490	-22.55813695842671	 LM
59	 Q0	AP890202-0097	491	-22.55813695842671	 LM
59	 Q0	AP890311-0132	492	-22.558149593024662	 LM
59	 Q0	AP890428-0183	493	-22.558162227542798	 LM
59	 Q0	AP890410-0200	494	-22.558174861981115	 LM
59	 Q0	AP890408-0137	495	-22.558187496339624	 LM
59	 Q0	AP890302-0309	496	-22.5582127648172	 LM
59	 Q0	AP890531-0065	497	-22.55822539893627	 LM
59	 Q0	AP890224-0055	498	-22.558238032975527	 LM
59	 Q0	AP890303-0126	499	-22.55827593461446	 LM
59	 Q0	AP890110-0065	500	-22.55828856833449	 LM
59	 Q0	AP891207-0138	501	-22.55828856833449	 LM
59	 Q0	AP890424-0298	502	-22.55828856833449	 LM
59	 Q0	AP891122-0133	503	-22.55828856833449	 LM
59	 Q0	AP891109-0004	504	-22.558326469015757	 LM
59	 Q0	AP890502-0295	505	-22.55833910241657	 LM
59	 Q0	AP890515-0287	506	-22.55833910241657	 LM
59	 Q0	AP890425-0295	507	-22.558364368978804	 LM
59	 Q0	AP890215-0182	508	-22.558377002140222	 LM
59	 Q0	AP890702-0004	509	-22.558377002140222	 LM
59	 Q0	AP891130-0080	510	-22.558377002140222	 LM
59	 Q0	AP890103-0013	511	-22.55838963522184	 LM
59	 Q0	AP891215-0290	512	-22.55838963522184	 LM
59	 Q0	AP890408-0034	513	-22.55838963522184	 LM
59	 Q0	AP890803-0153	514	-22.55838963522184	 LM
59	 Q0	AP890501-0208	515	-22.558402268223663	 LM
59	 Q0	AP890615-0281	516	-22.55842753398792	 LM
59	 Q0	AP890531-0297	517	-22.55844016675036	 LM
59	 Q0	AP890425-0223	518	-22.55847806455892	 LM
59	 Q0	AP890506-0137	519	-22.55851596164937	 LM
59	 Q0	AP891215-0173	520	-22.55857912187107	 LM
59	 Q0	AP890913-0302	521	-22.55857912187107	 LM
59	 Q0	AP890108-0075	522	-22.55866754283064	 LM
59	 Q0	AP890221-0093	523	-22.558680174077185	 LM
59	 Q0	AP891121-0197	524	-22.558680174077185	 LM
59	 Q0	AP890327-0237	525	-22.55870543633096	 LM
59	 Q0	AP890805-0116	526	-22.558730698265645	 LM
59	 Q0	AP890708-0150	527	-22.558768590569404	 LM
59	 Q0	AP890812-0099	528	-22.55878122117779	 LM
59	 Q0	AP890920-0117	529	-22.55878122117779	 LM
59	 Q0	AP891106-0103	530	-22.558806482155262	 LM
59	 Q0	AP890208-0024	531	-22.558819112524354	 LM
59	 Q0	AP890410-0242	532	-22.558869633203102	 LM
59	 Q0	AP890926-0081	533	-22.558869633203102	 LM
59	 Q0	AP890927-0211	534	-22.55889489306392	 LM
59	 Q0	AP890420-0280	535	-22.558907522874694	 LM
59	 Q0	AP891117-0179	536	-22.558945411828486	 LM
59	 Q0	AP890629-0001	537	-22.558983300064504	 LM
59	 Q0	AP891219-0235	538	-22.558983300064504	 LM
59	 Q0	AP890425-0008	539	-22.55899592931701	 LM
59	 Q0	AP890717-0229	540	-22.55900855848977	 LM
59	 Q0	AP891117-0120	541	-22.55900855848977	 LM
59	 Q0	AP890801-0195	542	-22.55902118758278	 LM
59	 Q0	AP890407-0234	543	-22.559033816596042	 LM
59	 Q0	AP890901-0246	544	-22.559134845831398	 LM
59	 Q0	AP891229-0044	545	-22.55914747412699	 LM
59	 Q0	AP891222-0215	546	-22.559172730478963	 LM
59	 Q0	AP891019-0081	547	-22.559197986511997	 LM
59	 Q0	AP891220-0058	548	-22.559223242226103	 LM
59	 Q0	AP890804-0032	549	-22.559261125199285	 LM
59	 Q0	AP891202-0073	550	-22.559273752697557	 LM
59	 Q0	AP891023-0090	551	-22.559286380116102	 LM
59	 Q0	AP890707-0026	552	-22.559286380116102	 LM
59	 Q0	AP891127-0018	553	-22.55931163471402	 LM
59	 Q0	AP891031-0226	554	-22.55932426189339	 LM
59	 Q0	AP890721-0014	555	-22.559362142953177	 LM
59	 Q0	AP890703-0079	556	-22.55937476981367	 LM
59	 Q0	AP891101-0171	557	-22.559437902920358	 LM
59	 Q0	AP890207-0208	558	-22.559488407970868	 LM
59	 Q0	AP890410-0055	559	-22.55951366001786	 LM
59	 Q0	AP890608-0198	560	-22.559538911746024	 LM
59	 Q0	AP890223-0019	561	-22.55955153749055	 LM
59	 Q0	AP890123-0235	562	-22.559564163155372	 LM
59	 Q0	AP890403-0124	563	-22.55962729028394	 LM
59	 Q0	AP890125-0030	564	-22.55962729028394	 LM
59	 Q0	AP890203-0239	565	-22.559703040208202	 LM
59	 Q0	AP890518-0142	566	-22.559715664916652	 LM
59	 Q0	AP890104-0015	567	-22.559753538563854	 LM
59	 Q0	AP890711-0035	568	-22.559778787263546	 LM
59	 Q0	AP890110-0008	569	-22.560006011218242	 LM
59	 Q0	AP890917-0007	570	-22.560031256730852	 LM
59	 Q0	AP891226-0056	571	-22.560043879367658	 LM
59	 Q0	AP891221-0164	572	-22.560296315375467	 LM
59	 Q0	AP890711-0084	573	-22.560346798753816	 LM
59	 Q0	AP890506-0033	574	-22.560384660451348	 LM
59	 Q0	AP890923-0081	575	-22.560548719525325	 LM
59	 Q0	AP890918-0035	576	-22.560573958188435	 LM
59	 Q0	AP890703-0224	577	-22.56059919653305	 LM
59	 Q0	AP890824-0203	578	-22.560851562463984	 LM
59	 Q0	AP890512-0271	579	-22.560851562463984	 LM
59	 Q0	AP891116-0198	580	-22.561154359552667	 LM
59	 Q0	AP891116-0115	581	-22.56146972444627	 LM
59	 Q0	AP890118-0014	582	-22.561885929977628	 LM
59	 Q0	AP891011-0211	583	-22.840872776155464	 LM
59	 Q0	AP890119-0213	584	-22.84094877025327	 LM
59	 Q0	AP891031-0109	585	-22.840974100977537	 LM
59	 Q0	AP890118-0077	586	-22.841062755986087	 LM
59	 Q0	AP891220-0017	587	-22.841290707964447	 LM
59	 Q0	AP891122-0180	588	-22.841290707964447	 LM
59	 Q0	AP890128-0092	589	-22.84136668618403	 LM
59	 Q0	AP890905-0079	590	-22.84139201161583	 LM
59	 Q0	AP890401-0019	591	-22.84139201161583	 LM
59	 Q0	AP890720-0039	592	-22.841404674211475	 LM
59	 Q0	AP890608-0155	593	-22.841404674211475	 LM
59	 Q0	AP890310-0139	594	-22.841455323792353	 LM
59	 Q0	AP891219-0144	595	-22.841480648101793	 LM
59	 Q0	AP890425-0225	596	-22.841505972090573	 LM
59	 Q0	AP890809-0175	597	-22.841518633964718	 LM
59	 Q0	AP891229-0163	598	-22.8415566191062	 LM
59	 Q0	AP891228-0129	599	-22.841569280659712	 LM
59	 Q0	AP890606-0137	600	-22.841569280659712	 LM
59	 Q0	AP891218-0094	601	-22.841645248297503	 LM
59	 Q0	AP890606-0007	602	-22.841645248297503	 LM
