AP890101-0014 2:0.26444723618090454 13:0.21168341708542712 9:0.16896984924623115 18:0.11871859296482412 15:0.05339195979899498 17:0.04585427135678392 8:0.04585427135678392 14:0.025753768844221106 1:0.023241206030150754 11:0.008165829145728644 16:0.008165829145728644 5:0.008165829145728644 0:0.005653266331658292 3:0.00314070351758794 7:0.00314070351758794 10:0.00314070351758794 12:6.28140703517588E-4 19:6.28140703517588E-4 4:6.28140703517588E-4 6:6.28140703517588E-4
AP890401-0001 17:0.3873762376237624 9:0.29826732673267325 2:0.0655940594059406 1:0.055693069306930694 18:0.04579207920792079 0:0.04084158415841584 14:0.03094059405940594 12:0.01608910891089109 11:0.011138613861386138 8:0.011138613861386138 13:0.006188118811881188 19:0.006188118811881188 3:0.006188118811881188 5:0.006188118811881188 6:0.006188118811881188 15:0.0012376237623762376 16:0.0012376237623762376 4:0.0012376237623762376 7:0.0012376237623762376 10:0.0012376237623762376
AP890403-0016 2:0.49809160305343514 17:0.2385496183206107 9:0.16984732824427481 18:0.04770992366412214 3:0.009541984732824428 8:0.009541984732824428 11:0.0019083969465648854 12:0.0019083969465648854 13:0.0019083969465648854 14:0.0019083969465648854 15:0.0019083969465648854 16:0.0019083969465648854 19:0.0019083969465648854 0:0.0019083969465648854 1:0.0019083969465648854 4:0.0019083969465648854 5:0.0019083969465648854 6:0.0019083969465648854 7:0.0019083969465648854 10:0.0019083969465648854
AP890403-0017 2:0.4316143497757848 14:0.37331838565022424 17:0.05493273542600897 19:0.03699551569506727 9:0.032511210762331835 18:0.023542600896860985 3:0.010089686098654708 4:0.010089686098654708 11:0.005605381165919282 0:0.005605381165919282 7:0.005605381165919282 12:0.0011210762331838565 13:0.0011210762331838565 15:0.0011210762331838565 16:0.0011210762331838565 1:0.0011210762331838565 5:0.0011210762331838565 6:0.0011210762331838565 8:0.0011210762331838565 10:0.0011210762331838565
AP890403-0085 12:0.2643129770992366 19:0.24141221374045801 2:0.11927480916030535 9:0.11545801526717557 15:0.10782442748091603 17:0.039122137404580155 13:0.02385496183206107 7:0.020038167938931296 4:0.016221374045801526 0:0.012404580152671756 8:0.012404580152671756 16:0.008587786259541985 18:0.008587786259541985 6:0.004770992366412214 11:9.541984732824427E-4 14:9.541984732824427E-4 1:9.541984732824427E-4 3:9.541984732824427E-4 5:9.541984732824427E-4 10:9.541984732824427E-4
AP890403-0139 2:0.2839943342776204 17:0.18767705382436262 10:0.13101983002832862 7:0.09985835694050992 18:0.07152974504249292 6:0.05736543909348442 5:0.04886685552407932 3:0.037535410764872525 12:0.017705382436260624 9:0.017705382436260624 13:0.014872521246458924 11:0.012039660056657223 1:0.009206798866855524 4:0.0035410764872521247 8:0.0035410764872521247 14:7.08215297450425E-4 15:7.08215297450425E-4 16:7.08215297450425E-4 19:7.08215297450425E-4 0:7.08215297450425E-4
AP890404-0162 3:0.36475409836065575 9:0.1778688524590164 17:0.0959016393442623 7:0.08278688524590164 6:0.07950819672131147 18:0.06639344262295081 19:0.05 10:0.04344262295081967 13:0.013934426229508197 0:0.007377049180327869 12:0.004098360655737705 2:0.004098360655737705 5:0.004098360655737705 11:8.19672131147541E-4 14:8.19672131147541E-4 15:8.19672131147541E-4 16:8.19672131147541E-4 1:8.19672131147541E-4 4:8.19672131147541E-4 8:8.19672131147541E-4
AP890405-0008 12:0.3013803680981595 2:0.18174846625766872 0:0.1633435582822086 18:0.10812883435582822 15:0.05598159509202454 9:0.04677914110429448 14:0.04371165644171779 13:0.03450920245398773 4:0.019171779141104295 3:0.01303680981595092 17:0.006901840490797546 1:0.006901840490797546 8:0.006901840490797546 11:0.003834355828220859 5:0.003834355828220859 16:7.668711656441718E-4 19:7.668711656441718E-4 6:7.668711656441718E-4 7:7.668711656441718E-4 10:7.668711656441718E-4
AP890405-0074 15:0.4873853211009174 17:0.17545871559633028 13:0.12041284403669725 9:0.10206422018348624 4:0.04243119266055046 2:0.0194954128440367 16:0.010321100917431193 3:0.010321100917431193 11:0.005733944954128441 12:0.005733944954128441 18:0.005733944954128441 7:0.005733944954128441 14:0.0011467889908256881 19:0.0011467889908256881 0:0.0011467889908256881 1:0.0011467889908256881 5:0.0011467889908256881 6:0.0011467889908256881 8:0.0011467889908256881 10:0.0011467889908256881
AP890405-0096 2:0.5763473053892215 9:0.27694610778443113 5:0.03143712574850299 6:0.025449101796407185 15:0.01347305389221557 18:0.01347305389221557 11:0.0074850299401197605 12:0.0074850299401197605 14:0.0074850299401197605 19:0.0074850299401197605 0:0.0074850299401197605 1:0.0074850299401197605 8:0.0074850299401197605 13:0.0014970059880239522 16:0.0014970059880239522 17:0.0014970059880239522 3:0.0014970059880239522 4:0.0014970059880239522 7:0.0014970059880239522 10:0.0014970059880239522
AP890405-0187 19:0.5357142857142857 18:0.12969924812030076 9:0.12969924812030076 15:0.05451127819548872 16:0.039473684210526314 2:0.03195488721804511 17:0.02443609022556391 14:0.016917293233082706 0:0.009398496240601503 7:0.009398496240601503 11:0.0018796992481203006 12:0.0018796992481203006 13:0.0018796992481203006 1:0.0018796992481203006 3:0.0018796992481203006 4:0.0018796992481203006 5:0.0018796992481203006 6:0.0018796992481203006 8:0.0018796992481203006 10:0.0018796992481203006
AP890405-0208 0:0.499185667752443 18:0.16042345276872963 9:0.10830618892508144 10:0.059446254071661236 4:0.052931596091205214 17:0.0496742671009772 19:0.01710097719869707 11:0.013843648208469055 15:0.013843648208469055 1:0.010586319218241042 5:0.004071661237785016 7:0.004071661237785016 12:8.143322475570033E-4 13:8.143322475570033E-4 14:8.143322475570033E-4 16:8.143322475570033E-4 2:8.143322475570033E-4 3:8.143322475570033E-4 6:8.143322475570033E-4 8:8.143322475570033E-4
AP890405-0291 6:0.4642857142857143 10:0.18902439024390244 18:0.12630662020905922 9:0.10888501742160278 8:0.08797909407665505 12:0.01132404181184669 11:8.710801393728223E-4 13:8.710801393728223E-4 14:8.710801393728223E-4 15:8.710801393728223E-4 16:8.710801393728223E-4 17:8.710801393728223E-4 19:8.710801393728223E-4 0:8.710801393728223E-4 1:8.710801393728223E-4 2:8.710801393728223E-4 3:8.710801393728223E-4 4:8.710801393728223E-4 5:8.710801393728223E-4 7:8.710801393728223E-4
AP890406-0088 13:0.3113425925925926 9:0.22337962962962962 2:0.09837962962962964 18:0.08449074074074074 6:0.061342592592592594 14:0.056712962962962965 12:0.04282407407407408 17:0.028935185185185185 0:0.024305555555555556 15:0.015046296296296295 19:0.015046296296296295 7:0.015046296296296295 1:0.005787037037037037 3:0.005787037037037037 5:0.005787037037037037 11:0.0011574074074074073 16:0.0011574074074074073 4:0.0011574074074074073 8:0.0011574074074074073 10:0.0011574074074074073
AP890406-0226 8:0.444888178913738 2:0.24680511182108625 17:0.1062300319488818 6:0.05830670926517572 18:0.048722044728434506 9:0.048722044728434506 12:0.013578274760383386 14:0.00718849840255591 15:0.00718849840255591 0:0.00718849840255591 11:0.003993610223642172 13:7.987220447284345E-4 16:7.987220447284345E-4 19:7.987220447284345E-4 1:7.987220447284345E-4 3:7.987220447284345E-4 4:7.987220447284345E-4 5:7.987220447284345E-4 7:7.987220447284345E-4 10:7.987220447284345E-4
AP890406-0247 6:0.3531746031746032 8:0.25793650793650796 1:0.13095238095238096 10:0.08333333333333333 18:0.06746031746031746 17:0.01984126984126984 5:0.01984126984126984 9:0.01984126984126984 11:0.003968253968253968 12:0.003968253968253968 13:0.003968253968253968 14:0.003968253968253968 15:0.003968253968253968 16:0.003968253968253968 19:0.003968253968253968 0:0.003968253968253968 2:0.003968253968253968 3:0.003968253968253968 4:0.003968253968253968 7:0.003968253968253968
AP890407-0224 7:0.36222627737226276 17:0.2527372262773723 9:0.1541970802919708 6:0.0666058394160584 18:0.048357664233576646 5:0.04105839416058394 1:0.01916058394160584 10:0.01916058394160584 8:0.011861313868613138 13:0.008211678832116789 11:0.004562043795620438 0:0.004562043795620438 12:9.124087591240876E-4 14:9.124087591240876E-4 15:9.124087591240876E-4 16:9.124087591240876E-4 19:9.124087591240876E-4 2:9.124087591240876E-4 3:9.124087591240876E-4 4:9.124087591240876E-4
AP890407-0252 8:0.6336363636363637 9:0.11 2:0.09545454545454546 18:0.05545454545454546 17:0.04454545454545455 6:0.03 15:0.008181818181818182 13:0.004545454545454545 4:0.004545454545454545 10:0.004545454545454545 11:9.090909090909091E-4 12:9.090909090909091E-4 14:9.090909090909091E-4 16:9.090909090909091E-4 19:9.090909090909091E-4 0:9.090909090909091E-4 1:9.090909090909091E-4 3:9.090909090909091E-4 5:9.090909090909091E-4 7:9.090909090909091E-4
AP890408-0112 4:0.3128415300546448 7:0.2855191256830601 18:0.11612021857923498 9:0.06693989071038252 5:0.06147540983606557 6:0.03961748633879782 17:0.03415300546448088 10:0.028688524590163935 13:0.012295081967213115 14:0.012295081967213115 16:0.012295081967213115 11:0.006830601092896175 12:0.001366120218579235 15:0.001366120218579235 19:0.001366120218579235 0:0.001366120218579235 1:0.001366120218579235 2:0.001366120218579235 3:0.001366120218579235 8:0.001366120218579235
AP890410-0042 19:0.5949675324675324 15:0.10146103896103896 12:0.0689935064935065 9:0.0625 5:0.033279220779220776 16:0.02353896103896104 3:0.02353896103896104 18:0.020292207792207792 6:0.017045454545454544 0:0.013798701298701298 1:0.013798701298701298 4:0.013798701298701298 13:0.007305194805194805 11:8.116883116883117E-4 14:8.116883116883117E-4 17:8.116883116883117E-4 2:8.116883116883117E-4 7:8.116883116883117E-4 8:8.116883116883117E-4 10:8.116883116883117E-4
AP890410-0044 9:0.30330882352941174 19:0.28860294117647056 16:0.13419117647058823 15:0.11213235294117647 4:0.03860294117647059 2:0.02389705882352941 12:0.016544117647058824 13:0.016544117647058824 18:0.016544117647058824 14:0.009191176470588236 1:0.009191176470588236 8:0.009191176470588236 10:0.009191176470588236 11:0.001838235294117647 17:0.001838235294117647 0:0.001838235294117647 3:0.001838235294117647 5:0.001838235294117647 6:0.001838235294117647 7:0.001838235294117647
AP890410-0058 18:0.24834983498349836 4:0.23514851485148514 7:0.10643564356435643 9:0.10313531353135313 14:0.09983498349834984 0:0.040429042904290426 16:0.03382838283828383 19:0.03382838283828383 10:0.03052805280528053 11:0.02392739273927393 6:0.014026402640264026 8:0.014026402640264026 17:0.007425742574257425 13:0.004125412541254125 12:8.250825082508251E-4 15:8.250825082508251E-4 1:8.250825082508251E-4 2:8.250825082508251E-4 3:8.250825082508251E-4 5:8.250825082508251E-4
AP890410-0184 12:0.36246200607902734 9:0.1831306990881459 15:0.1770516717325228 18:0.0858662613981763 1:0.05243161094224924 2:0.03115501519756839 19:0.022036474164133738 17:0.018996960486322188 11:0.015957446808510637 16:0.015957446808510637 5:0.012917933130699088 13:0.009878419452887538 0:0.003799392097264438 4:0.003799392097264438 14:7.598784194528875E-4 3:7.598784194528875E-4 6:7.598784194528875E-4 7:7.598784194528875E-4 8:7.598784194528875E-4 10:7.598784194528875E-4
AP890410-0222 6:0.6509009009009009 9:0.09234234234234234 11:0.038288288288288286 14:0.038288288288288286 15:0.02927927927927928 16:0.02927927927927928 1:0.02927927927927928 12:0.02027027027027027 18:0.02027027027027027 7:0.02027027027027027 5:0.01126126126126126 13:0.0022522522522522522 17:0.0022522522522522522 19:0.0022522522522522522 0:0.0022522522522522522 2:0.0022522522522522522 3:0.0022522522522522522 4:0.0022522522522522522 8:0.0022522522522522522 10:0.0022522522522522522
AP890410-0234 8:0.4309210526315789 9:0.16776315789473684 17:0.13267543859649122 10:0.10197368421052631 14:0.04057017543859649 18:0.027412280701754384 3:0.027412280701754384 2:0.01864035087719298 6:0.01425438596491228 11:0.009868421052631578 15:0.009868421052631578 7:0.009868421052631578 12:0.0010964912280701754 13:0.0010964912280701754 16:0.0010964912280701754 19:0.0010964912280701754 0:0.0010964912280701754 1:0.0010964912280701754 4:0.0010964912280701754 5:0.0010964912280701754
AP890410-0258 8:0.6527777777777778 9:0.13796296296296295 18:0.0712962962962963 2:0.0712962962962963 17:0.026851851851851852 10:0.01574074074074074 3:0.012037037037037037 11:9.25925925925926E-4 12:9.25925925925926E-4 13:9.25925925925926E-4 14:9.25925925925926E-4 15:9.25925925925926E-4 16:9.25925925925926E-4 19:9.25925925925926E-4 0:9.25925925925926E-4 1:9.25925925925926E-4 4:9.25925925925926E-4 5:9.25925925925926E-4 6:9.25925925925926E-4 7:9.25925925925926E-4
AP890411-0008 15:0.7573529411764706 6:0.08088235294117647 7:0.031862745098039214 9:0.031862745098039214 13:0.012254901960784314 14:0.012254901960784314 0:0.012254901960784314 3:0.012254901960784314 5:0.012254901960784314 10:0.012254901960784314 11:0.0024509803921568627 12:0.0024509803921568627 16:0.0024509803921568627 17:0.0024509803921568627 18:0.0024509803921568627 19:0.0024509803921568627 1:0.0024509803921568627 2:0.0024509803921568627 4:0.0024509803921568627 8:0.0024509803921568627
AP890411-0047 15:0.8193430656934306 5:0.05291970802919708 6:0.04562043795620438 1:0.023722627737226276 3:0.016423357664233577 13:0.009124087591240875 9:0.009124087591240875 11:0.0018248175182481751 12:0.0018248175182481751 14:0.0018248175182481751 16:0.0018248175182481751 17:0.0018248175182481751 18:0.0018248175182481751 19:0.0018248175182481751 0:0.0018248175182481751 2:0.0018248175182481751 4:0.0018248175182481751 7:0.0018248175182481751 8:0.0018248175182481751 10:0.0018248175182481751
AP890411-0125 13:0.2791666666666667 15:0.22916666666666666 9:0.11805555555555555 2:0.10138888888888889 18:0.09027777777777778 7:0.07361111111111111 4:0.04583333333333333 1:0.029166666666666667 14:0.0125 19:0.006944444444444444 11:0.001388888888888889 12:0.001388888888888889 16:0.001388888888888889 17:0.001388888888888889 0:0.001388888888888889 3:0.001388888888888889 5:0.001388888888888889 6:0.001388888888888889 8:0.001388888888888889 10:0.001388888888888889
AP890411-0152 10:0.422085201793722 0:0.27858744394618834 18:0.19562780269058297 9:0.034192825112107625 6:0.02298206278026906 16:0.00952914798206278 2:0.00952914798206278 1:0.0072869955156950675 11:0.005044843049327354 8:0.005044843049327354 12:0.002802690582959641 13:0.002802690582959641 14:5.605381165919282E-4 15:5.605381165919282E-4 17:5.605381165919282E-4 19:5.605381165919282E-4 3:5.605381165919282E-4 4:5.605381165919282E-4 5:5.605381165919282E-4 7:5.605381165919282E-4
AP890411-0216 10:0.4830623306233062 18:0.236449864498645 0:0.18224932249322492 6:0.03048780487804878 7:0.022357723577235773 9:0.022357723577235773 4:0.008807588075880758 14:0.006097560975609756 11:6.775067750677507E-4 12:6.775067750677507E-4 13:6.775067750677507E-4 15:6.775067750677507E-4 16:6.775067750677507E-4 17:6.775067750677507E-4 19:6.775067750677507E-4 1:6.775067750677507E-4 2:6.775067750677507E-4 3:6.775067750677507E-4 5:6.775067750677507E-4 8:6.775067750677507E-4
AP890412-0073 15:0.5302547770700637 9:0.160828025477707 2:0.15445859872611464 18:0.03343949044585987 1:0.03343949044585987 17:0.027070063694267517 5:0.020700636942675158 0:0.007961783439490446 3:0.007961783439490446 10:0.007961783439490446 11:0.0015923566878980893 12:0.0015923566878980893 13:0.0015923566878980893 14:0.0015923566878980893 16:0.0015923566878980893 19:0.0015923566878980893 4:0.0015923566878980893 6:0.0015923566878980893 7:0.0015923566878980893 8:0.0015923566878980893
AP890412-0117 16:0.41502463054187194 18:0.17364532019704434 2:0.1440886699507389 9:0.08004926108374384 12:0.0603448275862069 4:0.04556650246305419 7:0.03571428571428571 17:0.020935960591133004 15:0.006157635467980296 8:0.006157635467980296 11:0.0012315270935960591 13:0.0012315270935960591 14:0.0012315270935960591 19:0.0012315270935960591 0:0.0012315270935960591 1:0.0012315270935960591 3:0.0012315270935960591 5:0.0012315270935960591 6:0.0012315270935960591 10:0.0012315270935960591
AP890412-0128 0:0.3734866828087167 18:0.29358353510895885 14:0.1023002421307506 9:0.056295399515738496 7:0.051452784503631964 3:0.041767554479418885 4:0.027239709443099273 6:0.019975786924939468 17:0.01513317191283293 19:0.010290556900726392 13:0.003026634382566586 11:6.053268765133172E-4 12:6.053268765133172E-4 15:6.053268765133172E-4 16:6.053268765133172E-4 1:6.053268765133172E-4 2:6.053268765133172E-4 5:6.053268765133172E-4 8:6.053268765133172E-4 10:6.053268765133172E-4
AP890412-0144 18:0.4131679389312977 0:0.3330152671755725 9:0.1383587786259542 12:0.035305343511450385 4:0.020038167938931296 14:0.012404580152671756 19:0.008587786259541985 3:0.008587786259541985 5:0.008587786259541985 7:0.008587786259541985 16:0.004770992366412214 11:9.541984732824427E-4 13:9.541984732824427E-4 15:9.541984732824427E-4 17:9.541984732824427E-4 1:9.541984732824427E-4 2:9.541984732824427E-4 6:9.541984732824427E-4 8:9.541984732824427E-4 10:9.541984732824427E-4
AP890412-0153 18:0.3572961373390558 0:0.31008583690987124 7:0.10407725321888411 1:0.05257510729613734 17:0.03969957081545064 9:0.03540772532188841 10:0.022532188841201718 14:0.018240343347639486 16:0.018240343347639486 6:0.018240343347639486 12:0.00536480686695279 2:0.00536480686695279 5:0.00536480686695279 11:0.001072961373390558 13:0.001072961373390558 15:0.001072961373390558 19:0.001072961373390558 3:0.001072961373390558 4:0.001072961373390558 8:0.001072961373390558
AP890412-0172 7:0.3026315789473684 5:0.212406015037594 18:0.10714285714285714 9:0.09210526315789473 3:0.07706766917293233 10:0.06203007518796992 13:0.046992481203007516 17:0.02443609022556391 12:0.016917293233082706 14:0.016917293233082706 0:0.009398496240601503 4:0.009398496240601503 6:0.009398496240601503 11:0.0018796992481203006 15:0.0018796992481203006 16:0.0018796992481203006 19:0.0018796992481203006 1:0.0018796992481203006 2:0.0018796992481203006 8:0.0018796992481203006
AP890412-0246 17:0.41310160427807485 10:0.19385026737967914 15:0.09759358288770054 5:0.05481283422459893 6:0.05481283422459893 11:0.03342245989304813 14:0.02807486631016043 8:0.02807486631016043 9:0.02807486631016043 7:0.022727272727272728 4:0.017379679144385027 13:0.0066844919786096255 19:0.0066844919786096255 1:0.0066844919786096255 12:0.001336898395721925 16:0.001336898395721925 18:0.001336898395721925 0:0.001336898395721925 2:0.001336898395721925 3:0.001336898395721925
AP890412-0258 10:0.4152843601895735 0:0.28732227488151657 18:0.20438388625592416 9:0.03139810426540284 7:0.019549763033175356 1:0.017180094786729858 16:0.00533175355450237 3:0.00533175355450237 11:0.002962085308056872 12:0.002962085308056872 4:0.002962085308056872 13:5.924170616113745E-4 14:5.924170616113745E-4 15:5.924170616113745E-4 17:5.924170616113745E-4 19:5.924170616113745E-4 2:5.924170616113745E-4 5:5.924170616113745E-4 6:5.924170616113745E-4 8:5.924170616113745E-4
AP890413-0048 1:0.31611570247933884 16:0.21694214876033058 6:0.11776859504132231 10:0.06818181818181818 5:0.05991735537190083 18:0.05165289256198347 13:0.04338842975206612 12:0.026859504132231406 3:0.026859504132231406 11:0.01859504132231405 19:0.01859504132231405 7:0.010330578512396695 9:0.010330578512396695 14:0.002066115702479339 15:0.002066115702479339 17:0.002066115702479339 0:0.002066115702479339 2:0.002066115702479339 4:0.002066115702479339 8:0.002066115702479339
AP890413-0084 15:0.39482758620689656 16:0.25 13:0.07758620689655173 2:0.07758620689655173 18:0.05 19:0.04310344827586207 7:0.03620689655172414 6:0.015517241379310345 10:0.015517241379310345 1:0.008620689655172414 4:0.008620689655172414 5:0.008620689655172414 11:0.0017241379310344827 12:0.0017241379310344827 14:0.0017241379310344827 17:0.0017241379310344827 0:0.0017241379310344827 3:0.0017241379310344827 8:0.0017241379310344827 9:0.0017241379310344827
AP890413-0111 15:0.6483050847457628 9:0.1059322033898305 3:0.07203389830508475 5:0.07203389830508475 18:0.038135593220338986 11:0.00423728813559322 12:0.00423728813559322 13:0.00423728813559322 14:0.00423728813559322 16:0.00423728813559322 17:0.00423728813559322 19:0.00423728813559322 0:0.00423728813559322 1:0.00423728813559322 2:0.00423728813559322 4:0.00423728813559322 6:0.00423728813559322 7:0.00423728813559322 8:0.00423728813559322 10:0.00423728813559322
AP890413-0301 10:0.47599531615925056 0:0.24180327868852458 18:0.1411007025761124 11:0.049765807962529274 1:0.024004683840749413 9:0.021662763466042154 16:0.014637002341920375 17:0.007611241217798595 13:0.005269320843091335 5:0.005269320843091335 7:0.005269320843091335 6:0.002927400468384075 12:5.85480093676815E-4 14:5.85480093676815E-4 15:5.85480093676815E-4 19:5.85480093676815E-4 2:5.85480093676815E-4 3:5.85480093676815E-4 4:5.85480093676815E-4 8:5.85480093676815E-4
AP890414-0026 14:0.4634387351778656 9:0.22628458498023715 17:0.1274703557312253 18:0.0800395256916996 15:0.040513833992094864 7:0.016798418972332016 0:0.012845849802371542 2:0.008893280632411068 12:0.004940711462450593 19:0.004940711462450593 10:0.004940711462450593 11:9.881422924901185E-4 13:9.881422924901185E-4 16:9.881422924901185E-4 1:9.881422924901185E-4 3:9.881422924901185E-4 4:9.881422924901185E-4 5:9.881422924901185E-4 6:9.881422924901185E-4 8:9.881422924901185E-4
AP890414-0028 14:0.30853658536585366 18:0.19146341463414634 9:0.1719512195121951 15:0.08414634146341464 19:0.08414634146341464 7:0.045121951219512194 13:0.025609756097560974 1:0.020731707317073172 10:0.020731707317073172 4:0.015853658536585366 2:0.01097560975609756 16:0.006097560975609756 6:0.006097560975609756 11:0.0012195121951219512 12:0.0012195121951219512 17:0.0012195121951219512 0:0.0012195121951219512 3:0.0012195121951219512 5:0.0012195121951219512 8:0.0012195121951219512
AP890414-0033 10:0.5424050632911392 0:0.1829113924050633 18:0.12721518987341773 7:0.0310126582278481 9:0.0310126582278481 12:0.02341772151898734 2:0.018354430379746836 6:0.015822784810126583 1:0.010759493670886076 5:0.00569620253164557 13:0.0031645569620253164 14:0.0031645569620253164 11:6.329113924050633E-4 15:6.329113924050633E-4 16:6.329113924050633E-4 17:6.329113924050633E-4 19:6.329113924050633E-4 3:6.329113924050633E-4 4:6.329113924050633E-4 8:6.329113924050633E-4
AP890414-0195 4:0.33444444444444443 18:0.25 9:0.14333333333333334 7:0.1388888888888889 0:0.05 13:0.023333333333333334 12:0.014444444444444444 14:0.014444444444444444 19:0.01 3:0.005555555555555556 5:0.005555555555555556 11:0.0011111111111111111 15:0.0011111111111111111 16:0.0011111111111111111 17:0.0011111111111111111 1:0.0011111111111111111 2:0.0011111111111111111 6:0.0011111111111111111 8:0.0011111111111111111 10:0.0011111111111111111
AP890414-0236 6:0.38714902807775375 8:0.17980561555075594 1:0.10853131749460043 0:0.0847732181425486 9:0.06965442764578833 10:0.05669546436285097 2:0.032937365010799136 18:0.02429805615550756 3:0.017818574514038878 13:0.0091792656587473 16:0.0091792656587473 17:0.007019438444924406 19:0.007019438444924406 11:0.0026997840172786176 12:5.399568034557236E-4 14:5.399568034557236E-4 15:5.399568034557236E-4 4:5.399568034557236E-4 5:5.399568034557236E-4 7:5.399568034557236E-4
AP890414-0271 10:0.30809128630705396 11:0.28734439834024894 6:0.18360995850622408 9:0.1338174273858921 1:0.04253112033195021 18:0.017634854771784232 8:0.00933609958506224 12:0.005186721991701245 13:0.001037344398340249 14:0.001037344398340249 15:0.001037344398340249 16:0.001037344398340249 17:0.001037344398340249 19:0.001037344398340249 0:0.001037344398340249 2:0.001037344398340249 3:0.001037344398340249 4:0.001037344398340249 5:0.001037344398340249 7:0.001037344398340249
AP890417-0071 10:0.45811170212765956 0:0.21077127659574468 18:0.12566489361702127 11:0.0511968085106383 9:0.0511968085106383 19:0.02726063829787234 5:0.02726063829787234 8:0.016622340425531915 7:0.008643617021276596 1:0.005984042553191489 12:0.003324468085106383 13:0.003324468085106383 16:0.003324468085106383 2:0.003324468085106383 14:6.648936170212766E-4 15:6.648936170212766E-4 17:6.648936170212766E-4 3:6.648936170212766E-4 4:6.648936170212766E-4 6:6.648936170212766E-4
AP890417-0122 18:0.30660377358490565 12:0.17452830188679244 1:0.11037735849056604 16:0.10283018867924529 9:0.07264150943396226 7:0.04245283018867924 4:0.03490566037735849 10:0.03490566037735849 15:0.027358490566037737 2:0.02358490566037736 19:0.01981132075471698 17:0.016037735849056604 13:0.012264150943396227 3:0.008490566037735849 11:0.0047169811320754715 8:0.0047169811320754715 14:9.433962264150943E-4 0:9.433962264150943E-4 5:9.433962264150943E-4 6:9.433962264150943E-4
AP890418-0097 7:0.36745689655172414 2:0.27262931034482757 3:0.10452586206896551 17:0.08297413793103449 18:0.061422413793103446 10:0.057112068965517244 5:0.014008620689655173 19:0.009698275862068966 8:0.009698275862068966 0:0.005387931034482759 1:0.005387931034482759 11:0.0010775862068965517 12:0.0010775862068965517 13:0.0010775862068965517 14:0.0010775862068965517 15:0.0010775862068965517 16:0.0010775862068965517 4:0.0010775862068965517 6:0.0010775862068965517 9:0.0010775862068965517
AP890418-0140 2:0.21997389033942558 14:0.12075718015665797 17:0.11553524804177545 6:0.09986945169712794 16:0.08159268929503917 15:0.07114882506527415 19:0.0685378590078329 9:0.0685378590078329 10:0.047650130548302874 1:0.02154046997389034 8:0.02154046997389034 5:0.018929503916449087 13:0.01370757180156658 12:0.011096605744125326 18:0.011096605744125326 3:0.0032637075718015664 7:0.0032637075718015664 11:6.527415143603133E-4 0:6.527415143603133E-4 4:6.527415143603133E-4
AP890419-0147 19:0.25866336633663367 15:0.17945544554455445 9:0.1349009900990099 16:0.10024752475247525 7:0.0952970297029703 3:0.050742574257425746 4:0.04579207920792079 13:0.03589108910891089 1:0.02599009900990099 6:0.01608910891089109 12:0.011138613861386138 14:0.011138613861386138 18:0.011138613861386138 2:0.011138613861386138 10:0.006188118811881188 11:0.0012376237623762376 17:0.0012376237623762376 0:0.0012376237623762376 5:0.0012376237623762376 8:0.0012376237623762376
AP890419-0190 10:0.4916958041958042 18:0.194493006993007 0:0.16477272727272727 11:0.04938811188811189 7:0.014423076923076924 8:0.014423076923076924 9:0.012674825174825174 12:0.009178321678321678 13:0.009178321678321678 14:0.009178321678321678 15:0.009178321678321678 1:0.00743006993006993 4:0.00743006993006993 2:0.0021853146853146855 3:0.0021853146853146855 16:4.3706293706293706E-4 17:4.3706293706293706E-4 19:4.3706293706293706E-4 5:4.3706293706293706E-4 6:4.3706293706293706E-4
AP890419-0240 8:0.5032383419689119 6:0.14572538860103626 9:0.0939119170984456 18:0.09132124352331607 1:0.09132124352331607 7:0.02655440414507772 10:0.016191709844559584 2:0.011010362694300517 17:0.008419689119170985 0:0.005829015544041451 11:6.476683937823834E-4 12:6.476683937823834E-4 13:6.476683937823834E-4 14:6.476683937823834E-4 15:6.476683937823834E-4 16:6.476683937823834E-4 19:6.476683937823834E-4 3:6.476683937823834E-4 4:6.476683937823834E-4 5:6.476683937823834E-4
AP890420-0024 17:0.28308823529411764 10:0.2566176470588235 8:0.24485294117647058 9:0.0713235294117647 11:0.05955882352941176 18:0.03602941176470588 0:0.015441176470588236 7:0.009558823529411765 13:0.006617647058823529 3:0.003676470588235294 5:0.003676470588235294 6:0.003676470588235294 12:7.352941176470588E-4 14:7.352941176470588E-4 15:7.352941176470588E-4 16:7.352941176470588E-4 19:7.352941176470588E-4 1:7.352941176470588E-4 2:7.352941176470588E-4 4:7.352941176470588E-4
AP890420-0054 5:0.3728448275862069 9:0.11422413793103449 18:0.10560344827586207 15:0.07974137931034483 13:0.05387931034482758 14:0.05387931034482758 0:0.036637931034482756 3:0.036637931034482756 1:0.028017241379310345 4:0.028017241379310345 7:0.028017241379310345 16:0.01939655172413793 19:0.01939655172413793 12:0.010775862068965518 11:0.0021551724137931034 17:0.0021551724137931034 2:0.0021551724137931034 6:0.0021551724137931034 8:0.0021551724137931034 10:0.0021551724137931034
