AP890103-0012 8:0.21118421052631578 11:0.1875 12:0.17171052631578948 17:0.11644736842105263 9:0.09013157894736842 15:0.05592105263157895 16:0.0506578947368421 2:0.04276315789473684 4:0.021710526315789475 5:0.01381578947368421 13:0.008552631578947369 3:0.008552631578947369 19:0.0059210526315789476 6:0.0059210526315789476 14:0.003289473684210526 1:0.003289473684210526 18:6.578947368421052E-4 0:6.578947368421052E-4 7:6.578947368421052E-4 10:6.578947368421052E-4
AP890314-0214 15:0.2403581267217631 19:0.16322314049586778 4:0.13292011019283748 9:0.11363636363636363 11:0.10261707988980716 14:0.0640495867768595 0:0.047520661157024795 2:0.0337465564738292 12:0.022727272727272728 5:0.022727272727272728 16:0.01721763085399449 18:0.014462809917355372 17:0.008953168044077135 7:0.008953168044077135 13:0.003443526170798898 1:6.887052341597796E-4 3:6.887052341597796E-4 6:6.887052341597796E-4 8:6.887052341597796E-4 10:6.887052341597796E-4
AP890315-0001 1:0.44583333333333336 6:0.2505952380952381 9:0.08630952380952381 2:0.0744047619047619 18:0.03630952380952381 11:0.026785714285714284 5:0.024404761904761905 19:0.017261904761904763 12:0.0125 4:0.007738095238095238 7:0.005357142857142857 10:0.005357142857142857 8:0.002976190476190476 13:5.952380952380953E-4 14:5.952380952380953E-4 15:5.952380952380953E-4 16:5.952380952380953E-4 17:5.952380952380953E-4 0:5.952380952380953E-4 3:5.952380952380953E-4
AP890315-0146 8:0.29010416666666666 0:0.21927083333333333 6:0.1046875 11:0.0921875 7:0.06302083333333333 14:0.05677083333333333 4:0.050520833333333334 19:0.044270833333333336 9:0.0359375 15:0.025520833333333333 18:0.0046875 10:0.0046875 16:0.0026041666666666665 3:0.0026041666666666665 12:5.208333333333333E-4 13:5.208333333333333E-4 17:5.208333333333333E-4 1:5.208333333333333E-4 2:5.208333333333333E-4 5:5.208333333333333E-4
AP890315-0217 5:0.5698529411764706 9:0.22181372549019607 16:0.07965686274509803 11:0.04534313725490196 17:0.030637254901960783 15:0.011029411764705883 1:0.011029411764705883 12:0.006127450980392157 8:0.006127450980392157 10:0.006127450980392157 13:0.0012254901960784314 14:0.0012254901960784314 18:0.0012254901960784314 19:0.0012254901960784314 0:0.0012254901960784314 2:0.0012254901960784314 3:0.0012254901960784314 4:0.0012254901960784314 6:0.0012254901960784314 7:0.0012254901960784314
AP890315-0254 7:0.2930424528301887 11:0.20106132075471697 9:0.09964622641509434 17:0.0972877358490566 4:0.0972877358490566 0:0.07370283018867925 16:0.047759433962264154 3:0.024174528301886794 2:0.017099056603773585 15:0.01474056603773585 8:0.01474056603773585 6:0.0076650943396226415 14:0.00294811320754717 1:0.00294811320754717 10:0.00294811320754717 12:5.896226415094339E-4 13:5.896226415094339E-4 18:5.896226415094339E-4 19:5.896226415094339E-4 5:5.896226415094339E-4
AP890315-0263 19:0.6856971153846154 11:0.1424278846153846 14:0.0390625 2:0.0390625 9:0.034254807692307696 7:0.017427884615384616 8:0.012620192307692308 15:0.010216346153846154 3:0.010216346153846154 10:0.0030048076923076925 12:6.009615384615385E-4 13:6.009615384615385E-4 16:6.009615384615385E-4 17:6.009615384615385E-4 18:6.009615384615385E-4 0:6.009615384615385E-4 1:6.009615384615385E-4 4:6.009615384615385E-4 5:6.009615384615385E-4 6:6.009615384615385E-4
AP890316-0016 9:0.27230483271375466 2:0.26858736059479554 19:0.2648698884758364 15:0.09758364312267657 11:0.03438661710037175 10:0.015799256505576207 6:0.012081784386617101 14:0.008364312267657992 17:0.004646840148698885 4:0.004646840148698885 5:0.004646840148698885 8:0.004646840148698885 12:9.293680297397769E-4 13:9.293680297397769E-4 16:9.293680297397769E-4 18:9.293680297397769E-4 0:9.293680297397769E-4 1:9.293680297397769E-4 3:9.293680297397769E-4 7:9.293680297397769E-4
AP890316-0171 14:0.3769592476489028 11:0.3393416927899687 19:0.1042319749216301 9:0.04780564263322884 16:0.022727272727272728 17:0.019592476489028215 8:0.019592476489028215 1:0.013322884012539185 12:0.01018808777429467 0:0.01018808777429467 3:0.01018808777429467 6:0.01018808777429467 13:0.003918495297805642 15:0.003918495297805642 4:0.003918495297805642 18:7.836990595611285E-4 2:7.836990595611285E-4 5:7.836990595611285E-4 7:7.836990595611285E-4 10:7.836990595611285E-4
AP890316-0182 1:0.4993702770780856 2:0.13664987405541562 9:0.13161209068010077 6:0.1265743073047859 11:0.04848866498740554 18:0.020780856423173802 5:0.020780856423173802 13:0.005667506297229219 14:0.0031486146095717885 12:6.297229219143577E-4 15:6.297229219143577E-4 16:6.297229219143577E-4 17:6.297229219143577E-4 19:6.297229219143577E-4 0:6.297229219143577E-4 3:6.297229219143577E-4 4:6.297229219143577E-4 7:6.297229219143577E-4 8:6.297229219143577E-4 10:6.297229219143577E-4
AP890316-0192 0:0.2760989010989011 11:0.24313186813186813 9:0.1717032967032967 8:0.0782967032967033 14:0.07280219780219781 3:0.034340659340659344 15:0.028846153846153848 12:0.017857142857142856 18:0.017857142857142856 4:0.012362637362637362 7:0.012362637362637362 16:0.006868131868131868 17:0.006868131868131868 2:0.006868131868131868 10:0.006868131868131868 13:0.0013736263736263737 19:0.0013736263736263737 1:0.0013736263736263737 5:0.0013736263736263737 6:0.0013736263736263737
AP890317-0074 1:0.5420918367346939 6:0.14923469387755103 2:0.08801020408163265 9:0.0625 11:0.042091836734693876 8:0.036989795918367346 3:0.021683673469387755 4:0.021683673469387755 10:0.021683673469387755 12:0.0012755102040816326 13:0.0012755102040816326 14:0.0012755102040816326 15:0.0012755102040816326 16:0.0012755102040816326 17:0.0012755102040816326 18:0.0012755102040816326 19:0.0012755102040816326 0:0.0012755102040816326 5:0.0012755102040816326 7:0.0012755102040816326
AP890317-0102 1:0.4839622641509434 11:0.1669811320754717 9:0.10660377358490566 16:0.08018867924528301 2:0.07264150943396226 6:0.04245283018867924 7:0.02358490566037736 15:0.0047169811320754715 19:0.0047169811320754715 5:0.0047169811320754715 12:9.433962264150943E-4 13:9.433962264150943E-4 14:9.433962264150943E-4 17:9.433962264150943E-4 18:9.433962264150943E-4 0:9.433962264150943E-4 3:9.433962264150943E-4 4:9.433962264150943E-4 8:9.433962264150943E-4 10:9.433962264150943E-4
AP890317-0155 1:0.5546153846153846 6:0.12692307692307692 9:0.12384615384615384 2:0.11461538461538462 11:0.03461538461538462 4:0.01 13:0.006923076923076923 5:0.006923076923076923 12:0.0038461538461538464 15:0.0038461538461538464 3:0.0038461538461538464 10:0.0038461538461538464 14:7.692307692307692E-4 16:7.692307692307692E-4 17:7.692307692307692E-4 18:7.692307692307692E-4 19:7.692307692307692E-4 0:7.692307692307692E-4 7:7.692307692307692E-4 8:7.692307692307692E-4
AP890318-0048 1:0.6227678571428571 2:0.140625 9:0.10788690476190477 6:0.05431547619047619 11:0.05133928571428571 16:0.003720238095238095 0:0.003720238095238095 4:0.003720238095238095 8:0.003720238095238095 12:7.44047619047619E-4 13:7.44047619047619E-4 14:7.44047619047619E-4 15:7.44047619047619E-4 17:7.44047619047619E-4 18:7.44047619047619E-4 19:7.44047619047619E-4 3:7.44047619047619E-4 5:7.44047619047619E-4 7:7.44047619047619E-4 10:7.44047619047619E-4
AP890318-0051 1:0.5780839895013123 2:0.14238845144356954 9:0.13188976377952755 11:0.0610236220472441 6:0.0557742782152231 18:0.013779527559055118 16:0.005905511811023622 10:0.0032808398950131233 12:6.561679790026247E-4 13:6.561679790026247E-4 14:6.561679790026247E-4 15:6.561679790026247E-4 17:6.561679790026247E-4 19:6.561679790026247E-4 0:6.561679790026247E-4 3:6.561679790026247E-4 4:6.561679790026247E-4 5:6.561679790026247E-4 7:6.561679790026247E-4 8:6.561679790026247E-4
AP890318-0070 1:0.40850515463917525 12:0.18685567010309279 2:0.125 11:0.09922680412371133 0:0.04252577319587629 3:0.04252577319587629 15:0.027061855670103094 6:0.01675257731958763 9:0.01675257731958763 17:0.011597938144329897 19:0.011597938144329897 13:0.001288659793814433 14:0.001288659793814433 16:0.001288659793814433 18:0.001288659793814433 4:0.001288659793814433 5:0.001288659793814433 7:0.001288659793814433 8:0.001288659793814433 10:0.001288659793814433
AP890318-0120 17:0.3092532467532468 5:0.14366883116883117 6:0.14366883116883117 16:0.09821428571428571 7:0.0689935064935065 1:0.0625 9:0.05925324675324675 4:0.036525974025974024 12:0.033279220779220776 0:0.013798701298701298 2:0.010551948051948052 18:0.007305194805194805 3:0.004058441558441558 8:0.004058441558441558 11:8.116883116883117E-4 13:8.116883116883117E-4 14:8.116883116883117E-4 15:8.116883116883117E-4 19:8.116883116883117E-4 10:8.116883116883117E-4
AP890319-0015 1:0.48007246376811596 2:0.20471014492753623 6:0.09601449275362318 12:0.08152173913043478 7:0.04528985507246377 5:0.02355072463768116 11:0.016304347826086956 9:0.016304347826086956 16:0.009057971014492754 0:0.009057971014492754 13:0.0018115942028985507 14:0.0018115942028985507 15:0.0018115942028985507 17:0.0018115942028985507 18:0.0018115942028985507 19:0.0018115942028985507 3:0.0018115942028985507 4:0.0018115942028985507 8:0.0018115942028985507 10:0.0018115942028985507
AP890319-0062 17:0.34978991596638653 16:0.22373949579831934 9:0.10609243697478991 1:0.08508403361344538 5:0.08088235294117647 2:0.051470588235294115 7:0.03046218487394958 6:0.017857142857142856 11:0.01365546218487395 15:0.01365546218487395 0:0.009453781512605041 4:0.005252100840336135 10:0.005252100840336135 12:0.0010504201680672268 13:0.0010504201680672268 14:0.0010504201680672268 18:0.0010504201680672268 19:0.0010504201680672268 3:0.0010504201680672268 8:0.0010504201680672268
AP890320-0003 1:0.4702925045703839 2:0.19972577696526508 6:0.14853747714808044 9:0.090036563071298 11:0.040676416819012795 12:0.015082266910420476 10:0.013254113345521023 14:0.007769652650822669 15:0.004113345521023766 3:0.0022851919561243145 4:0.0022851919561243145 8:0.0022851919561243145 13:4.570383912248629E-4 16:4.570383912248629E-4 17:4.570383912248629E-4 18:4.570383912248629E-4 19:4.570383912248629E-4 0:4.570383912248629E-4 5:4.570383912248629E-4 7:4.570383912248629E-4
AP890320-0026 1:0.43607954545454547 2:0.2372159090909091 6:0.14630681818181818 9:0.10085227272727272 14:0.026988636363636364 12:0.02130681818181818 10:0.011837121212121212 16:0.00615530303030303 15:0.004261363636363636 11:0.0023674242424242425 8:0.0023674242424242425 13:4.734848484848485E-4 17:4.734848484848485E-4 18:4.734848484848485E-4 19:4.734848484848485E-4 0:4.734848484848485E-4 3:4.734848484848485E-4 4:4.734848484848485E-4 5:4.734848484848485E-4 7:4.734848484848485E-4
AP890320-0040 1:0.485 16:0.125 5:0.109 6:0.069 18:0.053 11:0.045 12:0.025 4:0.021 13:0.017 15:0.017 2:0.013 0:0.009 3:0.005 14:0.001 17:0.001 19:0.001 7:0.001 8:0.001 9:0.001 10:0.001
AP890320-0047 19:0.42630597014925375 11:0.20988805970149255 14:0.07555970149253731 2:0.06436567164179105 15:0.06063432835820896 8:0.03451492537313433 7:0.030783582089552237 0:0.027052238805970148 3:0.01585820895522388 10:0.01585820895522388 4:0.012126865671641791 6:0.012126865671641791 12:0.0046641791044776115 17:0.0046641791044776115 13:9.328358208955224E-4 16:9.328358208955224E-4 18:9.328358208955224E-4 1:9.328358208955224E-4 5:9.328358208955224E-4 9:9.328358208955224E-4
AP890320-0217 8:0.17552083333333332 19:0.15885416666666666 9:0.14427083333333332 15:0.10677083333333333 1:0.08177083333333333 6:0.0671875 11:0.06302083333333333 12:0.04635416666666667 2:0.0359375 17:0.03177083333333333 4:0.0234375 14:0.0171875 16:0.013020833333333334 7:0.013020833333333334 18:0.008854166666666666 3:0.0067708333333333336 0:0.0026041666666666665 10:0.0026041666666666665 13:5.208333333333333E-4 5:5.208333333333333E-4
AP890320-0219 8:0.3380681818181818 6:0.12973484848484848 7:0.08049242424242424 19:0.07670454545454546 0:0.07670454545454546 16:0.04261363636363636 11:0.035037878787878785 3:0.035037878787878785 14:0.03125 18:0.03125 9:0.03125 17:0.023674242424242424 4:0.023674242424242424 13:0.019886363636363636 12:0.016098484848484848 15:0.004734848484848485 1:9.46969696969697E-4 2:9.46969696969697E-4 5:9.46969696969697E-4 10:9.46969696969697E-4
AP890321-0017 1:0.4269366197183099 9:0.25088028169014087 11:0.08890845070422536 14:0.07834507042253522 19:0.04665492957746479 13:0.022007042253521125 15:0.018485915492957746 16:0.018485915492957746 18:0.018485915492957746 12:0.014964788732394365 7:0.007922535211267605 17:8.802816901408451E-4 0:8.802816901408451E-4 2:8.802816901408451E-4 3:8.802816901408451E-4 4:8.802816901408451E-4 5:8.802816901408451E-4 6:8.802816901408451E-4 8:8.802816901408451E-4 10:8.802816901408451E-4
AP890322-0043 15:0.3238831615120275 0:0.2345360824742268 9:0.179553264604811 4:0.04896907216494845 14:0.0352233676975945 10:0.0352233676975945 11:0.028350515463917526 5:0.02491408934707904 6:0.02147766323024055 12:0.01804123711340206 3:0.01804123711340206 17:0.011168384879725086 1:0.007731958762886598 13:0.00429553264604811 19:0.00429553264604811 16:8.59106529209622E-4 18:8.59106529209622E-4 2:8.59106529209622E-4 7:8.59106529209622E-4 8:8.59106529209622E-4
AP890322-0045 1:0.4718208092485549 6:0.13078034682080925 2:0.11921965317919075 9:0.078757225433526 16:0.05852601156069364 11:0.04696531791907514 4:0.03829479768786127 7:0.015173410404624277 15:0.00939306358381503 5:0.00939306358381503 13:0.006502890173410405 14:0.006502890173410405 3:0.0036127167630057803 12:7.22543352601156E-4 17:7.22543352601156E-4 18:7.22543352601156E-4 19:7.22543352601156E-4 0:7.22543352601156E-4 8:7.22543352601156E-4 10:7.22543352601156E-4
AP890322-0117 10:0.5425925925925926 9:0.11296296296296296 11:0.10555555555555556 0:0.053703703703703705 2:0.03888888888888889 8:0.03888888888888889 14:0.03148148148148148 13:0.024074074074074074 5:0.024074074074074074 1:0.009259259259259259 12:0.001851851851851852 15:0.001851851851851852 16:0.001851851851851852 17:0.001851851851851852 18:0.001851851851851852 19:0.001851851851851852 3:0.001851851851851852 4:0.001851851851851852 6:0.001851851851851852 7:0.001851851851851852
AP890322-0188 10:0.5267441860465116 9:0.24767441860465117 17:0.0755813953488372 11:0.06162790697674419 7:0.019767441860465116 12:0.015116279069767442 16:0.015116279069767442 2:0.010465116279069767 5:0.010465116279069767 14:0.005813953488372093 13:0.0011627906976744186 15:0.0011627906976744186 18:0.0011627906976744186 19:0.0011627906976744186 0:0.0011627906976744186 1:0.0011627906976744186 3:0.0011627906976744186 4:0.0011627906976744186 6:0.0011627906976744186 8:0.0011627906976744186
AP890322-0241 1:0.3714080459770115 6:0.16451149425287356 9:0.13290229885057472 2:0.10704022988505747 10:0.05531609195402299 0:0.04382183908045977 7:0.029454022988505746 11:0.02658045977011494 18:0.023706896551724137 16:0.015086206896551725 14:0.01221264367816092 17:0.009339080459770116 12:0.0035919540229885057 13:7.183908045977011E-4 15:7.183908045977011E-4 19:7.183908045977011E-4 3:7.183908045977011E-4 4:7.183908045977011E-4 5:7.183908045977011E-4 8:7.183908045977011E-4
AP890322-0275 19:0.5176923076923077 11:0.22538461538461538 16:0.06538461538461539 7:0.05615384615384615 2:0.04692307692307692 9:0.022307692307692306 17:0.019230769230769232 4:0.016153846153846154 15:0.006923076923076923 6:0.006923076923076923 12:0.0038461538461538464 14:0.0038461538461538464 18:0.0038461538461538464 13:7.692307692307692E-4 0:7.692307692307692E-4 1:7.692307692307692E-4 3:7.692307692307692E-4 5:7.692307692307692E-4 8:7.692307692307692E-4 10:7.692307692307692E-4
AP890323-0146 0:0.285 14:0.185 7:0.165 11:0.065 3:0.065 4:0.045 6:0.045 8:0.045 1:0.025 9:0.025 12:0.005 13:0.005 15:0.005 16:0.005 17:0.005 18:0.005 19:0.005 2:0.005 5:0.005 10:0.005
AP890324-0040 1:0.5031914893617021 9:0.12872340425531914 11:0.09468085106382979 2:0.09468085106382979 12:0.047872340425531915 14:0.043617021276595745 4:0.018085106382978722 6:0.018085106382978722 15:0.013829787234042552 10:0.013829787234042552 13:0.009574468085106383 0:0.005319148936170213 16:0.0010638297872340426 17:0.0010638297872340426 18:0.0010638297872340426 19:0.0010638297872340426 3:0.0010638297872340426 5:0.0010638297872340426 7:0.0010638297872340426 8:0.0010638297872340426
AP890324-0128 16:0.47897196261682246 5:0.1985981308411215 6:0.08644859813084112 1:0.07710280373831775 13:0.06775700934579439 12:0.030373831775700934 9:0.030373831775700934 11:0.002336448598130841 14:0.002336448598130841 15:0.002336448598130841 17:0.002336448598130841 18:0.002336448598130841 19:0.002336448598130841 0:0.002336448598130841 2:0.002336448598130841 3:0.002336448598130841 4:0.002336448598130841 7:0.002336448598130841 8:0.002336448598130841 10:0.002336448598130841
AP890324-0161 7:0.3572727272727273 14:0.12090909090909091 15:0.11363636363636363 9:0.11363636363636363 3:0.07 17:0.06272727272727273 11:0.04818181818181818 0:0.03363636363636364 18:0.019090909090909092 16:0.015454545454545455 4:0.015454545454545455 13:0.008181818181818182 5:0.008181818181818182 1:0.004545454545454545 10:0.004545454545454545 12:9.090909090909091E-4 19:9.090909090909091E-4 2:9.090909090909091E-4 6:9.090909090909091E-4 8:9.090909090909091E-4
AP890327-0016 17:0.341 16:0.185 5:0.153 9:0.129 11:0.033 13:0.029 1:0.029 7:0.025 2:0.021 10:0.021 6:0.017 8:0.009 12:0.001 14:0.001 15:0.001 18:0.001 19:0.001 0:0.001 3:0.001 4:0.001
AP890328-0076 19:0.40376106194690264 2:0.16924778761061948 14:0.14712389380530974 9:0.06747787610619468 15:0.0586283185840708 11:0.049778761061946904 0:0.049778761061946904 3:0.023230088495575223 6:0.018805309734513276 12:0.0011061946902654867 13:0.0011061946902654867 16:0.0011061946902654867 17:0.0011061946902654867 18:0.0011061946902654867 1:0.0011061946902654867 4:0.0011061946902654867 5:0.0011061946902654867 7:0.0011061946902654867 8:0.0011061946902654867 10:0.0011061946902654867
AP890328-0172 6:0.2906091370558376 5:0.18908629441624367 16:0.11294416243654823 11:0.10786802030456853 2:0.07233502538071065 9:0.06218274111675127 1:0.05710659898477157 7:0.03680203045685279 18:0.0266497461928934 15:0.01649746192893401 12:0.011421319796954314 14:0.006345177664974619 13:0.0012690355329949238 17:0.0012690355329949238 19:0.0012690355329949238 0:0.0012690355329949238 3:0.0012690355329949238 4:0.0012690355329949238 8:0.0012690355329949238 10:0.0012690355329949238
AP890329-0003 19:0.33565737051792827 2:0.27589641434262946 14:0.09262948207171315 11:0.07669322709163347 9:0.04880478087649402 0:0.044820717131474105 15:0.02888446215139442 3:0.02888446215139442 6:0.0249003984063745 8:0.01693227091633466 17:0.008964143426294821 16:0.0049800796812749 1:0.0049800796812749 12:9.9601593625498E-4 13:9.9601593625498E-4 18:9.9601593625498E-4 4:9.9601593625498E-4 5:9.9601593625498E-4 7:9.9601593625498E-4 10:9.9601593625498E-4
AP890329-0009 8:0.32806691449814124 11:0.2648698884758364 14:0.13475836431226765 19:0.07156133828996282 4:0.06784386617100371 9:0.06784386617100371 17:0.019516728624535316 18:0.019516728624535316 12:0.008364312267657992 15:0.004646840148698885 7:0.004646840148698885 13:9.293680297397769E-4 16:9.293680297397769E-4 0:9.293680297397769E-4 1:9.293680297397769E-4 2:9.293680297397769E-4 3:9.293680297397769E-4 5:9.293680297397769E-4 6:9.293680297397769E-4 10:9.293680297397769E-4
AP890329-0022 15:0.4855555555555556 4:0.2588888888888889 19:0.10333333333333333 14:0.09 7:0.01888888888888889 9:0.01 12:0.005555555555555556 0:0.005555555555555556 5:0.005555555555555556 8:0.005555555555555556 11:0.0011111111111111111 13:0.0011111111111111111 16:0.0011111111111111111 17:0.0011111111111111111 18:0.0011111111111111111 1:0.0011111111111111111 2:0.0011111111111111111 3:0.0011111111111111111 6:0.0011111111111111111 10:0.0011111111111111111
AP890329-0124 19:0.5408291457286433 11:0.10113065326633165 14:0.08605527638190955 2:0.06595477386934673 3:0.05841708542713568 9:0.05841708542713568 7:0.04585427135678392 15:0.0207286432160804 5:0.005653266331658292 8:0.005653266331658292 1:0.00314070351758794 10:0.00314070351758794 12:6.28140703517588E-4 13:6.28140703517588E-4 16:6.28140703517588E-4 17:6.28140703517588E-4 18:6.28140703517588E-4 0:6.28140703517588E-4 4:6.28140703517588E-4 6:6.28140703517588E-4
AP890330-0040 4:0.43306010928961747 9:0.13797814207650272 18:0.12704918032786885 6:0.1051912568306011 11:0.06147540983606557 3:0.06147540983606557 14:0.023224043715846996 0:0.017759562841530054 13:0.006830601092896175 16:0.006830601092896175 1:0.006830601092896175 12:0.001366120218579235 15:0.001366120218579235 17:0.001366120218579235 19:0.001366120218579235 2:0.001366120218579235 5:0.001366120218579235 7:0.001366120218579235 8:0.001366120218579235 10:0.001366120218579235
AP890330-0168 14:0.2767857142857143 19:0.21726190476190477 0:0.19345238095238096 9:0.11011904761904762 3:0.0625 8:0.050595238095238096 11:0.01488095238095238 15:0.01488095238095238 1:0.01488095238095238 4:0.01488095238095238 12:0.002976190476190476 13:0.002976190476190476 16:0.002976190476190476 17:0.002976190476190476 18:0.002976190476190476 2:0.002976190476190476 5:0.002976190476190476 6:0.002976190476190476 7:0.002976190476190476 10:0.002976190476190476
AP890330-0172 8:0.3382936507936508 16:0.17162698412698413 11:0.13194444444444445 9:0.0882936507936508 17:0.06448412698412699 15:0.05257936507936508 12:0.044642857142857144 7:0.03670634920634921 3:0.016865079365079364 1:0.008928571428571428 4:0.008928571428571428 6:0.008928571428571428 10:0.008928571428571428 18:0.00496031746031746 19:0.00496031746031746 5:0.00496031746031746 13:9.92063492063492E-4 14:9.92063492063492E-4 0:9.92063492063492E-4 2:9.92063492063492E-4
AP890330-0198 12:0.48975409836065575 5:0.20833333333333334 2:0.16188524590163936 16:0.0471311475409836 17:0.0471311475409836 18:0.022540983606557378 19:0.008879781420765027 15:0.0034153005464480873 3:0.0034153005464480873 11:6.830601092896175E-4 13:6.830601092896175E-4 14:6.830601092896175E-4 0:6.830601092896175E-4 1:6.830601092896175E-4 4:6.830601092896175E-4 6:6.830601092896175E-4 7:6.830601092896175E-4 8:6.830601092896175E-4 9:6.830601092896175E-4 10:6.830601092896175E-4
AP890401-0011 19:0.1884328358208955 11:0.166044776119403 15:0.15111940298507462 3:0.11380597014925373 7:0.09888059701492537 17:0.0914179104477612 14:0.054104477611940295 16:0.03171641791044776 6:0.03171641791044776 4:0.016791044776119403 12:0.009328358208955223 0:0.009328358208955223 1:0.009328358208955223 2:0.009328358208955223 8:0.009328358208955223 13:0.0018656716417910447 18:0.0018656716417910447 5:0.0018656716417910447 9:0.0018656716417910447 10:0.0018656716417910447
AP890401-0061 1:0.3607456140350877 4:0.18092105263157895 9:0.14583333333333334 6:0.11513157894736842 18:0.0581140350877193 16:0.044956140350877194 10:0.03618421052631579 8:0.023026315789473683 12:0.01425438596491228 3:0.009868421052631578 11:0.0010964912280701754 13:0.0010964912280701754 14:0.0010964912280701754 15:0.0010964912280701754 17:0.0010964912280701754 19:0.0010964912280701754 0:0.0010964912280701754 2:0.0010964912280701754 5:0.0010964912280701754 7:0.0010964912280701754
AP890403-0024 1:0.2845873786407767 5:0.18507281553398058 9:0.16808252427184467 10:0.09526699029126214 6:0.08798543689320389 0:0.041868932038834954 8:0.03944174757281554 18:0.037014563106796114 2:0.01516990291262136 11:0.012742718446601941 12:0.012742718446601941 16:0.007888349514563107 4:0.0054611650485436895 14:0.003033980582524272 13:6.067961165048543E-4 15:6.067961165048543E-4 17:6.067961165048543E-4 19:6.067961165048543E-4 3:6.067961165048543E-4 7:6.067961165048543E-4
AP890403-0042 17:0.26533742331288346 5:0.2223926380368098 9:0.21625766871165644 4:0.09355828220858896 6:0.06288343558282208 2:0.05061349693251534 11:0.04447852760736196 18:0.013803680981595092 1:0.013803680981595092 12:0.0015337423312883436 13:0.0015337423312883436 14:0.0015337423312883436 15:0.0015337423312883436 16:0.0015337423312883436 19:0.0015337423312883436 0:0.0015337423312883436 3:0.0015337423312883436 7:0.0015337423312883436 8:0.0015337423312883436 10:0.0015337423312883436
AP890404-0038 5:0.5215163934426229 12:0.11987704918032786 11:0.11168032786885246 9:0.09528688524590163 16:0.042008196721311473 3:0.025614754098360656 8:0.025614754098360656 14:0.017418032786885244 0:0.017418032786885244 2:0.009221311475409836 18:0.005122950819672131 13:0.0010245901639344263 15:0.0010245901639344263 17:0.0010245901639344263 19:0.0010245901639344263 1:0.0010245901639344263 4:0.0010245901639344263 6:0.0010245901639344263 7:0.0010245901639344263 10:0.0010245901639344263
AP890404-0116 1:0.4104651162790698 5:0.2058139534883721 9:0.0941860465116279 10:0.08953488372093023 6:0.05232558139534884 18:0.03837209302325582 15:0.029069767441860465 16:0.02441860465116279 8:0.019767441860465116 13:0.010465116279069767 14:0.010465116279069767 19:0.005813953488372093 11:0.0011627906976744186 12:0.0011627906976744186 17:0.0011627906976744186 0:0.0011627906976744186 2:0.0011627906976744186 3:0.0011627906976744186 4:0.0011627906976744186 7:0.0011627906976744186
AP890405-0139 7:0.3991002570694087 19:0.2705655526992288 11:0.15745501285347044 9:0.05462724935732648 4:0.02634961439588689 14:0.021208226221079693 6:0.016066838046272493 8:0.013496143958868894 0:0.010925449871465296 1:0.010925449871465296 16:0.008354755784061696 3:0.003213367609254499 10:0.003213367609254499 12:6.426735218508997E-4 13:6.426735218508997E-4 15:6.426735218508997E-4 17:6.426735218508997E-4 18:6.426735218508997E-4 2:6.426735218508997E-4 5:6.426735218508997E-4
AP890405-0142 14:0.6746575342465754 9:0.08561643835616438 12:0.05821917808219178 15:0.05821917808219178 17:0.030821917808219176 16:0.017123287671232876 0:0.017123287671232876 4:0.017123287671232876 11:0.003424657534246575 13:0.003424657534246575 18:0.003424657534246575 19:0.003424657534246575 1:0.003424657534246575 2:0.003424657534246575 3:0.003424657534246575 5:0.003424657534246575 6:0.003424657534246575 7:0.003424657534246575 8:0.003424657534246575 10:0.003424657534246575
AP890405-0169 4:0.5858974358974359 15:0.12435897435897436 9:0.1141025641025641 3:0.06794871794871794 18:0.03205128205128205 0:0.011538461538461539 6:0.011538461538461539 8:0.011538461538461539 13:0.00641025641025641 16:0.00641025641025641 1:0.00641025641025641 2:0.00641025641025641 7:0.00641025641025641 11:0.001282051282051282 12:0.001282051282051282 14:0.001282051282051282 17:0.001282051282051282 19:0.001282051282051282 5:0.001282051282051282 10:0.001282051282051282
AP890406-0096 9:0.2718253968253968 14:0.1527777777777778 19:0.14484126984126985 8:0.12103174603174603 15:0.07341269841269842 11:0.06547619047619048 13:0.03373015873015873 6:0.03373015873015873 0:0.025793650793650792 10:0.025793650793650792 18:0.017857142857142856 1:0.00992063492063492 5:0.00992063492063492 12:0.001984126984126984 16:0.001984126984126984 17:0.001984126984126984 2:0.001984126984126984 3:0.001984126984126984 4:0.001984126984126984 7:0.001984126984126984
AP890406-0102 10:0.530940594059406 9:0.2042079207920792 16:0.10024752475247525 11:0.07549504950495049 14:0.02103960396039604 19:0.01608910891089109 18:0.011138613861386138 1:0.011138613861386138 13:0.006188118811881188 15:0.006188118811881188 0:0.006188118811881188 12:0.0012376237623762376 17:0.0012376237623762376 2:0.0012376237623762376 3:0.0012376237623762376 4:0.0012376237623762376 5:0.0012376237623762376 6:0.0012376237623762376 7:0.0012376237623762376 8:0.0012376237623762376
AP890406-0168 15:0.6413043478260869 19:0.10375494071146245 11:0.0800395256916996 9:0.04841897233201581 4:0.03260869565217391 14:0.016798418972332016 0:0.016798418972332016 12:0.012845849802371542 2:0.012845849802371542 3:0.012845849802371542 13:0.004940711462450593 1:0.004940711462450593 7:0.004940711462450593 16:9.881422924901185E-4 17:9.881422924901185E-4 18:9.881422924901185E-4 5:9.881422924901185E-4 6:9.881422924901185E-4 8:9.881422924901185E-4 10:9.881422924901185E-4
