AP890101-0002 0:0.32002457002457 16:0.2905405405405405 12:0.08415233415233415 17:0.07186732186732187 11:0.057125307125307126 10:0.03992628992628992 5:0.032555282555282554 18:0.02764127764127764 19:0.02764127764127764 2:0.017813267813267815 4:0.007985257985257985 1:0.005528255528255528 8:0.005528255528255528 3:0.003071253071253071 6:0.003071253071253071 9:0.003071253071253071 13:6.142506142506142E-4 14:6.142506142506142E-4 15:6.142506142506142E-4 7:6.142506142506142E-4
AP890217-0142 1:0.29682779456193353 16:0.28172205438066467 6:0.1216012084592145 4:0.10045317220543806 3:0.0581570996978852 10:0.05513595166163142 17:0.033987915407854986 11:0.02190332326283988 15:0.006797583081570997 5:0.006797583081570997 7:0.006797583081570997 9:0.0037764350453172208 12:7.552870090634441E-4 13:7.552870090634441E-4 14:7.552870090634441E-4 18:7.552870090634441E-4 19:7.552870090634441E-4 0:7.552870090634441E-4 2:7.552870090634441E-4 8:7.552870090634441E-4
AP890217-0192 0:0.30657894736842106 16:0.18026315789473685 13:0.15921052631578947 6:0.14342105263157895 19:0.13815789473684212 12:0.03289473684210526 15:0.017105263157894738 11:0.006578947368421052 14:0.0013157894736842105 17:0.0013157894736842105 18:0.0013157894736842105 1:0.0013157894736842105 2:0.0013157894736842105 3:0.0013157894736842105 4:0.0013157894736842105 5:0.0013157894736842105 7:0.0013157894736842105 8:0.0013157894736842105 9:0.0013157894736842105 10:0.0013157894736842105
AP890219-0002 14:0.3480960264900662 16:0.31829470198675497 1:0.2007450331125828 6:0.09809602649006623 9:0.013658940397350994 4:0.00869205298013245 5:0.0037251655629139072 8:0.0037251655629139072 11:4.139072847682119E-4 12:4.139072847682119E-4 13:4.139072847682119E-4 15:4.139072847682119E-4 17:4.139072847682119E-4 18:4.139072847682119E-4 19:4.139072847682119E-4 0:4.139072847682119E-4 2:4.139072847682119E-4 3:4.139072847682119E-4 7:4.139072847682119E-4 10:4.139072847682119E-4
AP890219-0032 10:0.35 9:0.20333333333333334 16:0.16333333333333333 2:0.07 11:0.056666666666666664 7:0.043333333333333335 13:0.03 12:0.016666666666666666 19:0.016666666666666666 8:0.016666666666666666 14:0.0033333333333333335 15:0.0033333333333333335 17:0.0033333333333333335 18:0.0033333333333333335 0:0.0033333333333333335 1:0.0033333333333333335 3:0.0033333333333333335 4:0.0033333333333333335 5:0.0033333333333333335 6:0.0033333333333333335
AP890219-0052 5:0.7708333333333334 3:0.15416666666666667 16:0.024166666666666666 11:0.010833333333333334 1:0.010833333333333334 18:0.0075 2:0.0075 15:0.004166666666666667 12:8.333333333333334E-4 13:8.333333333333334E-4 14:8.333333333333334E-4 17:8.333333333333334E-4 19:8.333333333333334E-4 0:8.333333333333334E-4 4:8.333333333333334E-4 6:8.333333333333334E-4 7:8.333333333333334E-4 8:8.333333333333334E-4 9:8.333333333333334E-4 10:8.333333333333334E-4
AP890219-0079 10:0.6607883817427386 3:0.12966804979253113 16:0.10477178423236515 5:0.04253112033195021 15:0.021784232365145227 11:0.00933609958506224 1:0.00933609958506224 13:0.005186721991701245 18:0.005186721991701245 12:0.001037344398340249 14:0.001037344398340249 17:0.001037344398340249 19:0.001037344398340249 0:0.001037344398340249 2:0.001037344398340249 4:0.001037344398340249 6:0.001037344398340249 7:0.001037344398340249 8:0.001037344398340249 9:0.001037344398340249
AP890219-0092 5:0.7508445945945946 3:0.15287162162162163 16:0.04814189189189189 12:0.007601351351351352 19:0.007601351351351352 6:0.007601351351351352 11:0.004222972972972973 15:0.004222972972972973 2:0.004222972972972973 10:0.004222972972972973 13:8.445945945945946E-4 14:8.445945945945946E-4 17:8.445945945945946E-4 18:8.445945945945946E-4 0:8.445945945945946E-4 1:8.445945945945946E-4 4:8.445945945945946E-4 7:8.445945945945946E-4 8:8.445945945945946E-4 9:8.445945945945946E-4
AP890220-0115 10:0.5718181818181818 3:0.19727272727272727 16:0.07363636363636364 9:0.07 5:0.03727272727272727 12:0.008181818181818182 14:0.008181818181818182 7:0.008181818181818182 13:0.004545454545454545 15:0.004545454545454545 2:0.004545454545454545 8:0.004545454545454545 11:9.090909090909091E-4 17:9.090909090909091E-4 18:9.090909090909091E-4 19:9.090909090909091E-4 0:9.090909090909091E-4 1:9.090909090909091E-4 4:9.090909090909091E-4 6:9.090909090909091E-4
AP890220-0125 13:0.28078358208955223 11:0.20242537313432835 16:0.14272388059701493 2:0.11287313432835822 4:0.08675373134328358 3:0.0457089552238806 0:0.04197761194029851 7:0.030783582089552237 5:0.01958955223880597 9:0.01585820895522388 8:0.008395522388059701 1:0.0046641791044776115 12:9.328358208955224E-4 14:9.328358208955224E-4 15:9.328358208955224E-4 17:9.328358208955224E-4 18:9.328358208955224E-4 19:9.328358208955224E-4 6:9.328358208955224E-4 10:9.328358208955224E-4
AP890221-0012 19:0.3490990990990991 1:0.19594594594594594 16:0.1388888888888889 10:0.06981981981981981 3:0.05780780780780781 4:0.048798798798798795 6:0.0457957957957958 11:0.024774774774774775 17:0.02177177177177177 15:0.01876876876876877 9:0.015765765765765764 14:0.006756756756756757 12:7.507507507507507E-4 13:7.507507507507507E-4 18:7.507507507507507E-4 0:7.507507507507507E-4 2:7.507507507507507E-4 5:7.507507507507507E-4 7:7.507507507507507E-4 8:7.507507507507507E-4
AP890221-0171 10:0.25 7:0.23596491228070177 9:0.1412280701754386 1:0.11666666666666667 16:0.10614035087719298 11:0.05350877192982456 2:0.02543859649122807 5:0.014912280701754385 12:0.011403508771929825 6:0.011403508771929825 14:0.007894736842105263 17:0.007894736842105263 19:0.0043859649122807015 3:0.0043859649122807015 4:0.0043859649122807015 13:8.771929824561404E-4 15:8.771929824561404E-4 18:8.771929824561404E-4 0:8.771929824561404E-4 8:8.771929824561404E-4
AP890221-0271 4:0.6607142857142857 11:0.08088235294117647 16:0.07247899159663866 19:0.04726890756302521 9:0.0430672268907563 0:0.03046218487394958 1:0.017857142857142856 14:0.01365546218487395 7:0.009453781512605041 13:0.005252100840336135 17:0.005252100840336135 8:0.005252100840336135 12:0.0010504201680672268 15:0.0010504201680672268 18:0.0010504201680672268 2:0.0010504201680672268 3:0.0010504201680672268 5:0.0010504201680672268 6:0.0010504201680672268 10:0.0010504201680672268
AP890222-0087 3:0.2627388535031847 9:0.2627388535031847 16:0.160828025477707 17:0.0589171974522293 11:0.04617834394904458 14:0.04617834394904458 1:0.03343949044585987 4:0.027070063694267517 5:0.027070063694267517 7:0.027070063694267517 8:0.020700636942675158 12:0.007961783439490446 10:0.007961783439490446 13:0.0015923566878980893 15:0.0015923566878980893 18:0.0015923566878980893 19:0.0015923566878980893 0:0.0015923566878980893 2:0.0015923566878980893 6:0.0015923566878980893
AP890222-0135 19:0.2610294117647059 7:0.23651960784313725 2:0.1875 16:0.06495098039215687 0:0.05024509803921569 3:0.04044117647058824 14:0.03553921568627451 10:0.03553921568627451 6:0.030637254901960783 9:0.030637254901960783 1:0.006127450980392157 4:0.006127450980392157 5:0.006127450980392157 11:0.0012254901960784314 12:0.0012254901960784314 13:0.0012254901960784314 15:0.0012254901960784314 17:0.0012254901960784314 18:0.0012254901960784314 8:0.0012254901960784314
AP890222-0230 15:0.32381889763779526 16:0.3001968503937008 5:0.09153543307086615 6:0.09153543307086615 0:0.04429133858267716 12:0.03641732283464567 18:0.028543307086614175 19:0.028543307086614175 11:0.01673228346456693 3:0.01673228346456693 7:0.008858267716535433 9:0.004921259842519685 13:9.84251968503937E-4 14:9.84251968503937E-4 17:9.84251968503937E-4 1:9.84251968503937E-4 2:9.84251968503937E-4 4:9.84251968503937E-4 8:9.84251968503937E-4 10:9.84251968503937E-4
AP890223-0103 7:0.46207865168539325 9:0.19803370786516855 10:0.15870786516853932 11:0.08567415730337079 16:0.0351123595505618 5:0.023876404494382022 13:0.007022471910112359 14:0.007022471910112359 17:0.007022471910112359 12:0.0014044943820224719 15:0.0014044943820224719 18:0.0014044943820224719 19:0.0014044943820224719 0:0.0014044943820224719 1:0.0014044943820224719 2:0.0014044943820224719 3:0.0014044943820224719 4:0.0014044943820224719 6:0.0014044943820224719 8:0.0014044943820224719
AP890223-0199 7:0.5266798418972332 9:0.13142292490118576 10:0.11561264822134387 16:0.0958498023715415 17:0.02865612648221344 4:0.016798418972332016 11:0.012845849802371542 14:0.012845849802371542 1:0.012845849802371542 6:0.012845849802371542 13:0.008893280632411068 15:0.008893280632411068 8:0.008893280632411068 12:9.881422924901185E-4 18:9.881422924901185E-4 19:9.881422924901185E-4 0:9.881422924901185E-4 2:9.881422924901185E-4 3:9.881422924901185E-4 5:9.881422924901185E-4
AP890224-0008 2:0.5572916666666666 19:0.11284722222222222 16:0.0920138888888889 15:0.078125 7:0.043402777777777776 3:0.022569444444444444 11:0.015625 13:0.015625 8:0.015625 9:0.015625 10:0.015625 12:0.001736111111111111 14:0.001736111111111111 17:0.001736111111111111 18:0.001736111111111111 0:0.001736111111111111 1:0.001736111111111111 4:0.001736111111111111 5:0.001736111111111111 6:0.001736111111111111
AP890224-0206 15:0.4548780487804878 16:0.14268292682926828 5:0.14268292682926828 3:0.10853658536585366 2:0.07926829268292683 7:0.03536585365853658 17:0.015853658536585366 11:0.006097560975609756 12:0.0012195121951219512 13:0.0012195121951219512 14:0.0012195121951219512 18:0.0012195121951219512 19:0.0012195121951219512 0:0.0012195121951219512 1:0.0012195121951219512 4:0.0012195121951219512 6:0.0012195121951219512 8:0.0012195121951219512 9:0.0012195121951219512 10:0.0012195121951219512
AP890224-0269 6:0.2835648148148148 1:0.2326388888888889 16:0.16782407407407407 7:0.07523148148148148 2:0.07060185185185185 12:0.06597222222222222 0:0.03356481481481482 11:0.024305555555555556 19:0.024305555555555556 14:0.010416666666666666 13:0.0011574074074074073 15:0.0011574074074074073 17:0.0011574074074074073 18:0.0011574074074074073 3:0.0011574074074074073 4:0.0011574074074074073 5:0.0011574074074074073 8:0.0011574074074074073 9:0.0011574074074074073 10:0.0011574074074074073
AP890227-0278 17:0.560064935064935 2:0.17045454545454544 16:0.07954545454545454 8:0.05357142857142857 18:0.03409090909090909 19:0.027597402597402596 6:0.027597402597402596 10:0.021103896103896104 4:0.008116883116883116 11:0.0016233766233766235 12:0.0016233766233766235 13:0.0016233766233766235 14:0.0016233766233766235 15:0.0016233766233766235 0:0.0016233766233766235 1:0.0016233766233766235 3:0.0016233766233766235 5:0.0016233766233766235 7:0.0016233766233766235 9:0.0016233766233766235
AP890227-0326 12:0.2718253968253968 10:0.23214285714285715 4:0.21626984126984128 17:0.08928571428571429 13:0.07341269841269842 16:0.057539682539682536 9:0.025793650793650792 2:0.00992063492063492 11:0.001984126984126984 14:0.001984126984126984 15:0.001984126984126984 18:0.001984126984126984 19:0.001984126984126984 0:0.001984126984126984 1:0.001984126984126984 3:0.001984126984126984 5:0.001984126984126984 6:0.001984126984126984 7:0.001984126984126984 8:0.001984126984126984
AP890228-0029 15:0.5338397790055248 5:0.2272099447513812 16:0.08632596685082873 9:0.05041436464088398 8:0.0393646408839779 18:0.022790055248618785 1:0.011740331491712707 14:0.006215469613259668 17:0.006215469613259668 12:0.003453038674033149 13:0.003453038674033149 6:0.003453038674033149 11:6.906077348066298E-4 19:6.906077348066298E-4 0:6.906077348066298E-4 2:6.906077348066298E-4 3:6.906077348066298E-4 4:6.906077348066298E-4 7:6.906077348066298E-4 10:6.906077348066298E-4
AP890228-0099 9:0.25 1:0.15225563909774437 3:0.14473684210526316 16:0.12218045112781954 18:0.08458646616541353 12:0.046992481203007516 15:0.046992481203007516 5:0.046992481203007516 2:0.039473684210526314 11:0.016917293233082706 13:0.016917293233082706 4:0.009398496240601503 6:0.009398496240601503 14:0.0018796992481203006 17:0.0018796992481203006 19:0.0018796992481203006 0:0.0018796992481203006 7:0.0018796992481203006 8:0.0018796992481203006 10:0.0018796992481203006
AP890228-0134 1:0.6357142857142857 16:0.16142857142857142 11:0.041428571428571426 13:0.041428571428571426 6:0.03571428571428571 19:0.024285714285714285 0:0.012857142857142857 7:0.012857142857142857 17:0.007142857142857143 8:0.007142857142857143 9:0.007142857142857143 12:0.0014285714285714286 14:0.0014285714285714286 15:0.0014285714285714286 18:0.0014285714285714286 2:0.0014285714285714286 3:0.0014285714285714286 4:0.0014285714285714286 5:0.0014285714285714286 10:0.0014285714285714286
AP890228-0139 4:0.38466666666666666 13:0.19266666666666668 11:0.16866666666666666 15:0.11533333333333333 16:0.054 1:0.035333333333333335 19:0.027333333333333334 17:0.011333333333333334 14:0.0033333333333333335 12:6.666666666666666E-4 18:6.666666666666666E-4 0:6.666666666666666E-4 2:6.666666666666666E-4 3:6.666666666666666E-4 5:6.666666666666666E-4 6:6.666666666666666E-4 7:6.666666666666666E-4 8:6.666666666666666E-4 9:6.666666666666666E-4 10:6.666666666666666E-4
AP890228-0203 14:0.32853982300884954 3:0.2975663716814159 16:0.11172566371681415 0:0.06305309734513274 13:0.03650442477876106 7:0.02765486725663717 12:0.023230088495575223 9:0.023230088495575223 11:0.018805309734513276 5:0.018805309734513276 10:0.018805309734513276 4:0.00995575221238938 6:0.00995575221238938 19:0.0055309734513274336 15:0.0011061946902654867 17:0.0011061946902654867 18:0.0011061946902654867 1:0.0011061946902654867 2:0.0011061946902654867 8:0.0011061946902654867
AP890228-0243 12:0.5183397683397684 18:0.22104247104247104 16:0.10521235521235521 6:0.0472972972972973 1:0.03571428571428571 4:0.02027027027027027 9:0.012548262548262547 11:0.008687258687258687 2:0.008687258687258687 10:0.008687258687258687 5:0.004826254826254826 13:9.652509652509653E-4 14:9.652509652509653E-4 15:9.652509652509653E-4 17:9.652509652509653E-4 19:9.652509652509653E-4 0:9.652509652509653E-4 3:9.652509652509653E-4 7:9.652509652509653E-4 8:9.652509652509653E-4
AP890301-0266 10:0.28463855421686746 12:0.26656626506024095 13:0.17620481927710843 16:0.09186746987951808 6:0.09186746987951808 15:0.03765060240963856 19:0.025602409638554216 11:0.007530120481927711 14:0.0015060240963855422 17:0.0015060240963855422 18:0.0015060240963855422 0:0.0015060240963855422 1:0.0015060240963855422 2:0.0015060240963855422 3:0.0015060240963855422 4:0.0015060240963855422 5:0.0015060240963855422 7:0.0015060240963855422 8:0.0015060240963855422 9:0.0015060240963855422
AP890301-0280 12:0.5026595744680851 16:0.14095744680851063 0:0.1196808510638298 13:0.05585106382978723 6:0.04521276595744681 10:0.034574468085106384 1:0.023936170212765957 14:0.013297872340425532 18:0.013297872340425532 19:0.013297872340425532 4:0.013297872340425532 11:0.0026595744680851063 15:0.0026595744680851063 17:0.0026595744680851063 2:0.0026595744680851063 3:0.0026595744680851063 5:0.0026595744680851063 7:0.0026595744680851063 8:0.0026595744680851063 9:0.0026595744680851063
AP890301-0306 12:0.40675675675675677 16:0.21216216216216216 0:0.13648648648648648 14:0.0445945945945946 18:0.0445945945945946 13:0.033783783783783786 19:0.02837837837837838 10:0.02837837837837838 1:0.01756756756756757 6:0.01756756756756757 4:0.012162162162162163 7:0.006756756756756757 11:0.0013513513513513514 15:0.0013513513513513514 17:0.0013513513513513514 2:0.0013513513513513514 3:0.0013513513513513514 5:0.0013513513513513514 8:0.0013513513513513514 9:0.0013513513513513514
AP890302-0078 19:0.2537037037037037 16:0.21666666666666667 4:0.1648148148148148 3:0.07592592592592592 13:0.06851851851851852 1:0.06851851851851852 5:0.046296296296296294 14:0.024074074074074074 0:0.016666666666666666 6:0.016666666666666666 9:0.016666666666666666 8:0.009259259259259259 10:0.009259259259259259 11:0.001851851851851852 12:0.001851851851851852 15:0.001851851851851852 17:0.001851851851851852 18:0.001851851851851852 2:0.001851851851851852 7:0.001851851851851852
AP890302-0143 8:0.43225190839694655 16:0.3062977099236641 1:0.11545801526717557 7:0.039122137404580155 5:0.03148854961832061 19:0.02385496183206107 12:0.012404580152671756 6:0.012404580152671756 9:0.012404580152671756 0:0.004770992366412214 11:9.541984732824427E-4 13:9.541984732824427E-4 14:9.541984732824427E-4 15:9.541984732824427E-4 17:9.541984732824427E-4 18:9.541984732824427E-4 2:9.541984732824427E-4 3:9.541984732824427E-4 4:9.541984732824427E-4 10:9.541984732824427E-4
AP890303-0113 14:0.5144230769230769 18:0.16185897435897437 9:0.14262820512820512 16:0.06570512820512821 7:0.04006410256410257 5:0.027243589743589744 15:0.008012820512820512 19:0.008012820512820512 2:0.008012820512820512 3:0.008012820512820512 11:0.0016025641025641025 12:0.0016025641025641025 13:0.0016025641025641025 17:0.0016025641025641025 0:0.0016025641025641025 1:0.0016025641025641025 4:0.0016025641025641025 6:0.0016025641025641025 8:0.0016025641025641025 10:0.0016025641025641025
AP890303-0161 1:0.7484984984984985 16:0.1629129129129129 9:0.02177177177177177 19:0.01876876876876877 3:0.015765765765765764 18:0.006756756756756757 4:0.006756756756756757 13:0.0037537537537537537 7:0.0037537537537537537 10:0.0037537537537537537 11:7.507507507507507E-4 12:7.507507507507507E-4 14:7.507507507507507E-4 15:7.507507507507507E-4 17:7.507507507507507E-4 0:7.507507507507507E-4 2:7.507507507507507E-4 5:7.507507507507507E-4 6:7.507507507507507E-4 8:7.507507507507507E-4
AP890304-0025 7:0.6539115646258503 16:0.20493197278911565 5:0.06547619047619048 1:0.017857142857142856 18:0.01445578231292517 9:0.01445578231292517 2:0.007653061224489796 15:0.004251700680272109 17:0.004251700680272109 8:0.004251700680272109 11:8.503401360544217E-4 12:8.503401360544217E-4 13:8.503401360544217E-4 14:8.503401360544217E-4 19:8.503401360544217E-4 0:8.503401360544217E-4 3:8.503401360544217E-4 4:8.503401360544217E-4 6:8.503401360544217E-4 10:8.503401360544217E-4
AP890305-0015 18:0.4098557692307692 9:0.14543269230769232 16:0.12620192307692307 11:0.0733173076923077 17:0.04447115384615385 19:0.04447115384615385 5:0.04447115384615385 15:0.03485576923076923 13:0.025240384615384616 7:0.020432692307692308 3:0.010817307692307692 6:0.010817307692307692 12:0.001201923076923077 14:0.001201923076923077 0:0.001201923076923077 1:0.001201923076923077 2:0.001201923076923077 4:0.001201923076923077 8:0.001201923076923077 10:0.001201923076923077
AP890306-0254 4:0.6948198198198198 16:0.0777027027027027 19:0.059684684684684686 2:0.05518018018018018 14:0.041666666666666664 9:0.028153153153153154 11:0.019144144144144143 12:0.00563063063063063 18:0.00563063063063063 13:0.0011261261261261261 15:0.0011261261261261261 17:0.0011261261261261261 0:0.0011261261261261261 1:0.0011261261261261261 3:0.0011261261261261261 5:0.0011261261261261261 6:0.0011261261261261261 7:0.0011261261261261261 8:0.0011261261261261261 10:0.0011261261261261261
AP890306-0291 2:0.4037958115183246 16:0.2100785340314136 15:0.06871727748691099 9:0.05301047120418848 1:0.05039267015706806 5:0.045157068062827224 7:0.03992146596858639 17:0.037303664921465966 19:0.03468586387434555 4:0.021596858638743454 12:0.01112565445026178 6:0.01112565445026178 11:0.0032722513089005235 14:0.0032722513089005235 10:0.0032722513089005235 13:6.544502617801048E-4 18:6.544502617801048E-4 0:6.544502617801048E-4 3:6.544502617801048E-4 8:6.544502617801048E-4
AP890306-0314 3:0.6584507042253521 16:0.10915492957746478 4:0.08098591549295775 1:0.029342723004694836 6:0.02464788732394366 15:0.01995305164319249 11:0.015258215962441314 7:0.015258215962441314 12:0.01056338028169014 8:0.01056338028169014 13:0.005868544600938967 18:0.005868544600938967 10:0.005868544600938967 14:0.0011737089201877935 17:0.0011737089201877935 19:0.0011737089201877935 0:0.0011737089201877935 2:0.0011737089201877935 5:0.0011737089201877935 9:0.0011737089201877935
AP890307-0226 16:0.41710526315789476 14:0.3118421052631579 8:0.10657894736842105 17:0.09605263157894736 0:0.02763157894736842 2:0.011842105263157895 5:0.006578947368421052 7:0.006578947368421052 11:0.0013157894736842105 12:0.0013157894736842105 13:0.0013157894736842105 15:0.0013157894736842105 18:0.0013157894736842105 19:0.0013157894736842105 1:0.0013157894736842105 3:0.0013157894736842105 4:0.0013157894736842105 6:0.0013157894736842105 9:0.0013157894736842105 10:0.0013157894736842105
AP890307-0231 3:0.7149122807017544 16:0.1301169590643275 5:0.04824561403508772 12:0.03070175438596491 15:0.03070175438596491 1:0.013157894736842105 0:0.007309941520467836 4:0.007309941520467836 11:0.0014619883040935672 13:0.0014619883040935672 14:0.0014619883040935672 17:0.0014619883040935672 18:0.0014619883040935672 19:0.0014619883040935672 2:0.0014619883040935672 6:0.0014619883040935672 7:0.0014619883040935672 8:0.0014619883040935672 9:0.0014619883040935672 10:0.0014619883040935672
AP890307-0256 15:0.31544502617801046 12:0.2054973821989529 16:0.10602094240837696 6:0.10078534031413612 0:0.0693717277486911 5:0.058900523560209424 13:0.05366492146596859 18:0.0274869109947644 8:0.017015706806282723 2:0.011780104712041885 4:0.011780104712041885 7:0.011780104712041885 11:0.0013089005235602095 14:0.0013089005235602095 17:0.0013089005235602095 19:0.0013089005235602095 1:0.0013089005235602095 3:0.0013089005235602095 9:0.0013089005235602095 10:0.0013089005235602095
AP890307-0271 8:0.5701923076923077 16:0.20865384615384616 5:0.10865384615384616 0:0.05096153846153846 2:0.016346153846153847 11:0.008653846153846154 15:0.008653846153846154 9:0.008653846153846154 14:0.004807692307692308 1:0.004807692307692308 12:9.615384615384616E-4 13:9.615384615384616E-4 17:9.615384615384616E-4 18:9.615384615384616E-4 19:9.615384615384616E-4 3:9.615384615384616E-4 4:9.615384615384616E-4 6:9.615384615384616E-4 7:9.615384615384616E-4 10:9.615384615384616E-4
AP890308-0199 1:0.614321608040201 16:0.1721105527638191 19:0.056532663316582916 11:0.05150753768844221 13:0.031407035175879394 4:0.026381909547738693 7:0.016331658291457288 9:0.011306532663316583 12:0.00628140703517588 14:0.001256281407035176 15:0.001256281407035176 17:0.001256281407035176 18:0.001256281407035176 0:0.001256281407035176 2:0.001256281407035176 3:0.001256281407035176 5:0.001256281407035176 6:0.001256281407035176 8:0.001256281407035176 10:0.001256281407035176
AP890308-0250 14:0.40423728813559323 3:0.25508474576271184 16:0.12966101694915255 12:0.06864406779661017 0:0.048305084745762714 10:0.03474576271186441 7:0.017796610169491526 13:0.01440677966101695 5:0.007627118644067797 11:0.00423728813559322 15:0.00423728813559322 1:0.00423728813559322 17:8.47457627118644E-4 18:8.47457627118644E-4 19:8.47457627118644E-4 2:8.47457627118644E-4 4:8.47457627118644E-4 6:8.47457627118644E-4 8:8.47457627118644E-4 9:8.47457627118644E-4
AP890309-0032 1:0.20421511627906977 16:0.12863372093023256 10:0.11700581395348837 4:0.08502906976744186 8:0.08502906976744186 17:0.07340116279069768 7:0.06177325581395349 13:0.0501453488372093 11:0.04433139534883721 15:0.04433139534883721 14:0.04142441860465116 12:0.032703488372093026 18:0.02688953488372093 19:7.267441860465116E-4 0:7.267441860465116E-4 2:7.267441860465116E-4 3:7.267441860465116E-4 5:7.267441860465116E-4 6:7.267441860465116E-4 9:7.267441860465116E-4
AP890309-0147 7:0.41694630872483224 16:0.2424496644295302 1:0.14513422818791946 14:0.057885906040268456 17:0.034395973154362415 19:0.01761744966442953 0:0.01761744966442953 3:0.01761744966442953 18:0.014261744966442953 2:0.014261744966442953 11:0.010906040268456376 6:0.0041946308724832215 12:8.389261744966443E-4 13:8.389261744966443E-4 15:8.389261744966443E-4 4:8.389261744966443E-4 5:8.389261744966443E-4 8:8.389261744966443E-4 9:8.389261744966443E-4 10:8.389261744966443E-4
AP890309-0192 9:0.42293233082706766 3:0.25 16:0.13721804511278196 10:0.06954887218045112 4:0.039473684210526314 17:0.02443609022556391 14:0.016917293233082706 19:0.009398496240601503 7:0.009398496240601503 11:0.0018796992481203006 12:0.0018796992481203006 13:0.0018796992481203006 15:0.0018796992481203006 18:0.0018796992481203006 0:0.0018796992481203006 1:0.0018796992481203006 2:0.0018796992481203006 5:0.0018796992481203006 6:0.0018796992481203006 8:0.0018796992481203006
AP890309-0211 4:0.37772585669781933 16:0.23442367601246106 8:0.1191588785046729 19:0.07866043613707165 3:0.07242990654205607 1:0.02570093457943925 11:0.022585669781931463 13:0.019470404984423675 9:0.019470404984423675 5:0.010124610591900311 12:0.007009345794392523 17:0.003894080996884735 0:0.003894080996884735 14:7.78816199376947E-4 15:7.78816199376947E-4 18:7.78816199376947E-4 2:7.78816199376947E-4 6:7.78816199376947E-4 7:7.78816199376947E-4 10:7.78816199376947E-4
AP890309-0221 13:0.30387931034482757 12:0.28663793103448276 6:0.10560344827586207 16:0.07974137931034483 0:0.07112068965517242 3:0.05387931034482758 10:0.036637931034482756 11:0.01939655172413793 17:0.010775862068965518 8:0.010775862068965518 14:0.0021551724137931034 15:0.0021551724137931034 18:0.0021551724137931034 19:0.0021551724137931034 1:0.0021551724137931034 2:0.0021551724137931034 4:0.0021551724137931034 5:0.0021551724137931034 7:0.0021551724137931034 9:0.0021551724137931034
AP890309-0258 0:0.46274038461538464 19:0.18870192307692307 6:0.16466346153846154 16:0.06370192307692307 13:0.054086538461538464 12:0.015625 14:0.010817307692307692 5:0.010817307692307692 15:0.006009615384615385 2:0.006009615384615385 9:0.006009615384615385 11:0.001201923076923077 17:0.001201923076923077 18:0.001201923076923077 1:0.001201923076923077 3:0.001201923076923077 4:0.001201923076923077 7:0.001201923076923077 8:0.001201923076923077 10:0.001201923076923077
AP890309-0261 12:0.6549586776859504 16:0.10950413223140495 0:0.05991735537190083 6:0.04338842975206612 3:0.03512396694214876 7:0.01859504132231405 8:0.01859504132231405 13:0.010330578512396695 19:0.010330578512396695 5:0.010330578512396695 10:0.010330578512396695 11:0.002066115702479339 14:0.002066115702479339 15:0.002066115702479339 17:0.002066115702479339 18:0.002066115702479339 1:0.002066115702479339 2:0.002066115702479339 4:0.002066115702479339 9:0.002066115702479339
AP890310-0017 10:0.37991573033707865 16:0.14115168539325842 12:0.13834269662921347 3:0.09339887640449439 6:0.08216292134831461 1:0.07935393258426966 4:0.02598314606741573 7:0.02598314606741573 19:0.011938202247191011 17:0.006320224719101123 11:0.0035112359550561797 13:0.0035112359550561797 8:0.0035112359550561797 14:7.022471910112359E-4 15:7.022471910112359E-4 18:7.022471910112359E-4 0:7.022471910112359E-4 2:7.022471910112359E-4 5:7.022471910112359E-4 9:7.022471910112359E-4
AP890310-0066 2:0.3604868913857678 16:0.12827715355805244 8:0.12453183520599251 19:0.07209737827715355 7:0.06460674157303371 17:0.05711610486891386 4:0.05337078651685393 12:0.04588014981273408 0:0.03089887640449438 3:0.023408239700374533 5:0.015917602996254682 18:0.008426966292134831 10:0.008426966292134831 11:9.363295880149813E-4 13:9.363295880149813E-4 14:9.363295880149813E-4 15:9.363295880149813E-4 1:9.363295880149813E-4 6:9.363295880149813E-4 9:9.363295880149813E-4
AP890310-0268 3:0.41465256797583083 16:0.13066465256797583 14:0.08836858006042296 2:0.08836858006042296 4:0.06117824773413897 7:0.0581570996978852 9:0.04003021148036254 1:0.027945619335347432 0:0.024924471299093656 19:0.0188821752265861 10:0.015861027190332326 13:0.01283987915407855 15:0.009818731117824773 5:0.0037764350453172208 11:7.552870090634441E-4 12:7.552870090634441E-4 17:7.552870090634441E-4 18:7.552870090634441E-4 6:7.552870090634441E-4 8:7.552870090634441E-4
AP890310-0289 4:0.32995495495495497 16:0.19481981981981983 3:0.1858108108108108 19:0.09121621621621621 13:0.05518018018018018 14:0.041666666666666664 6:0.028153153153153154 11:0.019144144144144143 18:0.01463963963963964 12:0.010135135135135136 9:0.010135135135135136 2:0.00563063063063063 7:0.00563063063063063 15:0.0011261261261261261 17:0.0011261261261261261 0:0.0011261261261261261 1:0.0011261261261261261 5:0.0011261261261261261 8:0.0011261261261261261 10:0.0011261261261261261
